Datetime,Time (abs/ms),Time (rel/ms),Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Temp,1:Y (II),1:ETR,1:Fo',1:qP,1:qN,1:qL,1:NPQ,1:Y (NO),1:Y (NPQ),1:Fo,1:Fm,1:Fv/Fm,1:AHum,1:Oxyg.,1:X1,1:X2,specimen_ID,subsample_ID
07/26/2022 18:50:28,1.66E+12,880710,7/26/22,18:50:27,FO,57,208,414,0,-,0.498,0,-,-,-,-,-,-,-,208,414,0.498,-,-,-,-,20220726-BULL-001,20220726-BULL-001-E
07/26/2022 18:50:37,1.66E+12,889690,7/26/22,18:50:36,FO,58,211,422,0,-,0.5,0,-,-,-,-,-,-,-,211,422,0.5,-,-,-,-,20220726-BULL-001,20220726-BULL-001-E
07/26/2022 18:50:49,1.66E+12,902189,7/26/22,18:50:49,FO,59,29,29,0,-,-,-,-,-,-,-,-,-,-,29,29,0,-,-,-,-,NA,NA
07/26/2022 18:50:53,1.66E+12,906172,7/26/22,18:50:53,FO,60,35,35,0,-,-,-,-,-,-,-,-,-,-,35,35,0,-,-,-,-,NA,NA
07/26/2022 18:54:12,1.66E+12,1104771,7/26/22,18:54:11,FO,61,106,193,0,-,0.451,0,-,-,-,-,-,-,-,106,193,0.451,-,-,-,-,20220726-BULL-002,20220726-BULL-002-A
07/26/2022 18:54:21,1.66E+12,1113935,7/26/22,18:54:20,FO,62,144,247,0,-,0.417,0,-,-,-,-,-,-,-,144,247,0.417,-,-,-,-,20220726-BULL-002,20220726-BULL-002-A
07/26/2022 18:54:28,1.66E+12,1120758,7/26/22,18:54:27,FO,63,169,301,0,-,0.439,0,-,-,-,-,-,-,-,169,301,0.439,-,-,-,-,20220726-BULL-002,20220726-BULL-002-A
07/26/2022 18:54:34,1.66E+12,1126835,7/26/22,18:54:33,FO,64,122,207,0,-,0.411,0,-,-,-,-,-,-,-,122,207,0.411,-,-,-,-,20220726-BULL-002,20220726-BULL-002-A
07/26/2022 18:54:41,1.66E+12,1134109,7/26/22,18:54:40,FO,65,129,210,0,-,0.386,0,-,-,-,-,-,-,-,129,210,0.386,-,-,-,-,20220726-BULL-002,20220726-BULL-002-A
07/26/2022 18:54:48,1.66E+12,1140677,7/26/22,18:54:47,FO,66,160,293,0,-,0.454,0,-,-,-,-,-,-,-,160,293,0.454,-,-,-,-,20220726-BULL-002,20220726-BULL-002-A
07/26/2022 18:54:57,1.66E+12,1150411,7/26/22,18:54:57,FO,67,109,183,0,-,0.404,0,-,-,-,-,-,-,-,109,183,0.404,-,-,-,-,20220726-BULL-002,20220726-BULL-002-A
07/26/2022 18:55:04,1.66E+12,1156784,7/26/22,18:55:03,FO,68,126,239,0,-,0.473,0,-,-,-,-,-,-,-,126,239,0.473,-,-,-,-,20220726-BULL-002,20220726-BULL-002-A
07/26/2022 18:55:10,1.66E+12,1163561,7/26/22,18:55:10,FO,69,107,211,0,-,0.493,0,-,-,-,-,-,-,-,107,211,0.493,-,-,-,-,20220726-BULL-002,20220726-BULL-002-A
07/26/2022 18:55:17,1.66E+12,1169808,7/26/22,18:55:16,FO,70,117,197,0,-,0.406,0,-,-,-,-,-,-,-,117,197,0.406,-,-,-,-,20220726-BULL-002,20220726-BULL-002-A
07/26/2022 18:55:28,1.66E+12,1180791,7/26/22,18:55:27,FO,71,34,40,0,-,-,-,-,-,-,-,-,-,-,34,40,0.15,-,-,-,-,NA,NA
07/26/2022 18:55:32,1.66E+12,1185244,7/26/22,18:55:32,FO,72,29,37,0,-,-,-,-,-,-,-,-,-,-,29,37,0.216,-,-,-,-,NA,NA
07/26/2022 18:57:40,1.66E+12,1313162,7/26/22,18:57:40,FO,73,106,176,0,-,0.398,0,-,-,-,-,-,-,-,106,176,0.398,-,-,-,-,20220726-BULL-002,20220726-BULL-002-B
07/26/2022 18:57:46,1.66E+12,1318712,7/26/22,18:57:45,FO,74,136,248,0,-,0.452,0,-,-,-,-,-,-,-,136,248,0.452,-,-,-,-,20220726-BULL-002,20220726-BULL-002-B
07/26/2022 18:57:52,1.66E+12,1324923,7/26/22,18:57:51,FO,75,119,218,0,-,0.454,0,-,-,-,-,-,-,-,119,218,0.454,-,-,-,-,20220726-BULL-002,20220726-BULL-002-B
07/26/2022 18:57:58,1.66E+12,1331369,7/26/22,18:57:58,FO,76,119,185,0,-,0.357,0,-,-,-,-,-,-,-,119,185,0.357,-,-,-,-,20220726-BULL-002,20220726-BULL-002-B
07/26/2022 18:58:06,1.66E+12,1338948,7/26/22,18:58:05,FO,77,139,247,0,-,0.437,0,-,-,-,-,-,-,-,139,247,0.437,-,-,-,-,20220726-BULL-002,20220726-BULL-002-B
07/26/2022 18:58:11,1.66E+12,1344596,7/26/22,18:58:11,FO,78,125,230,0,-,0.457,0,-,-,-,-,-,-,-,125,230,0.457,-,-,-,-,20220726-BULL-002,20220726-BULL-002-B
07/26/2022 18:58:17,1.66E+12,1350066,7/26/22,18:58:16,FO,79,194,354,0,-,0.452,0,-,-,-,-,-,-,-,194,354,0.452,-,-,-,-,20220726-BULL-002,20220726-BULL-002-B
07/26/2022 18:58:23,1.66E+12,1356021,7/26/22,18:58:22,FO,80,124,218,0,-,0.431,0,-,-,-,-,-,-,-,124,218,0.431,-,-,-,-,20220726-BULL-002,20220726-BULL-002-B
07/26/2022 18:58:29,1.66E+12,1362071,7/26/22,18:58:28,FO,81,115,182,0,-,0.368,0,-,-,-,-,-,-,-,115,182,0.368,-,-,-,-,20220726-BULL-002,20220726-BULL-002-B
07/26/2022 18:58:37,1.66E+12,1370580,7/26/22,18:58:37,FO,82,94,147,0,-,0.361,0,-,-,-,-,-,-,-,94,147,0.361,-,-,-,-,20220726-BULL-002,20220726-BULL-002-B
07/26/2022 18:58:43,1.66E+12,1376133,7/26/22,18:58:43,FO,83,113,211,0,-,0.464,0,-,-,-,-,-,-,-,113,211,0.464,-,-,-,-,20220726-BULL-002,20220726-BULL-002-B
07/26/2022 18:58:50,1.66E+12,1382669,7/26/22,18:58:49,FO,84,16,16,0,-,-,-,-,-,-,-,-,-,-,16,16,0,-,-,-,-,NA,NA
07/26/2022 18:58:53,1.66E+12,1385750,7/26/22,18:58:52,FO,85,0,6,0,-,-,-,-,-,-,-,-,-,-,0,6,-,-,-,-,-,NA,NA
07/26/2022 19:00:18,1.66E+12,1470663,7/26/22,19:00:17,FO,86,153,278,0,-,0.45,0,-,-,-,-,-,-,-,153,278,0.45,-,-,-,-,20220726-BULL-002,20220726-BULL-002-C
07/26/2022 19:00:24,1.66E+12,1476777,7/26/22,19:00:23,FO,87,108,191,0,-,0.435,0,-,-,-,-,-,-,-,108,191,0.435,-,-,-,-,20220726-BULL-002,20220726-BULL-002-C
07/26/2022 19:00:30,1.66E+12,1482970,7/26/22,19:00:29,FO,88,101,177,0,-,0.429,0,-,-,-,-,-,-,-,101,177,0.429,-,-,-,-,20220726-BULL-002,20220726-BULL-002-C
07/26/2022 19:00:36,1.66E+12,1489081,7/26/22,19:00:35,FO,89,112,184,0,-,0.391,0,-,-,-,-,-,-,-,112,184,0.391,-,-,-,-,20220726-BULL-002,20220726-BULL-002-C
07/26/2022 19:00:42,1.66E+12,1495499,7/26/22,19:00:42,FO,90,108,181,0,-,0.403,0,-,-,-,-,-,-,-,108,181,0.403,-,-,-,-,20220726-BULL-002,20220726-BULL-002-C
07/26/2022 19:00:49,1.66E+12,1501651,7/26/22,19:00:48,FO,91,98,178,0,-,0.449,0,-,-,-,-,-,-,-,98,178,0.449,-,-,-,-,20220726-BULL-002,20220726-BULL-002-C
07/26/2022 19:00:55,1.66E+12,1507969,7/26/22,19:00:54,FO,92,96,192,0,-,0.5,0,-,-,-,-,-,-,-,96,192,0.5,-,-,-,-,20220726-BULL-002,20220726-BULL-002-C
07/26/2022 19:01:02,1.66E+12,1515204,7/26/22,19:01:02,FO,93,10,11,0,-,-,-,-,-,-,-,-,-,-,10,11,0.091,-,-,-,-,NA,NA
07/26/2022 19:01:06,1.66E+12,1519294,7/26/22,19:01:06,FO,94,5,11,0,-,-,-,-,-,-,-,-,-,-,5,11,-,-,-,-,-,NA,NA
07/26/2022 19:05:58,1.66E+12,1810798,7/26/22,19:05:57,FO,95,159,314,0,-,0.494,0,-,-,-,-,-,-,-,159,314,0.494,-,-,-,-,20220726-BULL-003,20220726-BULL-003-A
07/26/2022 19:06:03,1.66E+12,1816067,7/26/22,19:06:02,FO,96,159,314,0,-,0.494,0,-,-,-,-,-,-,-,159,314,0.494,-,-,-,-,20220726-BULL-003,20220726-BULL-003-A
07/26/2022 19:06:10,1.66E+12,1823009,7/26/22,19:06:09,FO,97,148,292,0,-,0.493,0,-,-,-,-,-,-,-,148,292,0.493,-,-,-,-,20220726-BULL-003,20220726-BULL-003-A
07/26/2022 19:06:16,1.66E+12,1829306,7/26/22,19:06:16,FO,98,165,310,0,-,0.468,0,-,-,-,-,-,-,-,165,310,0.468,-,-,-,-,20220726-BULL-003,20220726-BULL-003-A
07/26/2022 19:06:22,1.66E+12,1835520,7/26/22,19:06:22,FO,99,127,257,0,-,0.506,0,-,-,-,-,-,-,-,127,257,0.506,-,-,-,-,20220726-BULL-003,20220726-BULL-003-A
07/26/2022 19:06:30,1.66E+12,1842690,7/26/22,19:06:29,FO,100,156,294,0,-,0.469,0,-,-,-,-,-,-,-,156,294,0.469,-,-,-,-,20220726-BULL-003,20220726-BULL-003-A
07/26/2022 19:06:39,1.66E+12,1852278,7/26/22,19:06:39,FO,101,154,302,0,-,0.49,0,-,-,-,-,-,-,-,154,302,0.49,-,-,-,-,20220726-BULL-003,20220726-BULL-003-A
07/26/2022 19:06:46,1.66E+12,1858854,7/26/22,19:06:45,FO,102,168,324,0,-,0.481,0,-,-,-,-,-,-,-,168,324,0.481,-,-,-,-,20220726-BULL-003,20220726-BULL-003-A
07/26/2022 19:06:51,1.66E+12,1864115,7/26/22,19:06:51,FO,103,128,238,0,-,0.462,0,-,-,-,-,-,-,-,128,238,0.462,-,-,-,-,20220726-BULL-003,20220726-BULL-003-A
07/26/2022 19:06:56,1.66E+12,1869451,7/26/22,19:06:56,FO,104,148,297,0,-,0.502,0,-,-,-,-,-,-,-,148,297,0.502,-,-,-,-,20220726-BULL-003,20220726-BULL-003-A
07/26/2022 19:07:02,1.66E+12,1874967,7/26/22,19:07:01,FO,105,40,40,0,-,-,-,-,-,-,-,-,-,-,40,40,0,-,-,-,-,NA,NA
