Datetime,Time (abs/ms),Time (rel/ms),Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Temp,1:Y (II),1:ETR,1:Fo',1:ETR-F.,1:qP,1:qN,1:qL,1:NPQ,1:Fo,1:Fm,1:Fv/Fm,specimen_ID,subsample_ID
4/7/22 15:38,1.65E+12,72646,4/7/22,15:38:20,FO,1,119,405,0,-,0.706,0,-,0.84,-,-,-,-,119,405,0.706,20220407-AQUE-001,20220407-AQUE-001-A
4/7/22 15:38,1.65E+12,78210,4/7/22,15:38:26,FO,2,103,474,0,-,0.783,0,-,0.84,-,-,-,-,103,474,0.783,20220407-AQUE-001,20220407-AQUE-001-A
4/7/22 15:38,1.65E+12,82393,4/7/22,15:38:30,FO,3,125,467,0,-,0.732,0,-,0.84,-,-,-,-,125,467,0.732,20220407-AQUE-001,20220407-AQUE-001-A
4/7/22 15:38,1.65E+12,85940,4/7/22,15:38:34,FO,4,122,400,0,-,0.695,0,-,0.84,-,-,-,-,122,400,0.695,20220407-AQUE-001,20220407-AQUE-001-A
4/7/22 15:38,1.65E+12,89996,4/7/22,15:38:38,FO,5,102,433,0,-,0.764,0,-,0.84,-,-,-,-,102,433,0.764,20220407-AQUE-001,20220407-AQUE-001-A
4/7/22 15:38,1.65E+12,93238,4/7/22,15:38:41,FO,6,131,465,0,-,0.718,0,-,0.84,-,-,-,-,131,465,0.718,20220407-AQUE-001,20220407-AQUE-001-A
4/7/22 15:38,1.65E+12,96604,4/7/22,15:38:44,FO,7,143,477,0,-,0.7,0,-,0.84,-,-,-,-,143,477,0.7,20220407-AQUE-001,20220407-AQUE-001-A
4/7/22 15:38,1.65E+12,100490,4/7/22,15:38:48,FO,8,121,383,0,-,0.684,0,-,0.84,-,-,-,-,121,383,0.684,20220407-AQUE-001,20220407-AQUE-001-A
4/7/22 15:38,1.65E+12,104237,4/7/22,15:38:52,FO,9,139,425,0,-,0.673,0,-,0.84,-,-,-,-,139,425,0.673,20220407-AQUE-001,20220407-AQUE-001-A
4/7/22 15:38,1.65E+12,107903,4/7/22,15:38:56,FO,10,107,291,0,-,0.632,0,-,0.84,-,-,-,-,107,291,0.632,20220407-AQUE-001,20220407-AQUE-001-A
4/7/22 15:39,1.65E+12,112547,4/7/22,15:39:00,FO,11,7,9,0,-,-,-,-,0.84,-,-,-,-,7,9,-,NA,NA
4/7/22 15:39,1.65E+12,116261,4/7/22,15:39:04,FO,12,6,8,0,-,-,-,-,0.84,-,-,-,-,6,8,-,NA,NA
4/7/22 15:40,1.65E+12,199733,4/7/22,15:40:28,FO,13,153,591,0,-,0.741,0,-,0.84,-,-,-,-,153,591,0.741,20220407-AQUE-001,20220407-AQUE-001-B
4/7/22 15:40,1.65E+12,205608,4/7/22,15:40:33,FO,14,93,360,0,-,0.742,0,-,0.84,-,-,-,-,93,360,0.742,20220407-AQUE-001,20220407-AQUE-001-B
4/7/22 15:40,1.65E+12,209806,4/7/22,15:40:38,FO,15,169,576,0,-,0.707,0,-,0.84,-,-,-,-,169,576,0.707,20220407-AQUE-001,20220407-AQUE-001-B
4/7/22 15:40,1.65E+12,214412,4/7/22,15:40:42,FO,16,137,439,0,-,0.688,0,-,0.84,-,-,-,-,137,439,0.688,20220407-AQUE-001,20220407-AQUE-001-B
4/7/22 15:40,1.65E+12,219543,4/7/22,15:40:47,FO,17,103,474,0,-,0.783,0,-,0.84,-,-,-,-,103,474,0.783,20220407-AQUE-001,20220407-AQUE-001-B
4/7/22 15:40,1.65E+12,223915,4/7/22,15:40:52,FO,18,95,407,0,-,0.767,0,-,0.84,-,-,-,-,95,407,0.767,20220407-AQUE-001,20220407-AQUE-001-B
4/7/22 15:40,1.65E+12,228072,4/7/22,15:40:56,FO,19,83,461,0,-,0.82,0,-,0.84,-,-,-,-,83,461,0.82,20220407-AQUE-001,20220407-AQUE-001-B
4/7/22 15:41,1.65E+12,232056,4/7/22,15:41:00,FO,20,138,457,0,-,0.698,0,-,0.84,-,-,-,-,138,457,0.698,20220407-AQUE-001,20220407-AQUE-001-B
4/7/22 15:41,1.65E+12,236935,4/7/22,15:41:05,FO,21,122,397,0,-,0.693,0,-,0.84,-,-,-,-,122,397,0.693,20220407-AQUE-001,20220407-AQUE-001-B
4/7/22 15:41,1.65E+12,241980,4/7/22,15:41:10,FO,22,113,511,0,-,0.779,0,-,0.84,-,-,-,-,113,511,0.779,20220407-AQUE-001,20220407-AQUE-001-B
4/7/22 15:41,1.65E+12,247301,4/7/22,15:41:15,FO,23,13,19,0,-,-,-,-,0.84,-,-,-,-,13,19,0.316,NA,NA
4/7/22 15:41,1.65E+12,251411,4/7/22,15:41:19,FO,24,9,19,0,-,-,-,-,0.84,-,-,-,-,9,19,-,NA,NA
4/7/22 15:43,1.65E+12,355126,4/7/22,15:43:03,FO,25,145,502,0,-,0.711,0,-,0.84,-,-,-,-,145,502,0.711,20220407-AQUE-001,20220407-AQUE-001-C
4/7/22 15:43,1.65E+12,359148,4/7/22,15:43:07,FO,26,112,393,0,-,0.715,0,-,0.84,-,-,-,-,112,393,0.715,20220407-AQUE-001,20220407-AQUE-001-C
4/7/22 15:43,1.65E+12,363159,4/7/22,15:43:11,FO,27,130,430,0,-,0.698,0,-,0.84,-,-,-,-,130,430,0.698,20220407-AQUE-001,20220407-AQUE-001-C
4/7/22 15:43,1.65E+12,367635,4/7/22,15:43:15,FO,28,137,388,0,-,0.647,0,-,0.84,-,-,-,-,137,388,0.647,20220407-AQUE-001,20220407-AQUE-001-C
4/7/22 15:43,1.65E+12,372412,4/7/22,15:43:20,FO,29,127,462,0,-,0.725,0,-,0.84,-,-,-,-,127,462,0.725,20220407-AQUE-001,20220407-AQUE-001-C
4/7/22 15:43,1.65E+12,377417,4/7/22,15:43:25,FO,30,115,481,0,-,0.761,0,-,0.84,-,-,-,-,115,481,0.761,20220407-AQUE-001,20220407-AQUE-001-C
4/7/22 15:43,1.65E+12,381704,4/7/22,15:43:29,FO,31,105,414,0,-,0.746,0,-,0.84,-,-,-,-,105,414,0.746,20220407-AQUE-001,20220407-AQUE-001-C
4/7/22 15:43,1.65E+12,386005,4/7/22,15:43:34,FO,32,144,505,0,-,0.715,0,-,0.84,-,-,-,-,144,505,0.715,20220407-AQUE-001,20220407-AQUE-001-C
4/7/22 15:43,1.65E+12,390278,4/7/22,15:43:38,FO,33,151,548,0,-,0.724,0,-,0.84,-,-,-,-,151,548,0.724,20220407-AQUE-001,20220407-AQUE-001-C
4/7/22 15:43,1.65E+12,394812,4/7/22,15:43:43,FO,34,133,431,0,-,0.691,0,-,0.84,-,-,-,-,133,431,0.691,20220407-AQUE-001,20220407-AQUE-001-C
4/7/22 15:43,1.65E+12,401048,4/7/22,15:43:49,FO,35,5,11,0,-,-,-,-,0.84,-,-,-,-,5,11,-,NA,NA
4/7/22 15:43,1.65E+12,404868,4/7/22,15:43:53,FO,36,5,9,0,-,-,-,-,0.84,-,-,-,-,5,9,-,NA,NA
4/7/22 15:45,1.65E+12,495777,4/7/22,15:45:24,FO,37,88,403,0,-,0.782,0,-,0.84,-,-,-,-,88,403,0.782,20220407-AQUE-001,20220407-AQUE-001-D
4/7/22 15:45,1.65E+12,501527,4/7/22,15:45:29,FO,38,100,418,0,-,0.761,0,-,0.84,-,-,-,-,100,418,0.761,20220407-AQUE-001,20220407-AQUE-001-D
4/7/22 15:45,1.65E+12,505676,4/7/22,15:45:33,FO,39,82,419,0,-,0.804,0,-,0.84,-,-,-,-,82,419,0.804,20220407-AQUE-001,20220407-AQUE-001-D
4/7/22 15:45,1.65E+12,509866,4/7/22,15:45:38,FO,40,76,400,0,-,0.81,0,-,0.84,-,-,-,-,76,400,0.81,20220407-AQUE-001,20220407-AQUE-001-D
4/7/22 15:45,1.65E+12,515116,4/7/22,15:45:43,FO,41,81,401,0,-,0.798,0,-,0.84,-,-,-,-,81,401,0.798,20220407-AQUE-001,20220407-AQUE-001-D
4/7/22 15:45,1.65E+12,520406,4/7/22,15:45:48,FO,42,88,390,0,-,0.774,0,-,0.84,-,-,-,-,88,390,0.774,20220407-AQUE-001,20220407-AQUE-001-D
4/7/22 15:45,1.65E+12,525385,4/7/22,15:45:53,FO,43,82,391,0,-,0.79,0,-,0.84,-,-,-,-,82,391,0.79,20220407-AQUE-001,20220407-AQUE-001-D
4/7/22 15:45,1.65E+12,530269,4/7/22,15:45:58,FO,44,88,361,0,-,0.756,0,-,0.84,-,-,-,-,88,361,0.756,20220407-AQUE-001,20220407-AQUE-001-D
4/7/22 15:46,1.65E+12,538154,4/7/22,15:46:06,FO,45,83,403,0,-,0.794,0,-,0.84,-,-,-,-,83,403,0.794,20220407-AQUE-001,20220407-AQUE-001-D
4/7/22 15:46,1.65E+12,543398,4/7/22,15:46:11,FO,46,121,399,0,-,0.697,0,-,0.84,-,-,-,-,121,399,0.697,20220407-AQUE-001,20220407-AQUE-001-D
4/7/22 15:46,1.65E+12,552573,4/7/22,15:46:20,FO,47,13,13,0,-,-,-,-,0.84,-,-,-,-,13,13,0,NA,NA
4/7/22 15:46,1.65E+12,556836,4/7/22,15:46:25,FO,48,8,9,0,-,-,-,-,0.84,-,-,-,-,8,9,-,NA,NA
4/7/22 15:48,1.65E+12,665166,4/7/22,15:48:13,FO,49,111,440,0,-,0.748,0,-,0.84,-,-,-,-,111,440,0.748,20220407-AQUE-001,20220407-AQUE-001-E
4/7/22 15:48,1.65E+12,669835,4/7/22,15:48:18,FO,50,66,452,0,-,0.854,0,-,0.84,-,-,-,-,66,452,0.854,20220407-AQUE-001,20220407-AQUE-001-E
4/7/22 15:48,1.65E+12,675375,4/7/22,15:48:23,FO,51,84,438,0,-,0.808,0,-,0.84,-,-,-,-,84,438,0.808,20220407-AQUE-001,20220407-AQUE-001-E
4/7/22 15:48,1.65E+12,681127,4/7/22,15:48:29,FO,52,77,433,0,-,0.822,0,-,0.84,-,-,-,-,77,433,0.822,20220407-AQUE-001,20220407-AQUE-001-E
4/7/22 15:48,1.65E+12,687263,4/7/22,15:48:35,FO,53,75,418,0,-,0.821,0,-,0.84,-,-,-,-,75,418,0.821,20220407-AQUE-001,20220407-AQUE-001-E
4/7/22 15:48,1.65E+12,698731,4/7/22,15:48:47,FO,54,106,419,0,-,0.747,0,-,0.84,-,-,-,-,106,419,0.747,20220407-AQUE-001,20220407-AQUE-001-E
4/7/22 15:48,1.65E+12,704352,4/7/22,15:48:52,FO,55,78,423,0,-,0.816,0,-,0.84,-,-,-,-,78,423,0.816,20220407-AQUE-001,20220407-AQUE-001-E
4/7/22 15:48,1.65E+12,709686,4/7/22,15:48:57,FO,56,79,469,0,-,0.832,0,-,0.84,-,-,-,-,79,469,0.832,20220407-AQUE-001,20220407-AQUE-001-E
4/7/22 15:49,1.65E+12,715318,4/7/22,15:49:03,FO,57,61,433,0,-,0.859,0,-,0.84,-,-,-,-,61,433,0.859,20220407-AQUE-001,20220407-AQUE-001-E
4/7/22 15:49,1.65E+12,722644,4/7/22,15:49:10,FO,58,122,493,0,-,0.753,0,-,0.84,-,-,-,-,122,493,0.753,20220407-AQUE-001,20220407-AQUE-001-E
4/7/22 15:49,1.65E+12,730420,4/7/22,15:49:18,FO,59,4,6,0,-,-,-,-,0.84,-,-,-,-,4,6,-,NA,NA
4/7/22 15:49,1.65E+12,734515,4/7/22,15:49:22,FO,60,6,9,0,-,-,-,-,0.84,-,-,-,-,6,9,-,NA,NA
4/7/22 15:51,1.65E+12,861541,4/7/22,15:51:29,FO,61,118,455,0,-,0.741,0,-,0.84,-,-,-,-,118,455,0.741,20220407-AQUE-001,20220407-AQUE-001-F
4/7/22 15:51,1.65E+12,867204,4/7/22,15:51:35,FO,62,82,386,0,-,0.788,0,-,0.84,-,-,-,-,82,386,0.788,20220407-AQUE-001,20220407-AQUE-001-F
4/7/22 15:51,1.65E+12,874209,4/7/22,15:51:42,FO,63,86,399,0,-,0.784,0,-,0.84,-,-,-,-,86,399,0.784,20220407-AQUE-001,20220407-AQUE-001-F
4/7/22 15:51,1.65E+12,880702,4/7/22,15:51:48,FO,64,112,482,0,-,0.768,0,-,0.84,-,-,-,-,112,482,0.768,20220407-AQUE-001,20220407-AQUE-001-F
4/7/22 15:52,1.65E+12,891948,4/7/22,15:52:00,FO,65,106,399,0,-,0.734,0,-,0.84,-,-,-,-,106,399,0.734,20220407-AQUE-001,20220407-AQUE-001-F
4/7/22 15:52,1.65E+12,898990,4/7/22,15:52:07,FO,66,110,448,0,-,0.754,0,-,0.84,-,-,-,-,110,448,0.754,20220407-AQUE-001,20220407-AQUE-001-F
4/7/22 15:52,1.65E+12,911555,4/7/22,15:52:19,FO,67,101,410,0,-,0.754,0,-,0.84,-,-,-,-,101,410,0.754,20220407-AQUE-001,20220407-AQUE-001-F
4/7/22 15:52,1.65E+12,918499,4/7/22,15:52:26,FO,68,120,477,0,-,0.748,0,-,0.84,-,-,-,-,120,477,0.748,20220407-AQUE-001,20220407-AQUE-001-F
4/7/22 15:52,1.65E+12,925499,4/7/22,15:52:33,FO,69,120,398,0,-,0.698,0,-,0.84,-,-,-,-,120,398,0.698,20220407-AQUE-001,20220407-AQUE-001-F
4/7/22 15:52,1.65E+12,933322,4/7/22,15:52:41,FO,70,131,471,0,-,0.722,0,-,0.84,-,-,-,-,131,471,0.722,20220407-AQUE-001,20220407-AQUE-001-F
4/7/22 15:52,1.65E+12,938875,4/7/22,15:52:47,FO,71,7,9,0,-,-,-,-,0.84,-,-,-,-,7,9,-,NA,NA
4/7/22 15:52,1.65E+12,942863,4/7/22,15:52:51,FO,72,8,10,0,-,-,-,-,0.84,-,-,-,-,8,10,-,NA,NA
4/7/22 15:54,1.65E+12,1065993,4/7/22,15:54:54,FO,73,66,389,0,-,0.83,0,-,0.84,-,-,-,-,66,389,0.83,20220407-AQUE-001,20220407-AQUE-001-G
4/7/22 15:55,1.65E+12,1074512,4/7/22,15:55:02,FO,74,92,392,0,-,0.765,0,-,0.84,-,-,-,-,92,392,0.765,20220407-AQUE-001,20220407-AQUE-001-G
4/7/22 15:55,1.65E+12,1082141,4/7/22,15:55:10,FO,75,93,397,0,-,0.766,0,-,0.84,-,-,-,-,93,397,0.766,20220407-AQUE-001,20220407-AQUE-001-G
4/7/22 15:55,1.65E+12,1089427,4/7/22,15:55:17,FO,76,86,338,0,-,0.746,0,-,0.84,-,-,-,-,86,338,0.746,20220407-AQUE-001,20220407-AQUE-001-G
4/7/22 15:55,1.65E+12,1099771,4/7/22,15:55:28,FO,77,108,387,0,-,0.721,0,-,0.84,-,-,-,-,108,387,0.721,20220407-AQUE-001,20220407-AQUE-001-G
4/7/22 15:55,1.65E+12,1104665,4/7/22,15:55:32,FO,78,113,408,0,-,0.723,0,-,0.84,-,-,-,-,113,408,0.723,20220407-AQUE-001,20220407-AQUE-001-G
4/7/22 15:55,1.65E+12,1109412,4/7/22,15:55:37,FO,79,107,387,0,-,0.724,0,-,0.84,-,-,-,-,107,387,0.724,20220407-AQUE-001,20220407-AQUE-001-G
4/7/22 15:55,1.65E+12,1114666,4/7/22,15:55:42,FO,80,136,498,0,-,0.727,0,-,0.84,-,-,-,-,136,498,0.727,20220407-AQUE-001,20220407-AQUE-001-G
4/7/22 15:55,1.65E+12,1119704,4/7/22,15:55:47,FO,81,118,486,0,-,0.757,0,-,0.84,-,-,-,-,118,486,0.757,20220407-AQUE-001,20220407-AQUE-001-G
4/7/22 15:55,1.65E+12,1125657,4/7/22,15:55:53,FO,82,158,559,0,-,0.717,0,-,0.84,-,-,-,-,158,559,0.717,20220407-AQUE-001,20220407-AQUE-001-G
4/7/22 15:55,1.65E+12,1130498,4/7/22,15:55:58,FO,83,4,11,0,-,-,-,-,0.84,-,-,-,-,4,11,-,NA,NA
4/7/22 15:56,1.65E+12,1134712,4/7/22,15:56:02,FO,84,7,8,0,-,-,-,-,0.84,-,-,-,-,7,8,-,NA,NA
4/7/22 15:58,1.65E+12,1252223,4/7/22,15:58:00,FO,85,97,421,0,-,0.77,0,-,0.84,-,-,-,-,97,421,0.77,20220407-AQUE-001,20220407-AQUE-001-H
4/7/22 15:58,1.65E+12,1257768,4/7/22,15:58:06,FO,86,86,457,0,-,0.812,0,-,0.84,-,-,-,-,86,457,0.812,20220407-AQUE-001,20220407-AQUE-001-H
4/7/22 15:58,1.65E+12,1263308,4/7/22,15:58:11,FO,87,65,394,0,-,0.835,0,-,0.84,-,-,-,-,65,394,0.835,20220407-AQUE-001,20220407-AQUE-001-H
4/7/22 15:58,1.65E+12,1268118,4/7/22,15:58:16,FO,88,72,399,0,-,0.82,0,-,0.84,-,-,-,-,72,399,0.82,20220407-AQUE-001,20220407-AQUE-001-H
4/7/22 15:58,1.65E+12,1276268,4/7/22,15:58:24,FO,89,107,391,0,-,0.726,0,-,0.84,-,-,-,-,107,391,0.726,20220407-AQUE-001,20220407-AQUE-001-H
4/7/22 15:58,1.65E+12,1281649,4/7/22,15:58:29,FO,90,83,386,0,-,0.785,0,-,0.84,-,-,-,-,83,386,0.785,20220407-AQUE-001,20220407-AQUE-001-H
4/7/22 15:58,1.65E+12,1293306,4/7/22,15:58:41,FO,91,93,405,0,-,0.77,0,-,0.84,-,-,-,-,93,405,0.77,20220407-AQUE-001,20220407-AQUE-001-H
4/7/22 15:58,1.65E+12,1298610,4/7/22,15:58:46,FO,92,60,413,0,-,0.855,0,-,0.84,-,-,-,-,60,413,0.855,20220407-AQUE-001,20220407-AQUE-001-H
4/7/22 15:58,1.65E+12,1304375,4/7/22,15:58:52,FO,93,74,457,0,-,0.838,0,-,0.84,-,-,-,-,74,457,0.838,20220407-AQUE-001,20220407-AQUE-001-H
4/7/22 15:58,1.65E+12,1309805,4/7/22,15:58:58,FO,94,93,466,0,-,0.8,0,-,0.84,-,-,-,-,93,466,0.8,20220407-AQUE-001,20220407-AQUE-001-H
4/7/22 15:59,1.65E+12,1316174,4/7/22,15:59:04,FO,95,3,6,0,-,-,-,-,0.84,-,-,-,-,3,6,-,NA,NA
4/7/22 15:59,1.65E+12,1319814,4/7/22,15:59:08,FO,96,8,9,0,-,-,-,-,0.84,-,-,-,-,8,9,-,NA,NA
4/7/22 16:00,1.65E+12,1400955,4/7/22,16:00:29,FO,97,130,461,0,-,0.718,0,-,0.84,-,-,-,-,130,461,0.718,20220407-AQUE-001,20220407-AQUE-001-I
4/7/22 16:00,1.65E+12,1406504,4/7/22,16:00:34,FO,98,131,570,0,-,0.77,0,-,0.84,-,-,-,-,131,570,0.77,20220407-AQUE-001,20220407-AQUE-001-I
4/7/22 16:00,1.65E+12,1410937,4/7/22,16:00:39,FO,99,97,395,0,-,0.754,0,-,0.84,-,-,-,-,97,395,0.754,20220407-AQUE-001,20220407-AQUE-001-I
4/7/22 16:00,1.65E+12,1415884,4/7/22,16:00:44,FO,100,82,384,0,-,0.786,0,-,0.84,-,-,-,-,82,384,0.786,20220407-AQUE-001,20220407-AQUE-001-I
4/7/22 16:00,1.65E+12,1420901,4/7/22,16:00:49,FO,101,79,415,0,-,0.81,0,-,0.84,-,-,-,-,79,415,0.81,20220407-AQUE-001,20220407-AQUE-001-I
4/7/22 16:00,1.65E+12,1426507,4/7/22,16:00:54,FO,102,124,439,0,-,0.718,0,-,0.84,-,-,-,-,124,439,0.718,20220407-AQUE-001,20220407-AQUE-001-I
4/7/22 16:01,1.65E+12,1431579,4/7/22,16:00:59,FO,103,101,389,0,-,0.74,0,-,0.84,-,-,-,-,101,389,0.74,20220407-AQUE-001,20220407-AQUE-001-I
4/7/22 16:01,1.65E+12,1436205,4/7/22,16:01:04,FO,104,111,416,0,-,0.733,0,-,0.84,-,-,-,-,111,416,0.733,20220407-AQUE-001,20220407-AQUE-001-I
4/7/22 16:01,1.65E+12,1441517,4/7/22,16:01:09,FO,105,122,423,0,-,0.712,0,-,0.84,-,-,-,-,122,423,0.712,20220407-AQUE-001,20220407-AQUE-001-I
4/7/22 16:01,1.65E+12,1446558,4/7/22,16:01:14,FO,106,153,449,0,-,0.659,0,-,0.84,-,-,-,-,153,449,0.659,20220407-AQUE-001,20220407-AQUE-001-I
4/7/22 16:01,1.65E+12,1450627,4/7/22,16:01:18,FO,107,6,9,0,-,-,-,-,0.84,-,-,-,-,6,9,-,NA,NA
4/7/22 16:01,1.65E+12,1455171,4/7/22,16:01:23,FO,108,7,8,0,-,-,-,-,0.84,-,-,-,-,7,8,-,NA,NA
4/7/22 16:02,1.65E+12,1544958,4/7/22,16:02:53,FO,109,145,635,0,-,0.772,0,-,0.84,-,-,-,-,145,635,0.772,20220407-AQUE-001,20220407-AQUE-001-J
4/7/22 16:02,1.65E+12,1548778,4/7/22,16:02:57,FO,110,125,436,0,-,0.713,0,-,0.84,-,-,-,-,125,436,0.713,20220407-AQUE-001,20220407-AQUE-001-J
4/7/22 16:03,1.65E+12,1555049,4/7/22,16:03:03,FO,111,115,419,0,-,0.726,0,-,0.84,-,-,-,-,115,419,0.726,20220407-AQUE-001,20220407-AQUE-001-J
4/7/22 16:03,1.65E+12,1559833,4/7/22,16:03:08,FO,112,104,418,0,-,0.751,0,-,0.84,-,-,-,-,104,418,0.751,20220407-AQUE-001,20220407-AQUE-001-J
4/7/22 16:03,1.65E+12,1563365,4/7/22,16:03:11,FO,113,122,416,0,-,0.707,0,-,0.84,-,-,-,-,122,416,0.707,20220407-AQUE-001,20220407-AQUE-001-J
4/7/22 16:03,1.65E+12,1567312,4/7/22,16:03:15,FO,114,72,426,0,-,0.831,0,-,0.84,-,-,-,-,72,426,0.831,20220407-AQUE-001,20220407-AQUE-001-J
4/7/22 16:03,1.65E+12,1571620,4/7/22,16:03:19,FO,115,71,381,0,-,0.814,0,-,0.84,-,-,-,-,71,381,0.814,20220407-AQUE-001,20220407-AQUE-001-J
4/7/22 16:03,1.65E+12,1576368,4/7/22,16:03:24,FO,116,155,646,0,-,0.76,0,-,0.84,-,-,-,-,155,646,0.76,20220407-AQUE-001,20220407-AQUE-001-J
4/7/22 16:03,1.65E+12,1581827,4/7/22,16:03:30,FO,117,117,435,0,-,0.731,0,-,0.84,-,-,-,-,117,435,0.731,20220407-AQUE-001,20220407-AQUE-001-J
4/7/22 16:03,1.65E+12,1588131,4/7/22,16:03:36,FO,118,141,500,0,-,0.718,0,-,0.84,-,-,-,-,141,500,0.718,20220407-AQUE-001,20220407-AQUE-001-J
4/7/22 16:03,1.65E+12,1593098,4/7/22,16:03:41,FO,119,4,9,0,-,-,-,-,0.84,-,-,-,-,4,9,-,NA,NA
4/7/22 16:03,1.65E+12,1597249,4/7/22,16:03:45,FO,120,7,10,0,-,-,-,-,0.84,-,-,-,-,7,10,-,NA,NA
4/7/22 16:05,1.65E+12,1708528,4/7/22,16:05:36,FO,121,136,466,0,-,0.708,0,-,0.84,-,-,-,-,136,466,0.708,20220407-AQUE-001,20220407-AQUE-001-K
4/7/22 16:05,1.65E+12,1713051,4/7/22,16:05:41,FO,122,83,408,0,-,0.797,0,-,0.84,-,-,-,-,83,408,0.797,20220407-AQUE-001,20220407-AQUE-001-K
4/7/22 16:05,1.65E+12,1717039,4/7/22,16:05:45,FO,123,120,408,0,-,0.706,0,-,0.84,-,-,-,-,120,408,0.706,20220407-AQUE-001,20220407-AQUE-001-K
4/7/22 16:05,1.65E+12,1721091,4/7/22,16:05:49,FO,124,107,435,0,-,0.754,0,-,0.84,-,-,-,-,107,435,0.754,20220407-AQUE-001,20220407-AQUE-001-K
4/7/22 16:05,1.65E+12,1726914,4/7/22,16:05:55,FO,125,117,442,0,-,0.735,0,-,0.84,-,-,-,-,117,442,0.735,20220407-AQUE-001,20220407-AQUE-001-K
4/7/22 16:06,1.65E+12,1732730,4/7/22,16:06:01,FO,126,74,411,0,-,0.82,0,-,0.84,-,-,-,-,74,411,0.82,20220407-AQUE-001,20220407-AQUE-001-K
4/7/22 16:06,1.65E+12,1737695,4/7/22,16:06:05,FO,127,76,421,0,-,0.819,0,-,0.84,-,-,-,-,76,421,0.819,20220407-AQUE-001,20220407-AQUE-001-K
4/7/22 16:06,1.65E+12,1742271,4/7/22,16:06:10,FO,128,88,411,0,-,0.786,0,-,0.84,-,-,-,-,88,411,0.786,20220407-AQUE-001,20220407-AQUE-001-K
4/7/22 16:06,1.65E+12,1747274,4/7/22,16:06:15,FO,129,116,430,0,-,0.73,0,-,0.84,-,-,-,-,116,430,0.73,20220407-AQUE-001,20220407-AQUE-001-K
4/7/22 16:06,1.65E+12,1751359,4/7/22,16:06:19,FO,130,127,431,0,-,0.705,0,-,0.84,-,-,-,-,127,431,0.705,20220407-AQUE-001,20220407-AQUE-001-K
4/7/22 16:06,1.65E+12,1755213,4/7/22,16:06:23,FO,131,14,14,0,-,-,-,-,0.84,-,-,-,-,14,14,0,NA,NA
4/7/22 16:06,1.65E+12,1758708,4/7/22,16:06:26,FO,132,7,9,0,-,-,-,-,0.84,-,-,-,-,7,9,-,NA,NA
4/7/22 16:07,1.65E+12,1849372,4/7/22,16:07:57,FO,133,140,568,0,-,0.754,0,-,0.84,-,-,-,-,140,568,0.754,20220407-AQUE-001,20220407-AQUE-001-L
4/7/22 16:08,1.65E+12,1853210,4/7/22,16:08:01,FO,134,212,815,0,-,0.74,0,-,0.84,-,-,-,-,212,815,0.74,20220407-AQUE-001,20220407-AQUE-001-L
4/7/22 16:08,1.65E+12,1856776,4/7/22,16:08:05,FO,135,87,291,0,-,0.701,0,-,0.84,-,-,-,-,87,291,0.701,20220407-AQUE-001,20220407-AQUE-001-L
4/7/22 16:08,1.65E+12,1860565,4/7/22,16:08:08,FO,136,122,437,0,-,0.721,0,-,0.84,-,-,-,-,122,437,0.721,20220407-AQUE-001,20220407-AQUE-001-L
4/7/22 16:08,1.65E+12,1864848,4/7/22,16:08:13,FO,137,109,361,0,-,0.698,0,-,0.84,-,-,-,-,109,361,0.698,20220407-AQUE-001,20220407-AQUE-001-L
4/7/22 16:08,1.65E+12,1869030,4/7/22,16:08:17,FO,138,92,384,0,-,0.76,0,-,0.84,-,-,-,-,92,384,0.76,20220407-AQUE-001,20220407-AQUE-001-L
4/7/22 16:08,1.65E+12,1872742,4/7/22,16:08:21,FO,139,127,411,0,-,0.691,0,-,0.84,-,-,-,-,127,411,0.691,20220407-AQUE-001,20220407-AQUE-001-L
4/7/22 16:08,1.65E+12,1876552,4/7/22,16:08:24,FO,140,136,410,0,-,0.668,0,-,0.84,-,-,-,-,136,410,0.668,20220407-AQUE-001,20220407-AQUE-001-L
4/7/22 16:08,1.65E+12,1880755,4/7/22,16:08:29,FO,141,149,387,0,-,0.615,0,-,0.84,-,-,-,-,149,387,0.615,20220407-AQUE-001,20220407-AQUE-001-L
4/7/22 16:08,1.65E+12,1885500,4/7/22,16:08:33,FO,142,174,808,0,-,0.785,0,-,0.84,-,-,-,-,174,808,0.785,20220407-AQUE-001,20220407-AQUE-001-L
4/7/22 16:08,1.65E+12,1889797,4/7/22,16:08:38,FO,143,10,11,0,-,-,-,-,0.84,-,-,-,-,10,11,0.091,20220407-AQUE-001,20220407-AQUE-001-L
4/7/22 16:08,1.65E+12,1894092,4/7/22,16:08:42,FO,144,12,12,0,-,-,-,-,0.84,-,-,-,-,12,12,0,NA,NA
4/7/22 16:13,1.65E+12,2192703,4/7/22,16:13:40,FO,145,2,5,0,-,-,-,-,0.84,-,-,-,-,2,5,-,NA,NA
4/7/22 16:13,1.65E+12,2201481,4/7/22,16:13:49,FO,146,79,357,0,-,0.779,0,-,0.84,-,-,-,-,79,357,0.779,20220407-AQUE-002,20220407-AQUE-002-A
4/7/22 16:13,1.65E+12,2205319,4/7/22,16:13:53,FO,147,137,498,0,-,0.725,0,-,0.84,-,-,-,-,137,498,0.725,20220407-AQUE-002,20220407-AQUE-002-A
