Datetime,Time (abs/ms),Time (rel/ms),Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Temp,1:Y (II),1:Fo',1:ETR-F.,1:qP,1:qN,1:qL,1:NPQ,1:Y (NO),1:Y (NPQ),1:Fo,1:Fm,1:Fv/Fm,1:AHum,1:Oxyg.,1:X1,1:X2,specimen_ID,subsample_ID
7/25/23 19:47,1.69E+12,11574109,7/25/23,19:47:51,FO,487,218,607,0,-,0.641,-,0.84,-,-,-,-,-,-,218,607,0.641,-,-,-,-,20230725-BULL-015,20230725-BULL-015-B
7/25/23 19:48,1.69E+12,11582770,7/25/23,19:47:59,FO,488,203,540,0,-,0.624,-,0.84,-,-,-,-,-,-,203,540,0.624,-,-,-,-,20230725-BULL-015,20230725-BULL-015-B
7/25/23 19:48,1.69E+12,11592998,7/25/23,19:48:09,FO,489,236,657,0,-,0.641,-,0.84,-,-,-,-,-,-,236,657,0.641,-,-,-,-,20230725-BULL-015,20230725-BULL-015-B
7/25/23 19:48,1.69E+12,11602657,7/25/23,19:48:19,FO,490,214,569,0,-,0.624,-,0.84,-,-,-,-,-,-,214,569,0.624,-,-,-,-,20230725-BULL-015,20230725-BULL-015-B
7/25/23 19:48,1.69E+12,11612115,7/25/23,19:48:29,FO,491,222,558,0,-,0.602,-,0.84,-,-,-,-,-,-,222,558,0.602,-,-,-,-,20230725-BULL-015,20230725-BULL-015-B
7/25/23 19:48,1.69E+12,11622789,7/25/23,19:48:39,FO,492,220,514,0,-,0.572,-,0.84,-,-,-,-,-,-,220,514,0.572,-,-,-,-,20230725-BULL-015,20230725-BULL-015-B
7/25/23 19:48,1.69E+12,11631692,7/25/23,19:48:48,FO,493,202,489,0,-,0.587,-,0.84,-,-,-,-,-,-,202,489,0.587,-,-,-,-,20230725-BULL-015,20230725-BULL-015-B
7/25/23 19:48,1.69E+12,11641486,7/25/23,19:48:58,FO,494,221,540,0,-,0.591,-,0.84,-,-,-,-,-,-,221,540,0.591,-,-,-,-,20230725-BULL-015,20230725-BULL-015-B
7/25/23 19:49,1.69E+12,11646346,7/25/23,19:49:03,FO,495,5,5,0,-,-,-,0.84,-,-,-,-,-,-,5,5,-,-,-,-,-,NA,NA
7/25/23 19:49,1.69E+12,11650049,7/25/23,19:49:07,FO,496,3,7,0,-,-,-,0.84,-,-,-,-,-,-,3,7,-,-,-,-,-,NA,NA
7/25/23 19:49,1.69E+12,11693618,7/25/23,19:49:50,FO,497,201,557,0,-,0.639,-,0.84,-,-,-,-,-,-,201,557,0.639,-,-,-,-,20230725-BULL-015,20230725-BULL-015-C
7/25/23 19:50,1.69E+12,11716008,7/25/23,19:50:12,FO,498,217,585,0,-,0.629,-,0.84,-,-,-,-,-,-,217,585,0.629,-,-,-,-,20230725-BULL-015,20230725-BULL-015-C
7/25/23 19:50,1.69E+12,11731502,7/25/23,19:50:28,FO,499,239,714,0,-,0.665,-,0.84,-,-,-,-,-,-,239,714,0.665,-,-,-,-,20230725-BULL-015,20230725-BULL-015-C
7/25/23 19:50,1.69E+12,11743449,7/25/23,19:50:40,FO,500,217,603,0,-,0.64,-,0.84,-,-,-,-,-,-,217,603,0.64,-,-,-,-,20230725-BULL-015,20230725-BULL-015-C
7/25/23 19:50,1.69E+12,11752869,7/25/23,19:50:49,FO,501,194,512,0,-,0.621,-,0.84,-,-,-,-,-,-,194,512,0.621,-,-,-,-,20230725-BULL-015,20230725-BULL-015-C
7/25/23 19:51,1.69E+12,11762668,7/25/23,19:50:59,FO,502,229,609,0,-,0.624,-,0.84,-,-,-,-,-,-,229,609,0.624,-,-,-,-,20230725-BULL-015,20230725-BULL-015-C
7/25/23 19:51,1.69E+12,11772656,7/25/23,19:51:09,FO,503,248,648,0,-,0.617,-,0.84,-,-,-,-,-,-,248,648,0.617,-,-,-,-,20230725-BULL-015,20230725-BULL-015-C
7/25/23 19:51,1.69E+12,11781203,7/25/23,19:51:18,FO,504,239,598,0,-,0.6,-,0.84,-,-,-,-,-,-,239,598,0.6,-,-,-,-,20230725-BULL-015,20230725-BULL-015-C
7/25/23 19:51,1.69E+12,11788975,7/25/23,19:51:25,FO,505,213,532,0,-,0.6,-,0.84,-,-,-,-,-,-,213,532,0.6,-,-,-,-,20230725-BULL-015,20230725-BULL-015-C
7/25/23 19:51,1.69E+12,11800269,7/25/23,19:51:37,FO,506,222,558,0,-,0.602,-,0.84,-,-,-,-,-,-,222,558,0.602,-,-,-,-,20230725-BULL-015,20230725-BULL-015-C
7/25/23 19:51,1.69E+12,11805432,7/25/23,19:51:42,FO,507,4,6,0,-,-,-,0.84,-,-,-,-,-,-,4,6,-,-,-,-,-,NA,NA
7/25/23 19:51,1.69E+12,11809838,7/25/23,19:51:46,FO,508,2,6,0,-,-,-,0.84,-,-,-,-,-,-,2,6,-,-,-,-,-,NA,NA
7/25/23 19:57,1.69E+12,12182055,7/25/23,19:57:59,FO,509,248,605,0,-,0.59,-,0.84,-,-,-,-,-,-,248,605,0.59,-,-,-,-,20230725-BULL-016,20230725-BULL-016-A
7/25/23 19:58,1.69E+12,12190791,7/25/23,19:58:07,FO,510,214,523,0,-,0.591,-,0.84,-,-,-,-,-,-,214,523,0.591,-,-,-,-,20230725-BULL-016,20230725-BULL-016-A
7/25/23 19:58,1.69E+12,12200429,7/25/23,19:58:17,FO,511,212,521,0,-,0.593,-,0.84,-,-,-,-,-,-,212,521,0.593,-,-,-,-,20230725-BULL-016,20230725-BULL-016-A
7/25/23 19:58,1.69E+12,12213226,7/25/23,19:58:30,FO,512,228,548,0,-,0.584,-,0.84,-,-,-,-,-,-,228,548,0.584,-,-,-,-,20230725-BULL-016,20230725-BULL-016-A
7/25/23 19:58,1.69E+12,12223603,7/25/23,19:58:40,FO,513,211,534,0,-,0.605,-,0.84,-,-,-,-,-,-,211,534,0.605,-,-,-,-,20230725-BULL-016,20230725-BULL-016-A
7/25/23 19:58,1.69E+12,12238942,7/25/23,19:58:55,FO,514,183,477,0,-,0.616,-,0.84,-,-,-,-,-,-,183,477,0.616,-,-,-,-,20230725-BULL-016,20230725-BULL-016-A
7/25/23 19:59,1.69E+12,12247964,7/25/23,19:59:04,FO,515,195,501,0,-,0.611,-,0.84,-,-,-,-,-,-,195,501,0.611,-,-,-,-,20230725-BULL-016,20230725-BULL-016-A
7/25/23 19:59,1.69E+12,12258659,7/25/23,19:59:15,FO,516,193,448,0,-,0.569,-,0.84,-,-,-,-,-,-,193,448,0.569,-,-,-,-,20230725-BULL-016,20230725-BULL-016-A
7/25/23 19:59,1.69E+12,12268383,7/25/23,19:59:25,FO,517,164,325,0,-,0.495,-,0.84,-,-,-,-,-,-,164,325,0.495,-,-,-,-,20230725-BULL-016,20230725-BULL-016-A
7/25/23 19:59,1.69E+12,12277089,7/25/23,19:59:34,FO,518,198,433,0,-,0.543,-,0.84,-,-,-,-,-,-,198,433,0.543,-,-,-,-,20230725-BULL-016,20230725-BULL-016-A
7/25/23 19:59,1.69E+12,12284205,7/25/23,19:59:41,FO,519,6,6,0,-,-,-,0.84,-,-,-,-,-,-,6,6,-,-,-,-,-,NA,NA
7/25/23 19:59,1.69E+12,12287746,7/25/23,19:59:44,FO,520,5,5,0,-,-,-,0.84,-,-,-,-,-,-,5,5,-,-,-,-,-,NA,NA
7/25/23 20:00,1.69E+12,12326627,7/25/23,20:00:23,FO,521,191,548,0,-,0.651,-,0.84,-,-,-,-,-,-,191,548,0.651,-,-,-,-,20230725-BULL-016,20230725-BULL-016-B
7/25/23 20:00,1.69E+12,12342087,7/25/23,20:00:39,FO,522,189,519,0,-,0.636,-,0.84,-,-,-,-,-,-,189,519,0.636,-,-,-,-,20230725-BULL-016,20230725-BULL-016-B
7/25/23 20:00,1.69E+12,12353109,7/25/23,20:00:50,FO,523,165,453,0,-,0.636,-,0.84,-,-,-,-,-,-,165,453,0.636,-,-,-,-,20230725-BULL-016,20230725-BULL-016-B
7/25/23 20:01,1.69E+12,12365488,7/25/23,20:01:02,FO,524,147,244,0,-,0.398,-,0.84,-,-,-,-,-,-,147,244,0.398,-,-,-,-,20230725-BULL-016,20230725-BULL-016-B
7/25/23 20:01,1.69E+12,12383609,7/25/23,20:01:20,FO,525,222,599,0,-,0.629,-,0.84,-,-,-,-,-,-,222,599,0.629,-,-,-,-,20230725-BULL-016,20230725-BULL-016-B
7/25/23 20:01,1.69E+12,12399931,7/25/23,20:01:36,FO,526,155,423,0,-,0.634,-,0.84,-,-,-,-,-,-,155,423,0.634,-,-,-,-,20230725-BULL-016,20230725-BULL-016-B
7/25/23 20:01,1.69E+12,12410545,7/25/23,20:01:47,FO,527,163,299,0,-,0.455,-,0.84,-,-,-,-,-,-,163,299,0.455,-,-,-,-,20230725-BULL-016,20230725-BULL-016-B
7/25/23 20:02,1.69E+12,12426410,7/25/23,20:02:03,FO,528,132,215,0,-,0.386,-,0.84,-,-,-,-,-,-,132,215,0.386,-,-,-,-,20230725-BULL-016,20230725-BULL-016-B
7/25/23 20:02,1.69E+12,12436974,7/25/23,20:02:13,FO,529,104,143,0,-,0.273,-,0.84,-,-,-,-,-,-,104,143,0.273,-,-,-,-,20230725-BULL-016,20230725-BULL-016-B
7/25/23 20:02,1.69E+12,12449986,7/25/23,20:02:26,FO,530,134,197,0,-,0.32,-,0.84,-,-,-,-,-,-,134,197,0.32,-,-,-,-,20230725-BULL-016,20230725-BULL-016-B
7/25/23 20:02,1.69E+12,12455761,7/25/23,20:02:32,FO,531,5,5,0,-,-,-,0.84,-,-,-,-,-,-,5,5,-,-,-,-,-,NA,NA
7/25/23 20:02,1.69E+12,12459277,7/25/23,20:02:36,FO,532,4,6,0,-,-,-,0.84,-,-,-,-,-,-,4,6,-,-,-,-,-,NA,NA
7/25/23 20:03,1.69E+12,12515161,7/25/23,20:03:32,FO,533,173,500,0,-,0.654,-,0.84,-,-,-,-,-,-,173,500,0.654,-,-,-,-,20230725-BULL-016,20230725-BULL-016-C
7/25/23 20:03,1.69E+12,12525683,7/25/23,20:03:42,FO,534,158,465,0,-,0.66,-,0.84,-,-,-,-,-,-,158,465,0.66,-,-,-,-,20230725-BULL-016,20230725-BULL-016-C
7/25/23 20:03,1.69E+12,12536738,7/25/23,20:03:53,FO,535,170,497,0,-,0.658,-,0.84,-,-,-,-,-,-,170,497,0.658,-,-,-,-,20230725-BULL-016,20230725-BULL-016-C
7/25/23 20:04,1.69E+12,12546273,7/25/23,20:04:03,FO,536,184,526,0,-,0.65,-,0.84,-,-,-,-,-,-,184,526,0.65,-,-,-,-,20230725-BULL-016,20230725-BULL-016-C
7/25/23 20:04,1.69E+12,12555998,7/25/23,20:04:12,FO,537,237,514,0,-,0.539,-,0.84,-,-,-,-,-,-,237,514,0.539,-,-,-,-,20230725-BULL-016,20230725-BULL-016-C
7/25/23 20:04,1.69E+12,12567428,7/25/23,20:04:24,FO,538,111,114,0,-,0.026,-,0.84,-,-,-,-,-,-,111,114,0.026,-,-,-,-,20230725-BULL-016,20230725-BULL-016-C
7/25/23 20:04,1.69E+12,12578269,7/25/23,20:04:35,FO,539,99,107,0,-,0.075,-,0.84,-,-,-,-,-,-,99,107,0.075,-,-,-,-,20230725-BULL-016,20230725-BULL-016-C
7/25/23 20:04,1.69E+12,12589476,7/25/23,20:04:46,FO,540,105,106,0,-,0.009,-,0.84,-,-,-,-,-,-,105,106,0.009,-,-,-,-,20230725-BULL-016,20230725-BULL-016-C
7/25/23 20:04,1.69E+12,12596592,7/25/23,20:04:53,FO,541,97,111,0,-,0.126,-,0.84,-,-,-,-,-,-,97,111,0.126,-,-,-,-,20230725-BULL-016,20230725-BULL-016-C
7/25/23 20:04,1.69E+12,12602146,7/25/23,20:04:59,FO,542,5,6,0,-,-,-,0.84,-,-,-,-,-,-,5,6,-,-,-,-,-,NA,NA
7/25/23 20:05,1.69E+12,12606012,7/25/23,20:05:02,FO,543,6,6,0,-,-,-,0.84,-,-,-,-,-,-,6,6,-,-,-,-,-,NA,NA
