specimen_ID,sp_code,scientific_name,growth_form,pigment_type,life_habit,longevity,posture,branching_yn,lifestage,maximum_height,thickness_mm_mean,thickness_mm_se,sta_mean,sta_se,frond_dmc_mean,frond_dmc_se,sav_mean,sav_se,sap_mean,sap_se,aspect_ratio_mean,aspect_ratio_se,frond_length_mean,frond_length_se,frond_width_mean,frond_width_se,frond_area_mean,frond_area_se,frond_peri_mean,frond_peri_se,frond_ww_mean,frond_ww_se,frond_dw_mean,frond_dw_se,frond_volume_mean,frond_volume_se,fvfm_mean,fvfm_se,total_wet,total_dry,total_dmc,total_volume,chlA_mean,chlA_se,delta_15_n_mean,delta_15_n_se,delta_13_c_mean,delta_13_c_se,weight_percent_n_mean,weight_percent_n_se,weight_percent_c_mean,weight_percent_c_se,mass_to_height,date_collected,site,year,sav_scaled,frond_area_scaled,sta_scaled,frond_peri_scaled,frond_length_scaled,frond_width_scaled
20210630-MOHK-044,R,Rhodymenia californica,corticated_macrophytes,red,saxicolous or epiphytic,perennial,erect,yes,NA,5.5,0.344,0.012128936932440168,18.792490196078433,NA,0.13246753246753246,NA,1916.834,NA,3.1368741459582856,NA,3.4375,NA,5.5,NA,1.6,NA,1916.834,NA,611.065,NA,770,NA,102,NA,1,NA,0.5279,0.004059146051408682,770,102,0.13246753246753246,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.545454545454547,2021-06-30,Mohawk,2021,1916.834,1475962.18,1916.834,470520.05000000005,4235,1232
20210630-MOHK-045,R,Rhodymenia californica,corticated_macrophytes,red,saxicolous or epiphytic,perennial,erect,yes,NA,7.8,0.353,0.0173877351409933,17.23136274509804,NA,0.10909090909090909,NA,1757.5990000000002,NA,2.4705244034002063,NA,3.545454545454545,NA,7.8,NA,2.2,NA,3515.1980000000003,NA,1422.855,NA,1870,NA,204,NA,2,NA,0.488,0.010685400216078843,1870,204,0.10909090909090909,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.153846153846153,2021-06-30,Mohawk,2021,3515.1980000000003,6573420.260000001,3515.198,2660738.85,14586,4114
20210630-MOHK-046,GR,Gelidium spp.,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,11.9,0.353,0.037477400597634235,9.553691975841241,NA,0.20156521739130434,NA,2214.5458,NA,0.8830333740236692,NA,119,NA,11.9,NA,0.1,NA,11072.729,NA,12539.422999999999,NA,5750,NA,1159,NA,5,NA,0.5245555555555556,0.011422578896290248,5750,1159,0.20156521739130434,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.39495798319328,2021-06-30,Mohawk,2021,11072.729,63668191.75,11072.729,72101682.25,68425,575
20210709-MOHK-001,CC,Chondracanthus corymbiferus; Chondracanthus exasperatus,leathery_macrophyte,red,saxicolous,perennial,erect,NA,NA,29.9,0.518,0.06580780095601636,12.015938461538463,NA,0.1262558606831882,NA,2831.2555,NA,16.15993812860432,NA,2.8207547169811322,NA,29.9,NA,10.6,NA,22650.044,NA,1401.617,NA,14930,NA,1885,NA,8,NA,0.423,0.005723246941689269,14930,1885,0.1262558606831882,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.04347826086957,2021-07-09,Mohawk,2021,22650.044,338165156.92,22650.044,20926141.81,446407,158258
20210709-MOHK-002,CC,Chondracanthus corymbiferus; Chondracanthus exasperatus,leathery_macrophyte,red,saxicolous,perennial,erect,NA,NA,19.3,0.531,0.054128448055425424,10.801040935672516,NA,0.14093406593406593,NA,1846.978,NA,11.273173758684884,NA,4.595238095238095,NA,19.3,NA,4.2,NA,5540.934,NA,491.515,NA,3640,NA,513,NA,3,NA,0.395,0.00767184090405574,3640,513,0.14093406593406593,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.580310880829014,2021-07-09,Mohawk,2021,5540.934,20168999.76,5540.934,1789114.5999999999,70252,15288
20210709-MOHK-003,CC,Chondracanthus corymbiferus; Chondracanthus exasperatus,leathery_macrophyte,red,saxicolous,perennial,erect,NA,NA,30.7,0.598,0.038551552786135895,10.861879605263159,NA,0.13463241806908768,NA,2358.5795714285714,NA,17.477654932365628,NA,2.6695652173913045,NA,30.7,NA,11.5,NA,16510.057,NA,944.638,NA,11290,NA,1520,NA,7,NA,0.3936,0.015209061626397454,11290,1520,0.13463241806908768,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5114006514658,2021-07-09,Mohawk,2021,16510.057,186398543.53,16510.057,10664963.02,346603,129835
20210709-MOHK-009,CO,Corallina officinalis,articulated_calcareous,red,saxicolous,perennate,"erect, prostrate",yes,NA,12.3,0.46399999999999997,0.03390181902690964,5.246749022892239,NA,0.43027027027027026,NA,2505.847333333333,NA,1.3078693051721955,NA,123,NA,12.3,NA,0.1,NA,37587.71,NA,28739.653,NA,16650,NA,7164,NA,15,NA,0.37870000000000004,0.015274561277569387,16650,7164,0.43027027027027026,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582.4390243902438,2021-07-09,Mohawk,2021,37587.71,625835371.5,37587.71,478515222.45,204795,1665
20210719-IVEE-001,R,Rhodymenia californica,corticated_macrophytes,red,saxicolous or epiphytic,perennial,erect,yes,NA,6.9,0.18,0.007149203529842404,32.52721428571429,NA,0.17834394904458598,NA,1821.524,NA,3.3590039112563415,NA,2.9047619047619047,NA,6.1,NA,2.1,NA,1821.524,NA,542.281,NA,314,NA,56,NA,1,NA,0.4247,0.015668120499919575,334,61,0.18263473053892215,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.840579710144928,2021-07-19,Isla Vista,2021,2732.286,608389.016,1984.1600714285714,181121.854,2037.3999999999999,701.4
20210719-IVEE-002,R,Rhodymenia californica,corticated_macrophytes,red,saxicolous or epiphytic,perennial,erect,yes,NA,8,0.222,0.0055377492419453845,25.218274193548385,NA,0.17270194986072424,NA,3127.066,NA,3.9467708346480546,NA,3.9411764705882355,NA,6.7,NA,1.7,NA,1563.533,NA,396.155,NA,359,NA,62,NA,0.5,NA,0.4584,0.011400000000000002,404,72,0.1782178217821782,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2021-07-19,Isla Vista,2021,1563.533,631667.3319999999,1815.7157419354837,160046.62,2706.8,686.8
20210719-IVEE-003,R,Rhodymenia californica,corticated_macrophytes,red,saxicolous or epiphytic,perennial,erect,yes,NA,8.1,0.236,0.015719768163402124,26.902151515151516,NA,0.16638655462184873,NA,5326.626,NA,3.3495129879929735,NA,3.25,NA,7.8,NA,2.4,NA,2663.313,NA,795.1344,NA,595,NA,99,NA,0.5,NA,0.441,0.012216564347002164,672,114,0.16964285714285715,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.074074074074074,2021-07-19,Isla Vista,2021,2663.313,1789746.3360000001,3066.845272727273,534330.3168,5241.5999999999995,1612.8
20210719-IVEE-010,BO,Bossiella orbigniana,articulated_calcareous,red,saxicolous,perennial,"erect, prostrate",yes,NA,3.9,0.354,0.01796292478040997,2.990866666666667,NA,0.967741935483871,NA,89.726,NA,0.5259961426402396,NA,13,NA,3.9,NA,0.3,NA,89.726,NA,170.583,NA,31,NA,30,NA,1,NA,NA,NA,31,30,0.967741935483871,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6923076923076925,2021-07-19,Isla Vista,2021,89.726,2781.506,89.726,5288.073,120.89999999999999,9.299999999999999
20210719-IVEE-012,BF,Cryptopleura ruprechtiana,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,17.5,0.158,0.016852299546352718,36.65202264150943,NA,0.10728744939271255,NA,3885.1144,NA,6.485674110298554,NA,3.723404255319149,NA,17.5,NA,4.7,NA,19425.572,NA,2995.1508,NA,4940,NA,530,NA,5,NA,0.37945454545454543,0.031975662232495074,4940,530,0.10728744939271255,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.285714285714285,2021-07-19,Isla Vista,2021,19425.572,95962325.68,19425.572,14796044.952,86450,23218
20210719-IVEE-013,BF,Cryptopleura ruprechtiana,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,27.5,0.198,0.017371752294393843,22.44399830508474,NA,0.13248502994011976,NA,3178.0701599999993,NA,4.315604645067631,NA,5.188679245283019,NA,27.5,NA,5.3,NA,39725.87699999999,NA,9205.170600000001,NA,13360,NA,1770,NA,12.5,NA,0.36927272727272725,0.04222065218674837,13360,1770,0.13248502994011976,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.36363636363636,2021-07-19,Isla Vista,2021,39725.87699999999,530737716.7199999,39725.87699999999,122981079.21600002,367400,70808
20210719-IVEE-014,BF,Cryptopleura ruprechtiana,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,32,0.249,0.01149395976637778,20.540882191780824,NA,0.14732593340060546,NA,2726.3352727272727,NA,3.837483309525078,NA,9.142857142857142,NA,32,NA,3.5,NA,29989.688000000002,NA,7814.9364000000005,NA,9910,NA,1460,NA,11,NA,0.436,0.030648182835383744,9910,1460,0.14732593340060546,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.625,2021-07-19,Isla Vista,2021,29989.688,297197808.08000004,29989.688000000002,77446019.724,317120,34685
20210719-IVEE-015,BF,Cryptopleura ruprechtiana,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,18.6,0.215,0.021563858652847823,26.167077011494253,NA,0.12985074626865672,NA,2678.277294117647,NA,4.273844713315405,NA,6.413793103448277,NA,18.6,NA,2.9,NA,22765.357,NA,5326.6692,NA,6700,NA,870,NA,8.5,NA,0.372,0.03527888887139163,6700,870,0.12985074626865672,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.774193548387096,2021-07-19,Isla Vista,2021,22765.357,152527891.9,22765.357,35688683.64,124620.00000000001,19430
20210719-IVEE-016,BF,Cryptopleura ruprechtiana,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,21.7,0.192,0.015260697523012793,43.330339325842694,NA,0.09488272921108742,NA,3856.4002,NA,7.21961871563806,NA,4.1730769230769225,NA,21.7,NA,5.2,NA,38564.002,NA,5341.5566,NA,9380,NA,890,NA,10,NA,0.3877,0.011656233430134185,9380,890,0.09488272921108742,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.013824884792626,2021-07-19,Isla Vista,2021,38564.002,361730338.76,38564.002,50103800.908,203546,48776
20210719-IVEE-017,BF,Cryptopleura ruprechtiana,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,27.3,0.202,0.014360439485692008,36.06456475409836,NA,0.11233885819521179,NA,4190.358952380952,NA,8.956621502046278,NA,2.873684210526316,NA,27.3,NA,9.5,NA,43998.769,NA,4912.4292000000005,NA,10860,NA,1220,NA,10.5,NA,0.4172,0.015453011213208755,10860,1220,0.11233885819521179,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.688644688644686,2021-07-19,Isla Vista,2021,43998.769,477826631.34,43998.769,53348981.112,296478,103170
20210719-IVEE-018,BF,Cryptopleura ruprechtiana,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,28.4,0.254,0.02423037579384833,29.026071698113206,NA,0.10426229508196722,NA,2714.7914117647056,NA,5.331164139628157,NA,7.282051282051282,NA,28.4,NA,3.9,NA,46151.454,NA,8656.9186,NA,15250,NA,1590,NA,17,NA,0.3681,0.018634764405391458,15250,1590,0.10426229508196722,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.98591549295775,2021-07-19,Isla Vista,2021,46151.454,703809673.5,46151.454,132018008.65,433100,59475
20210719-IVEE-019,BF,Cryptopleura ruprechtiana,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,15.3,0.186,0.016,48.920875,NA,0.10256410256410256,NA,3913.67,NA,6.707031065906335,NA,3.825,NA,15.3,NA,4,NA,7827.34,NA,1167.035,NA,1560,NA,160,NA,2,NA,0.377,0.01627404204383301,1560,160,0.10256410256410256,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.457516339869281,2021-07-19,Isla Vista,2021,7827.34,12210650.4,7827.34,1820574.6,23868,6240
20210719-IVEE-020,R,Rhodymenia californica,corticated_macrophytes,red,saxicolous or epiphytic,perennial,erect,yes,NA,5.4,0.138,0.004422166387140532,25.079785714285716,NA,0.26022304832713755,NA,3511.17,NA,1.7598226529482996,NA,4.153846153846154,NA,5.4,NA,1.3,NA,1755.585,NA,997.592,NA,269,NA,70,NA,0.5,NA,0.4718333333333333,0.010536971945382497,269,70,0.26022304832713755,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.962962962962962,2021-07-19,Isla Vista,2021,1755.585,472252.365,1755.585,268352.248,1452.6000000000001,349.7
20210719-IVEE-021,R,Rhodymenia californica,corticated_macrophytes,red,saxicolous or epiphytic,perennial,erect,yes,NA,11.9,0.18,0.00649786289653931,26.89459696969697,NA,0.14621178555604786,NA,4437.6085,NA,2.6986017419131954,NA,4.76,NA,11.9,NA,2.5,NA,8875.217,NA,3288.8206,NA,2257,NA,330,NA,2,NA,0.4987,0.0170776331953686,2257,330,0.14621178555604786,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.731092436974787,2021-07-19,Isla Vista,2021,8875.217,20031364.769,8875.217,7422868.0942,26858.3,5642.5
20210719-IVEE-022,R,Rhodymenia californica,corticated_macrophytes,red,saxicolous or epiphytic,perennial,erect,yes,NA,10.2,0.189,0.01268857754044952,28.99300434782609,NA,0.16312056737588654,NA,6668.3910000000005,NA,3.4804172247377396,NA,4.857142857142857,NA,10.2,NA,2.1,NA,6668.3910000000005,NA,1915.9746,NA,1410,NA,230,NA,1,NA,0.473,0.009111653100410606,1410,230,0.16312056737588654,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.54901960784314,2021-07-19,Isla Vista,2021,6668.3910000000005,9402431.31,6668.3910000000005,2701524.186,14381.999999999998,2961
20210719-IVEE-023,R,Rhodymenia californica,corticated_macrophytes,red,saxicolous or epiphytic,perennial,erect,yes,NA,7.5,0.144,0.010666666666666666,25.61772424242424,NA,0.14347826086956522,NA,4226.9245,NA,1.709212545205274,NA,7.5,NA,7.5,NA,1,NA,8453.849,NA,4946.049,NA,2300,NA,330,NA,2,NA,0.463,0.015409232441768294,2300,330,0.14347826086956522,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,2021-07-19,Isla Vista,2021,8453.849,19443852.7,8453.849,11375912.7,17250,2300
20210719-IVEE-024,R,Rhodymenia californica,corticated_macrophytes,red,saxicolous or epiphytic,perennial,erect,yes,NA,8.6,0.201,0.01702612371882951,17.275505555555554,NA,0.21686746987951808,NA,3109.591,NA,3.1731588920851417,NA,3.5833333333333335,NA,8.6,NA,2.4,NA,3109.591,NA,979.967,NA,830,NA,180,NA,1,NA,0.4814,0.010487240925153872,830,180,0.21686746987951808,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.930232558139537,2021-07-19,Isla Vista,2021,3109.591,2580960.53,3109.591,813372.61,7138,1992
20210721-BULL-001,CC,Chondracanthus corymbiferus; Chondracanthus exasperatus,leathery_macrophyte,red,saxicolous,perennial,erect,NA,NA,27.2,0.57,0.06011100842053253,9.603435637149028,NA,0.16910153396639882,NA,1587.9966785714284,NA,19.92765677174691,NA,1.7894736842105263,NA,27.2,NA,15.2,NA,44463.907,NA,2231.2662,NA,27380,NA,4630,NA,28,NA,0.5141666666666667,0.007503366247925335,27380,4630,0.16910153396639882,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.22058823529412,2021-07-21,Bullito,2021,44463.907,1217421773.66,44463.907,61092068.556,744736,416176
20210721-BULL-002,BF,Cryptopleura ruprechtiana,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,33.5,0.234,0.02587147721590967,27.555015863453814,NA,0.14865671641791045,NA,2690.6662549019607,NA,7.769069228178659,NA,8.375,NA,33.5,NA,4,NA,137223.979,NA,17662.859599999996,NA,33500,NA,4980,NA,51,NA,0.46525,0.013075031143134588,33500,4980,0.14865671641791045,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.65671641791045,2021-07-21,Bullito,2021,137223.979,4597003296.5,137223.979,591705796.5999999,1122250,134000
20210721-BULL-003,BF,Cryptopleura ruprechtiana,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,23.2,0.223,0.022213609442061515,24.5891106870229,NA,0.16582278481012658,NA,3221.1735,NA,9.383967418615727,NA,3.6825396825396823,NA,23.2,NA,6.3,NA,32211.734999999997,NA,3432.6349999999998,NA,7900,NA,1310,NA,10,NA,0.3922,0.016437626214133094,7900,1310,0.16582278481012658,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.46551724137931,2021-07-21,Bullito,2021,32211.735,254472706.49999997,32211.734999999997,27117816.499999996,183280,49770
20210721-BULL-008,BF,Cryptopleura ruprechtiana,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,25.5,0.269,0.02845854685132199,28.940784033613443,NA,0.1367816091954023,NA,3826.6147777777774,NA,5.41517314983635,NA,4.636363636363637,NA,25.5,NA,5.5,NA,68879.06599999999,NA,12719.6424,NA,17400,NA,2380,NA,18,NA,0.44242857142857145,0.006573936454085543,17400,2380,0.1367816091954023,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.33333333333333,2021-07-21,Bullito,2021,68879.06599999999,1198495748.3999999,68879.06599999999,221321777.76000002,443700,95700
20210721-BULL-009,BF,Cryptopleura ruprechtiana,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,16.5,0.241,0.053509085417545885,32.65711063829787,NA,0.13055555555555556,NA,3837.2105,NA,5.631318008339822,NA,1.9411764705882353,NA,16.5,NA,8.5,NA,15348.842,NA,2725.6216,NA,3600,NA,470,NA,4,NA,0.4042,0.006882828875784527,3600,470,0.13055555555555556,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.484848484848484,2021-07-21,Bullito,2021,15348.842,55255831.2,15348.842,9812237.76,59400,30600
20210721-BULL-010,BF,Cryptopleura ruprechtiana,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,29.3,0.198,0.014966629547095767,33.07456666666667,NA,0.12380952380952381,NA,4299.693666666667,NA,6.211011370106447,NA,8.371428571428572,NA,29.3,NA,3.5,NA,38697.243,NA,6230.425399999999,NA,9450,NA,1170,NA,9,NA,0.4646,0.004908496035786654,9450,1170,0.12380952380952381,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.93174061433447,2021-07-21,Bullito,2021,38697.243,365688946.35,38697.243,58877520.029999994,276885,33075
20210721-BULL-011,BF,Cryptopleura ruprechtiana,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,27.4,0.223,0.022063040991163883,41.88243855421687,NA,0.10935441370223979,NA,4966.060571428571,NA,6.094383638681687,NA,5.829787234042553,NA,27.4,NA,4.7,NA,34762.424,NA,5704.0098,NA,7590,NA,830,NA,7,NA,0.46316666666666667,0.011039758268470493,7590,830,0.10935441370223979,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.29197080291971,2021-07-21,Bullito,2021,34762.424,263846798.16,34762.424,43293434.382,207966,35673
20210721-BULL-012,BF,Cryptopleura ruprechtiana,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,32.2,0.211,0.020626304672539977,40.470982978723406,NA,0.11604938271604938,NA,4755.3405,NA,6.023009287815901,NA,8.05,NA,32.2,NA,4,NA,38042.724,NA,6316.232,NA,8100,NA,940,NA,8,NA,0.4675,0.006217643517369816,8100,940,0.11604938271604938,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.19254658385093,2021-07-21,Bullito,2021,38042.724,308146064.40000004,38042.724,51161479.2,260820.00000000003,32400
20210721-BULL-013,BF,Cryptopleura ruprechtiana,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,38.6,0.25,0.011352924243950931,26.222518307086617,NA,0.15535168195718654,NA,3806.011228571429,NA,6.30488516263697,NA,7.568627450980393,NA,38.6,NA,5.1,NA,133210.393,NA,21128.1236,NA,32700,NA,5080,NA,35,NA,0.4485,0.009373964589287296,32700,5080,0.15535168195718654,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.6062176165803,2021-07-21,Bullito,2021,133210.393,4355979851.1,133210.393,690889641.7199999,1262220,166770
20210721-BULL-014,CC,Chondracanthus corymbiferus; Chondracanthus exasperatus,leathery_macrophyte,red,saxicolous,perennial,erect,NA,NA,27.3,0.31,0.010219806477837259,15.523598095238096,NA,0.17045454545454544,NA,2037.47225,NA,20.606129332402887,NA,3.067415730337079,NA,27.3,NA,8.9,NA,16299.778,NA,791.016,NA,6160,NA,1050,NA,8,NA,0.42854545454545456,0.004997023907675876,6160,1050,0.17045454545454544,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.46153846153846,2021-07-21,Bullito,2021,16299.778,100406632.48,16299.778,4872658.56,168168,54824
20210721-BULL-015,CC,Chondracanthus corymbiferus; Chondracanthus exasperatus,leathery_macrophyte,red,saxicolous,perennial,erect,NA,NA,59,0.454,0.020827332469084418,14.515732720588234,NA,0.1391660271169097,NA,1880.1329999999998,NA,45.65292242442883,NA,2.9648241206030153,NA,59,NA,19.9,NA,78965.586,NA,1729.694,NA,39090,NA,5440,NA,42,NA,0.4361111111111111,0.005420783587141273,39090,5440,0.1391660271169097,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.20338983050847,2021-07-21,Bullito,2021,78965.586,3086764756.74,78965.586,67613738.46,2306310,777891
20210721-BULL-019,BF,Cryptopleura ruprechtiana,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,26,0.223,0.006839428176227731,32.08342612612613,NA,0.12052117263843648,NA,3956.955888888889,NA,6.430166794026785,NA,3.7681159420289854,NA,26,NA,6.9,NA,35612.603,NA,5538.3638,NA,9210,NA,1110,NA,9,NA,0.33690909090909094,0.0066584936126786705,9210,1110,0.12052117263843648,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.69230769230769,2021-07-21,Bullito,2021,35612.603,327992073.63000005,35612.603,51008330.598,239460,63549
20210721-BULL-020,BF,Cryptopleura ruprechtiana,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,35.4,0.266,0.02604269997949948,28.710292741935483,NA,0.11391823610473129,NA,3390.548857142857,NA,7.413010704366264,NA,6.8076923076923075,NA,35.4,NA,5.2,NA,71201.526,NA,9604.940400000001,NA,21770,NA,2480,NA,21,NA,0.41964285714285715,0.00663872020539073,21770,2480,0.11391823610473129,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.05649717514125,2021-07-21,Bullito,2021,71201.526,1550057221.02,71201.526,209099552.50800002,770658,113204
20210721-BULL-021,Nandersoniana,Nienburgia andersoniana,corticated_foliose,red,saxicolous,annual,erect or prostrate,yes,NA,26.6,0.333,0.019093337988826245,24.844979310344826,NA,0.14890885750962773,NA,1516.8513684210527,NA,2.3706161861756407,NA,9.500000000000002,NA,26.6,NA,2.8,NA,28820.176,NA,12157.251000000002,NA,7790,NA,1160,NA,19,NA,0.4697,0.009033333333333334,7790,1160,0.14890885750962773,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.609022556390975,2021-07-21,Bullito,2021,28820.176000000003,224509171.04,28820.176,94704985.29000002,207214,21812
20210721-BULL-022,Nandersoniana,Nienburgia andersoniana,corticated_foliose,red,saxicolous,annual,erect or prostrate,yes,NA,22.5,0.258,0.007423685817106696,27.29922051282051,NA,0.12380952380952381,NA,3548.8986666666665,NA,3.5889683014293583,NA,12.5,NA,22.5,NA,1.8,NA,10646.696,NA,2966.506,NA,3150,NA,390,NA,3,NA,0.4538,0.005236198790895718,3150,390,0.12380952380952381,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.333333333333332,2021-07-21,Bullito,2021,10646.696,33537092.4,10646.696,9344493.9,70875,5670
20210721-BULL-024,BF,Cryptopleura ruprechtiana,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,42.5,0.247,0.015495519065559281,33.82344952941177,NA,0.12981062919975564,NA,3993.0461250000008,NA,7.2269558992915615,NA,6.640625,NA,42.5,NA,6.4,NA,287499.32100000005,NA,39781.52420000001,NA,65480,NA,8500,NA,72,NA,0.45242105263157895,0.007863720749874696,65480,8500,0.12981062919975564,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,2021-07-21,Bullito,2021,287499.32100000005,18825455539.08,287499.32100000005,2604894204.6160007,2782900,419072
20210721-BULL-025,BF,Cryptopleura ruprechtiana,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,32.2,0.226,0.008192137151629674,33.75361523809524,NA,0.12124711316397228,NA,3221.936,NA,7.143096177910123,NA,5.6491228070175445,NA,32.2,NA,5.7,NA,35441.296,NA,4961.6154,NA,8660,NA,1050,NA,11,NA,0.4173076923076923,0.006739079119340106,8660,1050,0.12124711316397228,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.60869565217391,2021-07-21,Bullito,2021,35441.296,306921623.36,35441.296,42967589.364,278852,49362
20210721-BULL-026,BF,Cryptopleura ruprechtiana,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,38.3,0.249,0.016224124698183944,32.20255443037975,NA,0.12901469787697334,NA,3634.288285714286,NA,7.35590616970025,NA,5.716417910447761,NA,38.3,NA,6.7,NA,76320.054,NA,10375.3436,NA,18370,NA,2370,NA,21,NA,0.429,0.008727246711582938,18370,2370,0.12901469787697334,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.879895561357706,2021-07-21,Bullito,2021,76320.054,1401999391.98,76320.054,190595061.932,703571,123079
20210721-BULL-027,BF,Cryptopleura ruprechtiana,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,21.6,0.215,0.016003471845543737,34.318562790697676,NA,0.12759643916913946,NA,2951.3964,NA,7.032629783559439,NA,3.9272727272727277,NA,21.6,NA,5.5,NA,14756.982,NA,2098.359,NA,3370,NA,430,NA,5,NA,0.40554545454545454,0.011534425655688782,3370,430,0.12759643916913946,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.907407407407405,2021-07-21,Bullito,2021,14756.982,49731029.34,14756.982,7071469.83,72792,18535
20210721-BULL-028,BF,Cryptopleura ruprechtiana,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,22,0.212,0.010519822558706333,32.74803166666666,NA,0.12295081967213115,NA,3274.8031666666666,NA,7.997311683533258,NA,4.4,NA,22,NA,5,NA,19648.819,NA,2456.928,NA,4880,NA,600,NA,6,NA,0.3669,0.014152698996618586,4880,600,0.12295081967213115,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.272727272727273,2021-07-21,Bullito,2021,19648.819,95886236.72,19648.818999999996,11989808.639999999,107360,24400
20210721-BULL-029,BF,Cryptopleura ruprechtiana,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,34.4,0.215,0.006368324391514266,38.12507684210526,NA,0.11949685534591195,NA,3621.8822999999998,NA,7.477770973743954,NA,5.212121212121212,NA,34.4,NA,6.6,NA,36218.823,NA,4843.531999999999,NA,7950,NA,950,NA,10,NA,0.4183076923076923,0.006636519607816357,7950,950,0.11949685534591195,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.616279069767444,2021-07-21,Bullito,2021,36218.823,287939642.84999996,36218.823,38506079.39999999,273480,52470
