Datetime,Time (abs/ms),Time (rel/ms),Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Temp,1:Y (II),1:ETR,1:Fo,1:Fm,1:Fv/Fm,specimen_ID
7/19/21 16:22,1.63E+12,116069,7/19/21,16:22:23,FO,1,1,2,0,-,-,-,1,2,-,NA
7/19/21 16:22,1.63E+12,120854,7/19/21,16:22:28,FO,2,0,2,0,-,-,-,0,2,-,NA
7/19/21 16:22,1.63E+12,124887,7/19/21,16:22:32,FO,3,0,4,0,-,-,-,0,4,-,NA
7/19/21 16:40,1.63E+12,1173789,7/19/21,16:40:01,FO,4,123,201,0,-,0.388,0,123,201,0.388,20210719-IVEE-001
7/19/21 16:40,1.63E+12,1181239,7/19/21,16:40:08,FO,5,130,259,0,-,0.498,0,130,259,0.498,20210719-IVEE-001
7/19/21 16:40,1.63E+12,1189548,7/19/21,16:40:17,FO,6,150,245,0,-,0.388,0,150,245,0.388,20210719-IVEE-001
7/19/21 16:40,1.63E+12,1199211,7/19/21,16:40:26,FO,7,194,306,0,-,0.366,0,194,306,0.366,20210719-IVEE-001
7/19/21 16:40,1.63E+12,1209458,7/19/21,16:40:36,FO,8,156,285,0,-,0.453,0,156,285,0.453,20210719-IVEE-001
7/19/21 16:40,1.63E+12,1217046,7/19/21,16:40:44,FO,9,150,246,0,-,0.39,0,150,246,0.39,20210719-IVEE-001
7/19/21 16:40,1.63E+12,1228110,7/19/21,16:40:55,FO,10,140,256,0,-,0.453,0,140,256,0.453,20210719-IVEE-001
7/19/21 16:41,1.63E+12,1241294,7/19/21,16:41:08,FO,11,85,158,0,-,0.462,0,85,158,0.462,20210719-IVEE-001
7/19/21 16:41,1.63E+12,1254653,7/19/21,16:41:22,FO,12,201,318,0,-,0.368,0,201,318,0.368,20210719-IVEE-001
7/19/21 16:41,1.63E+12,1267729,7/19/21,16:41:35,FO,13,229,441,0,-,0.481,0,229,441,0.481,20210719-IVEE-001
7/19/21 16:42,1.63E+12,1296734,7/19/21,16:42:04,FO,14,1,3,0,-,-,-,1,3,-,NA
7/19/21 16:42,1.63E+12,1300678,7/19/21,16:42:08,FO,15,1,3,0,-,-,-,1,3,-,NA
7/19/21 16:42,1.63E+12,1344828,7/19/21,16:42:52,FO,16,163,283,0,-,0.424,0,163,283,0.424,20210719-IVEE-002
7/19/21 16:43,1.63E+12,1354006,7/19/21,16:43:01,FO,17,114,220,0,-,0.482,0,114,220,0.482,20210719-IVEE-002
7/19/21 16:43,1.63E+12,1364483,7/19/21,16:43:11,FO,18,131,262,0,-,0.5,0,131,262,0.5,20210719-IVEE-002
7/19/21 16:43,1.63E+12,1373764,7/19/21,16:43:21,FO,19,122,241,0,-,0.494,0,122,241,0.494,20210719-IVEE-002
7/19/21 16:43,1.63E+12,1380833,7/19/21,16:43:28,FO,20,159,277,0,-,0.426,0,159,277,0.426,20210719-IVEE-002
7/19/21 16:43,1.63E+12,1389341,7/19/21,16:43:36,FO,21,116,200,0,-,0.42,0,116,200,0.42,20210719-IVEE-002
7/19/21 16:43,1.63E+12,1397250,7/19/21,16:43:44,FO,22,160,296,0,-,0.459,0,160,296,0.459,20210719-IVEE-002
7/19/21 16:43,1.63E+12,1405119,7/19/21,16:43:52,FO,23,195,333,0,-,0.414,0,195,333,0.414,20210719-IVEE-002
7/19/21 16:44,1.63E+12,1415598,7/19/21,16:44:03,FO,24,116,236,0,-,0.508,0,116,236,0.508,20210719-IVEE-002
7/19/21 16:44,1.63E+12,1426793,7/19/21,16:44:14,FO,25,121,223,0,-,0.457,0,121,223,0.457,20210719-IVEE-002
7/19/21 16:44,1.63E+12,1435866,7/19/21,16:44:23,FO,26,2,2,0,-,-,-,2,2,-,NA
7/19/21 16:44,1.63E+12,1439452,7/19/21,16:44:26,FO,27,5,5,0,-,-,-,5,5,-,NA
7/19/21 16:45,1.63E+12,1488386,7/19/21,16:45:15,FO,28,112,224,0,-,0.5,0,112,224,0.5,20210719-IVEE-003
7/19/21 16:45,1.63E+12,1497798,7/19/21,16:45:25,FO,29,135,250,0,-,0.46,0,135,250,0.46,20210719-IVEE-003
7/19/21 16:45,1.63E+12,1505494,7/19/21,16:45:32,FO,30,164,296,0,-,0.446,0,164,296,0.446,20210719-IVEE-003
7/19/21 16:45,1.63E+12,1513865,7/19/21,16:45:41,FO,31,108,193,0,-,0.44,0,108,193,0.44,20210719-IVEE-003
7/19/21 16:45,1.63E+12,1523815,7/19/21,16:45:51,FO,32,94,170,0,-,0.447,0,94,170,0.447,20210719-IVEE-003
7/19/21 16:46,1.63E+12,1532826,7/19/21,16:46:00,FO,33,130,206,0,-,0.369,0,130,206,0.369,20210719-IVEE-003
7/19/21 16:46,1.63E+12,1543357,7/19/21,16:46:10,FO,34,110,211,0,-,0.479,0,110,211,0.479,20210719-IVEE-003
7/19/21 16:46,1.63E+12,1555556,7/19/21,16:46:23,FO,35,181,331,0,-,0.453,0,181,331,0.453,20210719-IVEE-003
7/19/21 16:46,1.63E+12,1567146,7/19/21,16:46:34,FO,36,134,233,0,-,0.425,0,134,233,0.425,20210719-IVEE-003
7/19/21 16:46,1.63E+12,1585633,7/19/21,16:46:53,FO,37,126,207,0,-,0.391,0,126,207,0.391,20210719-IVEE-003
7/19/21 16:47,1.63E+12,1593714,7/19/21,16:47:01,FO,38,2,2,0,-,-,-,2,2,-,NA
7/19/21 16:47,1.63E+12,1597204,7/19/21,16:47:04,FO,39,5,5,0,-,-,-,5,5,-,NA
7/19/21 16:48,1.63E+12,1670265,7/19/21,16:48:17,FO,40,136,268,0,-,0.493,0,136,268,0.493,20210719-IVEE-004
7/19/21 16:48,1.63E+12,1682700,7/19/21,16:48:30,FO,41,99,188,0,-,0.473,0,99,188,0.473,20210719-IVEE-004
7/19/21 16:48,1.63E+12,1693500,7/19/21,16:48:40,FO,42,116,213,0,-,0.455,0,116,213,0.455,20210719-IVEE-004
7/19/21 16:48,1.63E+12,1706792,7/19/21,16:48:54,FO,43,137,247,0,-,0.445,0,137,247,0.445,20210719-IVEE-004
7/19/21 16:49,1.63E+12,1720912,7/19/21,16:49:08,FO,44,53,100,0,-,0.47,0,53,100,0.47,20210719-IVEE-004
7/19/21 16:49,1.63E+12,1733788,7/19/21,16:49:21,FO,45,51,102,0,-,0.5,0,51,102,0.5,20210719-IVEE-004
7/19/21 16:49,1.63E+12,1747646,7/19/21,16:49:35,FO,46,176,419,0,-,0.58,0,176,419,0.58,20210719-IVEE-004
7/19/21 16:49,1.63E+12,1762345,7/19/21,16:49:49,FO,47,135,273,0,-,0.505,0,135,273,0.505,20210719-IVEE-004
7/19/21 16:50,1.63E+12,1777957,7/19/21,16:50:05,FO,48,169,309,0,-,0.453,0,169,309,0.453,20210719-IVEE-004
7/19/21 16:50,1.63E+12,1791386,7/19/21,16:50:18,FO,49,44,84,0,-,0.476,0,44,84,0.476,20210719-IVEE-004
7/19/21 16:50,1.63E+12,1799080,7/19/21,16:50:26,FO,50,0,3,0,-,-,-,0,3,-,NA
7/19/21 16:50,1.63E+12,1802827,7/19/21,16:50:30,FO,51,1,4,0,-,-,-,1,4,-,NA
7/19/21 16:52,1.63E+12,1904307,7/19/21,16:52:11,FO,52,104,204,0,-,0.49,0,104,204,0.49,20210719-IVEE-005
7/19/21 16:52,1.63E+12,1915444,7/19/21,16:52:22,FO,53,130,222,0,-,0.414,0,130,222,0.414,20210719-IVEE-005
7/19/21 16:52,1.63E+12,1925540,7/19/21,16:52:33,FO,54,91,159,0,-,0.428,0,91,159,0.428,20210719-IVEE-005
7/19/21 16:52,1.63E+12,1934630,7/19/21,16:52:42,FO,55,107,203,0,-,0.473,0,107,203,0.473,20210719-IVEE-005
7/19/21 16:52,1.63E+12,1945810,7/19/21,16:52:53,FO,56,91,173,0,-,0.474,0,91,173,0.474,20210719-IVEE-005
7/19/21 16:53,1.63E+12,1953689,7/19/21,16:53:01,FO,57,105,196,0,-,0.464,0,105,196,0.464,20210719-IVEE-005
7/19/21 16:53,1.63E+12,1963756,7/19/21,16:53:11,FO,58,125,242,0,-,0.483,0,125,242,0.483,20210719-IVEE-005
7/19/21 16:54,1.63E+12,2042400,7/19/21,16:54:29,FO,60,118,226,0,-,0.478,0,118,226,0.478,20210719-IVEE-005
7/19/21 16:54,1.63E+12,2052706,7/19/21,16:54:40,FO,61,58,107,0,-,0.458,0,58,107,0.458,20210719-IVEE-005
7/19/21 16:54,1.63E+12,2064794,7/19/21,16:54:52,FO,62,132,180,0,-,0.267,0,132,180,0.267,20210719-IVEE-005
7/19/21 16:55,1.63E+12,2089602,7/19/21,16:55:17,FO,63,1,4,0,-,-,-,1,4,-,NA
7/19/21 16:55,1.63E+12,2093172,7/19/21,16:55:20,FO,64,4,4,0,-,-,-,4,4,-,NA
7/19/21 16:55,1.63E+12,2110842,7/19/21,16:55:38,FO,65,90,166,0,-,0.458,0,90,166,0.458,20210719-IVEE-005
7/19/21 16:55,1.63E+12,2117211,7/19/21,16:55:44,FO,66,1,2,0,-,-,-,1,2,-,NA
7/19/21 16:55,1.63E+12,2121852,7/19/21,16:55:49,FO,67,0,2,0,-,-,-,0,2,-,NA
7/19/21 16:57,1.63E+12,2224848,7/19/21,16:57:32,FO,68,168,298,0,-,0.436,0,168,298,0.436,20210719-IVEE-006
7/19/21 16:57,1.63E+12,2234858,7/19/21,16:57:42,FO,69,88,167,0,-,0.473,0,88,167,0.473,20210719-IVEE-006
7/19/21 16:57,1.63E+12,2247332,7/19/21,16:57:54,FO,70,131,248,0,-,0.472,0,131,248,0.472,20210719-IVEE-006
7/19/21 16:58,1.63E+12,2258280,7/19/21,16:58:05,FO,71,131,230,0,-,0.43,0,131,230,0.43,20210719-IVEE-006
7/19/21 16:58,1.63E+12,2267731,7/19/21,16:58:15,FO,72,97,179,0,-,0.458,0,97,179,0.458,20210719-IVEE-006
7/19/21 16:58,1.63E+12,2279049,7/19/21,16:58:26,FO,73,113,205,0,-,0.449,0,113,205,0.449,20210719-IVEE-006
7/19/21 16:58,1.63E+12,2287676,7/19/21,16:58:35,FO,74,98,172,0,-,0.43,0,98,172,0.43,20210719-IVEE-006
7/19/21 16:58,1.63E+12,2297168,7/19/21,16:58:44,FO,75,123,226,0,-,0.456,0,123,226,0.456,20210719-IVEE-006
7/19/21 16:58,1.63E+12,2307962,7/19/21,16:58:55,FO,76,101,198,0,-,0.49,0,101,198,0.49,20210719-IVEE-006
7/19/21 16:59,1.63E+12,2319042,7/19/21,16:59:06,FO,77,93,176,0,-,0.472,0,93,176,0.472,20210719-IVEE-006
7/19/21 16:59,1.63E+12,2332495,7/19/21,16:59:19,FO,78,1,2,0,-,-,-,1,2,-,NA
7/19/21 16:59,1.63E+12,2336755,7/19/21,16:59:24,FO,79,0,1,0,-,-,-,0,1,-,NA
7/19/21 17:00,1.63E+12,2411528,7/19/21,17:00:38,FO,80,129,260,0,-,0.504,0,129,260,0.504,20210719-IVEE-007
7/19/21 17:00,1.63E+12,2421181,7/19/21,17:00:48,FO,81,187,341,0,-,0.452,0,187,341,0.452,20210719-IVEE-007
7/19/21 17:01,1.63E+12,2433777,7/19/21,17:01:01,FO,82,100,198,0,-,0.495,0,100,198,0.495,20210719-IVEE-007
7/19/21 17:01,1.63E+12,2445780,7/19/21,17:01:13,FO,83,122,218,0,-,0.44,0,122,218,0.44,20210719-IVEE-007
7/19/21 17:01,1.63E+12,2456494,7/19/21,17:01:23,FO,84,73,138,0,-,0.471,0,73,138,0.471,20210719-IVEE-007
7/19/21 17:01,1.63E+12,2470688,7/19/21,17:01:38,FO,85,92,145,0,-,0.366,0,92,145,0.366,20210719-IVEE-007
7/19/21 17:01,1.63E+12,2479212,7/19/21,17:01:46,FO,86,137,253,0,-,0.458,0,137,253,0.458,20210719-IVEE-007
7/19/21 17:01,1.63E+12,2490865,7/19/21,17:01:58,FO,87,96,181,0,-,0.47,0,96,181,0.47,20210719-IVEE-007
7/19/21 17:02,1.63E+12,2506106,7/19/21,17:02:13,FO,88,111,196,0,-,0.434,0,111,196,0.434,20210719-IVEE-007
7/19/21 17:02,1.63E+12,2518712,7/19/21,17:02:26,FO,89,146,251,0,-,0.418,0,146,251,0.418,20210719-IVEE-007
7/19/21 17:02,1.63E+12,2522874,7/19/21,17:02:30,FO,90,0,3,0,-,-,-,0,3,-,NA
7/19/21 17:02,1.63E+12,2526988,7/19/21,17:02:34,FO,91,2,3,0,-,-,-,2,3,-,NA
7/19/21 17:04,1.63E+12,2619186,7/19/21,17:04:06,FO,92,83,163,0,-,0.491,0,83,163,0.491,20210719-IVEE-008
7/19/21 17:04,1.63E+12,2629529,7/19/21,17:04:16,FO,93,89,174,0,-,0.489,0,89,174,0.489,20210719-IVEE-008
7/19/21 17:04,1.63E+12,2639503,7/19/21,17:04:26,FO,94,122,202,0,-,0.396,0,122,202,0.396,20210719-IVEE-008
7/19/21 17:04,1.63E+12,2651630,7/19/21,17:04:39,FO,95,140,266,0,-,0.474,0,140,266,0.474,20210719-IVEE-008
7/19/21 17:04,1.63E+12,2666756,7/19/21,17:04:54,FO,96,126,221,0,-,0.43,0,126,221,0.43,20210719-IVEE-008
7/19/21 17:05,1.63E+12,2677791,7/19/21,17:05:05,FO,97,142,276,0,-,0.486,0,142,276,0.486,20210719-IVEE-008
7/19/21 17:05,1.63E+12,2690541,7/19/21,17:05:18,FO,98,116,242,0,-,0.521,0,116,242,0.521,20210719-IVEE-008
7/19/21 17:05,1.63E+12,2700866,7/19/21,17:05:28,FO,99,101,179,0,-,0.436,0,101,179,0.436,20210719-IVEE-008
