specimen_ID,scientific_name,sp_code,date_collected,year,site,maximum_height,thickness_mm_mean,frond_area_scaled,height_ww,total_dmc,height_vol,sav_scaled,sta_scaled,sap_mean
20220815-MOHK-002,Chondracanthus corymbiferus; Chondracanthus exasperatus,CC,2022-08-15,2022,Mohawk,26.5,0.396,237701725.29999998,0.002474092054896835,0.1988609840351041,2.409090909090909,22192.3,22192.3,7.475678771137909
20220815-MOHK-003,Chondracanthus corymbiferus; Chondracanthus exasperatus,CC,2022-08-15,2022,Mohawk,25.3,0.389,25232033.9,0.00568156299124186,0.20233550415450258,4.865384615384615,17957.36799999999,12285.905177585573,11.309861260756938
20220815-MOHK-004,Rhodymenia californica,R,2022-08-15,2022,Mohawk,5.5,0.47725,4110358.1999999997,0.001705955334987593,0.2044044665012407,1.5714285714285714,7268.5374999999995,7153.605399190132,1.8103753307087822
20220815-MOHK-005,Bossiella orbigniana,BO,2022-08-15,2022,Mohawk,9.5,0.3903333333333333,20471615.633333333,8.931089592930338e-4,0.3879853342107737,0.8715596330275229,33977.11666666666,26063.027742994273,0.6348283572338272
20220815-MOHK-006,Chondracanthus corymbiferus; Chondracanthus exasperatus,CC,2022-08-15,2022,Mohawk,17,0.389,26150879.999999996,0.0027454780361757104,0.20897932816537468,2.5757575757575757,16129.795000000006,14944.495921218877,6.672531295219522
20220815-MOHK-007,Rhodymenia californica,R,2022-08-15,2022,Mohawk,8.5,0.20233333333333334,7893804.566666666,0.001990166237415125,0.2573167876375556,2.1250000000000004,11555.333333333341,19582.39935033746,2.0801080355319717
20220815-MOHK-008,Corallina officinalis,CO,2022-08-15,2022,Mohawk,9,0.477,3044544.8,0.0034078000757288905,0.5467625899280576,4.2857142857142865,7097.23,6721.60490774564,0.5920544434681274
20220815-MOHK-009,Stephanocystis osmundacea,CYOS,2022-08-15,2022,Mohawk,26,0.49933333333333335,139062592.1666667,0.0010352379056340832,0.1640453912004778,1,41744.083333333336,38708.53133130295,4.406624046795919
20220815-MOHK-010,Chondracanthus corymbiferus; Chondracanthus exasperatus,CC,2022-08-15,2022,Mohawk,23,0.694,400716307.2,8.293667964806e-4,0.2231717871051493,0.8214285714285714,30072.52406417112,29074.806502012554,9.765339940107154
20220815-MOHK-011,Corallina officinalis,CO,2022-08-15,2022,Mohawk,29.8,0.47933333333333333,9356012.6,0.0034323888504952777,0.5181985717576595,3.7721518987341773,29744.377777777772,20467.457911433172,0.7642986089048615
20220815-MOHK-012,Stephanocystis osmundacea,CYOS,2022-08-15,2022,Mohawk,44,0.6023333333333334,145633601.1,0.0022493737538980623,0.47978119728030266,0.8148148148148148,67005.9,69560.32848461081,4.628026055907732
20220815-MOHK-013,Pterygophora californica,PTCA,2022-08-15,2022,Mohawk,201,1.2368000000000001,46817827788.799995,4.533234699769053e-4,0.16625694644919167,0.45372460496614,922517.0806666667,902284.0035380849,31.26975898013875
20220815-MOHK-015,Stephanocystis osmundacea,CYOS,2022-08-15,2022,Mohawk,30,0.45666666666666667,514303301.20000005,5.15800694611602e-4,0.1409855231938379,0.4166666666666667,85532.64,91879.62034523807,5.499631864553889
20220815-MOHK-016,Pterygophora californica,PTCA,2022-08-15,2022,Mohawk,139,0.327,6155891281.8,8.448666751761152e-4,0.14145742540556638,0.7853107344632768,349348.7838474026,430305.185366524,22.722717874279695
20220815-MOHK-017,Pterygophora californica,PTCA,2022-08-15,2022,Mohawk,127,1.4746000000000001,39591129339.5,3.021528988834618e-4,0.15425262361503342,0.2778993435448578,836643.7757252748,1018612.9400746224,36.14102351699276
20220815-MOHK-018,Laminaria farlowii,LAFA,2022-08-15,2022,Mohawk,312,1.4615,309327243835.5,5.399409180033953e-4,0.1209000399763949,0.5483304042179262,543918.7848214286,549965.8256691176,30.510652486150057
20220815-MOHK-019,Rhodymenia californica,R,2022-08-15,2022,Mohawk,5,0.16964285714285715,613635,0.005050505050505051,0.22828282828282828,3.571428571428575,7157.266666666678,7486.880988917306,1.255186347654965
20220818-AQUE-001,Corallina officinalis,CO,2022-08-18,2022,Arroyo Quemado,7.8,0.34900000000000003,4652697.8,0.002235597592433362,0.5537403267411866,2.2285714285714278,9394.894444444444,8504.27966555505,0.5926570226621971
20220818-AQUE-002,Corallina officinalis,CO,2022-08-18,2022,Arroyo Quemado,6.1,0.396,2847234.1333333333,0.0024756493506493506,0.6168831168831169,2.6521739130434785,7700.570370370384,6177.392422766033,0.7008462632630417
20220824-CARP-001,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,2022-08-24,2022,Carpinteria,16,0.17400000000000002,55443580.5,0.0032193158953722333,0.15553319919517103,2.6666666666666665,22311.300000000003,22219.832851718762,1.982716022316866
20220824-CARP-002,Bossiella orbigniana,BO,2022-08-24,2022,Carpinteria,11,0.42233333333333334,21914016.866666663,8.565643980688367e-4,0.6843170845662669,1.1702127659574468,33060.19166666668,30029.82079968503,0.6727420839368045
20220824-CARP-004,Stephanocystis osmundacea,CYOS,2022-08-24,2022,Carpinteria,37,0.3626666666666667,802334048.5333333,4.66971249716031e-4,0.17914026806673902,0.3978494623655914,123706.27500000002,179220.82083524484,3.9092512787634366
20220824-CARP-005,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,2022-08-24,2022,Carpinteria,6.5,0.11074074074074074,1334223.3333333335,0.006161137440758294,0.15355450236966825,3.25,6804.333333333331,5989.456730769231,2.156060786811476
20220824-CARP-006,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,2022-08-24,2022,Carpinteria,23,0.12285714285714286,85407309.86666666,0.0021696066408829354,0.13310065088199227,2.110091743119266,51720.92388888889,82964.62394254668,3.502164246581121
20220824-CARP-007,Stephanocystis osmundacea,CYOS,2022-08-24,2022,Carpinteria,35,0.41933333333333334,730283563.3333334,4.470272686633885e-4,0.178759818634651,0.36082474226804123,124105.03333333334,158341.78906963134,5.873230962083581
20220824-CARP-008,Bossiella orbigniana,BO,2022-08-24,2022,Carpinteria,8,0.46066666666666667,57805321.93333333,5.286110744020088e-4,0.6996828333553587,0.7766990291262137,39430.8605555556,30673.54017898669,0.6816472350943177
20220824-CARP-009,Corallina officinalis,CO,2022-08-24,2022,Carpinteria,13.5,0.5726666666666667,34345040.4,6.127172877048064e-4,0.4806426723551037,0.6887755102040816,57895.35111111112,45669.619442826515,0.7493216526144986
20220824-CARP-010,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,2022-08-24,2022,Carpinteria,20,0.193,192859378.13333333,0.0015427337241592102,0.150416538105523,0.8333333333333334,62781.173333333325,46613.23209216745,2.4800917787659738
20220824-CARP-012,Stephanocystis osmundacea,CYOS,2022-08-24,2022,Carpinteria,34,0.387,986989963.8000001,3.53790763979938e-4,0.16398201910470125,0.3434343434343434,161279.95714285714,230285.013224305,4.082641427157563
20220824-CARP-013,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,2022-08-24,2022,Carpinteria,18,0.13633333333333333,200196608.10000002,0.0016113150120848625,0.1198639333989795,1.3846153846153846,80582.7388888889,78936.06451091071,3.619461080200725
20220824-CARP-014,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,2022-08-24,2022,Carpinteria,14,0.254,15902943.599999998,0.0072501294665976174,0.12118073537027448,7,8235.599999999999,8235.599999999999,2.7365343080245883
20220824-CARP-018,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,2022-08-24,2022,Carpinteria,15,0.13633333333333333,174480707.6,0.00122110061869098,0.12593617714099642,1.0714285714285714,77569.38,87799.47557123656,3.5999283921413934
20220824-CARP-020,Bossiella orbigniana,BO,2022-08-24,2022,Carpinteria,7.5,0.442,21212415.466666665,3.946745250749882e-4,0.4759248539704257,0.39473684210526316,68200.04761904782,31833.403655963655,0.7207949012228392
20220824-CARP-021,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,2022-08-24,2022,Carpinteria,13,0.15266666666666667,156251929.4,0.0010875020913501756,0.12723774468797056,1.0833333333333333,79999.06666666668,91729.39458204334,3.476595184743874
20220824-MOHK-001,Laminaria farlowii,LAFA,2022-08-24,2022,Mohawk,220,1.155,115772579961.69998,7.52860012524853e-4,0.14817996091972116,0.1256568425862463,398643.37496551714,418418.93595853646,34.57159885582845
20220824-MOHK-002,Laminaria farlowii,LAFA,2022-08-24,2022,Mohawk,136,0.693125,18271409761.5,0.0013039934800325999,0.12828035859820702,1.1295681063122922,175773.66566666667,176442.56220264983,28.948840821587325
20220824-MOHK-003,Laminaria farlowii,LAFA,2022-08-24,2022,Mohawk,106,1.1804999999999999,25626323923.2,7.88315088053308e-4,0.11542122798667301,0.643985419198056,196060.512375,211272.98400000003,27.6814577039275
20220824-MOHK-004,Laminaria farlowii,LAFA,2022-08-24,2022,Mohawk,120,1.1275,26624800032.6,8.9002944514081e-4,0.14229345754188702,0.7667731629392971,206030.998,222854.99135294117,40.21542033235582
20220824-MOHK-005,Laminaria farlowii,LAFA,2022-08-24,2022,Mohawk,56,0.9381,124630559919.00002,1.7207420085361096e-4,0.12333418346182565,0.14340588988476313,383449.9730769231,384280.20855000004,50.8064901294842
20220824-MOHK-006,Stephanocystis osmundacea,CYOS,2022-08-24,2022,Mohawk,74,0.43333333333333335,3091028840,3.180661577608143e-4,0.19175950759920227,0.30327868852459017,332805.0974603175,494449.4775045863,4.978686341670494
20220824-MOHK-008,Stephanocystis osmundacea,CYOS,2022-08-24,2022,Mohawk,46,0.45066666666666666,2689421989.666667,2.4604456615924433e-4,0.18452272702960024,0.2541436464088398,257266.46166666667,296548.2978990444,4.972955026777211
20220824-MOHK-010,Stephanocystis osmundacea,CYOS,2022-08-24,2022,Mohawk,42,0.424,1146181257.1333334,2.8806979519609323e-4,0.19379552531584796,0.29577464788732394,199850.66476190477,258641.3979611042,4.618459924363731
20230620-NAPL-001,Corallina officinalis,CO,2023-06-20,2023,Naples,8.3,0.4166666666666667,8297515.199999998,0.0010715207849212498,0.47250193648334626,1.1369863013698633,14313.840000000006,11706.024339070173,0.7122849756057298
20230620-NAPL-002,Corallina officinalis,CO,2023-06-20,2023,Naples,7.5,0.61,1337224.675,0.0023908192540643925,0.5473382212304749,2.499999999999999,5363.874999999997,4010.6113140057237,0.5780735373503348
20230620-NAPL-003,Rhodymenia californica,R,2023-06-20,2023,Naples,9,0.285,15938149.350000003,0.0023603461841070024,0.1067400996590611,2.25,11580.2,10819.006608606558,2.7075996712809807
20230620-NAPL-004,Bossiella orbigniana,BO,2023-06-20,2023,Naples,8,0.9075,6374271.2,0.0012285012285012285,0.7679668304668305,2.222222222222222,4762.44,5388.223710178527,0.7776781580845011
20230620-NAPL-005,Rhodymenia californica,R,2023-06-20,2023,Naples,14,0.26,123855320.925,0.001057321954535156,0.09447926893739143,1.1666666666666667,54182.825,41929.47426125831,2.689588763470493
20230620-NAPL-006,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,2023-06-20,2023,Naples,17,0.14,480711339.8,0.0018021838227499204,0.08332449909890809,1.5454545454545454,50960.600000000006,50960.6,3.414148181397935
20230620-NAPL-007,Bossiella orbigniana,BO,2023-06-20,2023,Naples,8,0.7225,2244487.6999999997,0.0018198362147406734,0.517515923566879,2.5,6106.6666666666715,5134.25160293388,1.2423711132813864
20230620-NAPL-008,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,2023-06-20,2023,Naples,26,0.195,994440256.25,0.0013147914032869785,0.09871049304677623,1.2380952380952381,101558.12916666668,101184.78020076019,3.6702210414108833
20230620-NAPL-009,Corallina officinalis,CO,2023-06-20,2023,Naples,8,0.46,20826423.799999997,5.849235943554873e-4,0.4154419828909849,0.6299212598425197,24721.29432234433,23437.24052300469,0.592140691052079
20230620-NAPL-010,Stephanocystis osmundacea,CYOS,2023-06-20,2023,Naples,36,0.57,979793861.925,3.2295395214898944e-4,0.12570982587399412,0.3076923076923077,150064.07,143409.50956157228,4.942195599936299
20230620-NAPL-012,Stephanocystis osmundacea,CYOS,2023-06-20,2023,Naples,22,0.435,19081855,0.002862719583604424,0.6761223162003903,0.5641025641025641,30509.375,34196.68075153522,5.209282902137232
20230620-NAPL-013,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,2023-06-20,2023,Naples,26,0.15,759711252.5,0.0016613418530351438,0.10440894568690096,1.4444444444444444,99580.30714285714,99592.07758733172,3.8354418743758805
20230620-NAPL-014,Bossiella orbigniana,BO,2023-06-20,2023,Naples,11,0.825,8910568.333333334,0.0011089827603589072,0.6704304869442484,1.5277777777777777,11855.599999999999,10844.001687141517,0.8904692438858288
20230620-NAPL-015,Chondracanthus corymbiferus; Chondracanthus exasperatus,CC,2023-06-20,2023,Naples,30,0.67,959379072.8000001,8.603877480784673e-4,0.20577606974876678,0.6,58542.787698412714,55181.72538351482,21.775437178170165
20230620-NAPL-016,Laminaria farlowii,LAFA,2023-06-20,2023,Naples,82,0.9142857142857144,18078881932,6.685145931844122e-4,0.08049078754280124,0.6165413533834586,156823.17280000003,168795.20294629395,44.094477352958776
20230620-NAPL-017,Stephanocystis osmundacea,CYOS,2023-06-20,2023,Naples,30,0.46,594086731.1,3.0071871773538757e-4,0.10730646244524414,0.2777777777777778,162609.12,140213.16576179463,5.016242687352994
20230620-NAPL-018,Laminaria farlowii,LAFA,2023-06-20,2023,Naples,94,0.8928571428571428,23982109665.6,6.735985209496306e-4,0.11095744147217107,0.39396479463537304,186383.90836363635,281318.6943228671,42.43004221909487
20230620-NAPL-019,Rhodymenia californica,R,2023-06-20,2023,Naples,14,0.2366666666666667,32843912.8,0.0023817625042531474,0.09969377339231031,1.971830985915493,19185.465090909092,18137.38391179077,2.8406365400696627
20230620-NAPL-020,Chondracanthus corymbiferus; Chondracanthus exasperatus,CC,2023-06-20,2023,Naples,34.1,0.6799999999999999,321409968,0.0025147492625368735,0.1960914454277286,2.13125,23702.8,23702.8,16.0262339418526
20230620-NAPL-021,Bossiella orbigniana,BO,2023-06-20,2023,Naples,8,0.4425,10722735.200000001,8.896797153024911e-4,0.6371218861209964,0.9302325581395351,25533.36416666672,19618.26195951859,0.7269037026828469
20230620-NAPL-023,Laminaria farlowii,LAFA,2023-06-20,2023,Naples,116,0.8214285714285715,72479814805.20001,4.761826570992266e-4,0.08058980969113808,0.3411764705882353,311263.5138461539,342809.70019367343,48.22459763035481
20230620-NAPL-024,Bossiella orbigniana,BO,2023-06-20,2023,Naples,10,1.05,5091578.5,8.450228156160216e-4,0.6224438059827615,0.99009900990099,20267.33333333336,10842.88156897919,0.9745485469467869
20230620-NAPL-025,Chondracanthus corymbiferus; Chondracanthus exasperatus,CC,2023-06-20,2023,Naples,29.3,0.52,611855700.3000001,0.0015898855065386076,0.1943675728471431,1.465,33200.700000000004,33200.700000000004,15.035867940763557
20230620-NAPL-026,Laminaria farlowii,LAFA,2023-06-20,2023,Naples,117,0.75,36915239606.00001,6.849515557767174e-4,0.5289992096712818,0.5571428571428572,232736.43076923082,221865.21593764913,42.294537839794906
20230620-NAPL-027,Chondracanthus corymbiferus; Chondracanthus exasperatus,CC,2023-06-20,2023,Naples,35,0.404,1594414884.6666665,6.752064202484759e-4,0.18238289991511691,0.5833333333333334,96697.26764705882,108630.67796739285,25.098176391835366
20230620-NAPL-028,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,2023-06-20,2023,Naples,18,0.16666666666666669,335827646,0.0013264554163596167,0.10567428150331613,1.0588235294117647,75284.89666666667,74674.12146574896,3.8799057463404023
20230620-NAPL-029,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,2023-06-20,2023,Naples,35,0.21000000000000002,347851773,0.00388457269700333,0.10344062153163153,3.888888888888889,38607.3,38607.3,4.374170084521085
20230620-NAPL-030,Laminaria farlowii,LAFA,2023-06-20,2023,Naples,124,0.8857142857142857,54811179584.999985,6.181609711109449e-4,0.09417981505022557,0.496,284628.12499999994,297424.9110394099,42.455407085146035
20230620-NAPL-031,Rhodymenia californica,R,2023-06-20,2023,Naples,13,0.26,45937682.699999996,0.0034129692832764505,0.09004988185875558,2.6,12060.3,12060.299999999997,3.931766316750341
20230627-MOHK-003,Bossiella orbigniana,BO,2023-06-27,2023,Mohawk,7,0.3333333333333333,3826596.6499999994,0.0015354244351831541,0.5016450976091248,1.5217391304347827,8751.730000000001,9893.490186549629,0.7178803534386172
20230627-MOHK-005,Corallina officinalis,CO,2023-06-27,2023,Mohawk,8,0.48484848484848486,12233089.5,9.067210699308625e-4,0.38705655672673694,0.8988764044943823,16477.46000000004,12255.315730098968,0.8775365782819842
20230627-MOHK-011,Corallina officinalis,CO,2023-06-27,2023,Mohawk,10,0.535,20194676.775,6.329514526235838e-4,0.47332109627191593,0.8333333333333334,45184.200000000084,26514.452952049716,0.5624801667995348
20230627-MOHK-013,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,2023-06-27,2023,Mohawk,17,0.19,180080103.14999998,0.0019022043191227482,0.10932080116370146,1.7,41700.54166666667,40303.730973120844,3.396785441478036
20230627-MOHK-014,Bossiella orbigniana,BO,2023-06-27,2023,Mohawk,8,0.3925,36610589.4,3.914277326548586e-4,0.46335257853018885,0.41884816753926696,44727.89113095236,42879.31012758832,0.5702887324743695
20230627-MOHK-017,Bossiella orbigniana,BO,2023-06-27,2023,Mohawk,7,0.42,6477236.925,0.002023706273489448,0.5368603642671292,1.9999999999999996,7950.8187499999985,7425.54271060393,0.6876313399279215
20230627-MOHK-022,Corallina officinalis,CO,2023-06-27,2023,Mohawk,11,0.5775,17732485.4,0.0013608808610664357,0.4211307682791043,1.6176470588235292,15599.936666666663,14192.876382385957,0.5621304741781654
20230627-MOHK-023,Bossiella orbigniana,BO,2023-06-27,2023,Mohawk,8,0.34,55355893.425000004,1.862240741171815e-4,0.46819060033985893,0.223463687150838,97958.19750000005,88883.40761916156,0.7131252868827154
20230711-NAPL-001,Bossiella orbigniana,BO,2023-07-11,2023,Naples,9,0.865,20638223.199999996,5.658953722334004e-4,0.6600226358148893,0.4245283018867924,34826.12333333325,12400.064878584311,0.7453229771154227
20230711-NAPL-002,Bossiella orbigniana,BO,2023-07-11,2023,Naples,8.3,0.85,5987687.75,0.0010919615840021052,0.7096434679647415,1.4310344827586208,12131.473333333335,9289.391322360656,0.8901573466974978
20230711-NAPL-003,Bossiella orbigniana,BO,2023-07-11,2023,Naples,10,0.9,33805023.575,6.462870807212563e-4,0.6742066826084147,0.9259259259259258,16500.105000000003,13584.654370521801,0.7795309196895435
20230711-NAPL-004,Bossiella orbigniana,BO,2023-07-11,2023,Naples,7.5,0.7925,3559650.7500000005,0.0018270401948842874,0.6835566382460414,2.272727272727273,5389.835,4511.870470300924,0.7682965541973045
20230711-NAPL-006,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,2023-07-11,2023,Naples,21,0.165,200475755.9,0.002074893785199091,0.2057108981325956,0.42857142857142855,200724.58000000002,75180.88587587675,3.529763494739578
20230711-NAPL-010,Pterygophora californica,PTCA,2023-07-11,2023,Naples,240,2.0260000000000002,60437136260.799995,4.857601437850026e-4,0.12566007719538286,0.4225352112676056,939610.7647458456,968668.7172076008,32.94806536956088
20230711-NAPL-011,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,2023-07-11,2023,Naples,19,0.14,200729447.60000002,0.0029659694036840464,0.1287855135810178,2.111111111111111,35251.425,34104.28100263853,3.1827932960893857
20230711-NAPL-013,Bossiella orbigniana,BO,2023-07-11,2023,Naples,11,0.7025,135009201.75,2.34426613814121e-4,0.43790891460477804,0.29569892473118276,59892.85250000004,37581.96791855605,1.0395706973261807
20230711-NAPL-014,Rhodymenia californica,R,2023-07-11,2023,Naples,10.5,0.36,40178485.199999996,0.0028618152085036794,0.10166257835922594,2.625,10950.8,10950.8,2.5141309089239385
20230711-NAPL-015,Pterygophora californica,PTCA,2023-07-11,2023,Naples,150,2.088,37758963331.65,3.1596375263829733e-4,0.1305667547152324,0.3480278422273782,895933.588106685,1445812.9777306744,33.38366396588435
20230711-NAPL-017,Rhodymenia californica,R,2023-07-11,2023,Naples,17,0.3025,82766127.5,0.0013285401688027509,0.1373866833385433,1,37736.493749999994,35858.18118965854,3.805094094675823
20230711-NAPL-018,Rhodymenia californica,R,2023-07-11,2023,Naples,17,0.33,131608925.2,0.0016141283706798328,0.11517280668439044,1.4166666666666667,23475.466666666667,24325.420625641636,4.23273876774949
20230711-NAPL-019,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,2023-07-11,2023,Naples,29,0.16333333333333333,1955738812.5,8.053542170013053e-4,0.10977811102779861,0.725,144967.2803030303,139553.90946485844,3.4370086541477685
20230711-NAPL-020,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,2023-07-11,2023,Naples,7,0.1,2721331.1999999997,0.010416666666666666,0.13690476190476192,7,4049.6,4049.6,2.5076475323549445
20230711-NAPL-021,Pterygophora californica,PTCA,2023-07-11,2023,Naples,180,2.1479999999999997,66242363102.5,2.7604144302197906e-4,0.12062550990988781,0.22813688212927757,1510132.989623552,1675718.0843284435,32.28415964923956
20230731-CARP-001,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,2023-07-31,2023,Carpinteria,27,0.14333333333333334,110039238.86666667,0.00195002166690741,0.13700707785642063,1.6875,43118.328888888886,61005.27987860872,2.9458317118825974
20230731-CARP-005,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,2023-07-31,2023,Carpinteria,22,0.2,156442301.9,0.001736522219591128,0.14389454574157393,1.5714285714285714,43151.418333333335,38347.851323070936,2.9672746166551036
20230731-CARP-006,Bossiella orbigniana,BO,2023-07-31,2023,Carpinteria,4,0.4346153846153846,579361.9500000001,0.0015760441292356187,0.39992119779353824,1.6,3570.312500000005,4837.547290209791,0.4323383737321109
20230731-CARP-007,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,2023-07-31,2023,Carpinteria,20,0.18,286509695.40000004,0.0011822427144292723,0.15038127327540343,1.25,45163.200000000004,41508.37456647399,2.7484461466058647
20230731-CARP-008,Bossiella orbigniana,BO,2023-07-31,2023,Carpinteria,4,0.44,750847.35,0.0013214403700033035,0.3392798149983482,1.6,5455.000000000013,4193.721807036973,0.8920901853456968
20230731-CARP-009,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,2023-07-31,2023,Carpinteria,18,0.16,244841578.99999997,0.0012149848126898413,0.1202834964562943,1.3846153846153846,48437.60380952381,48789.263493859085,2.4426281433837853
20230731-CARP-010,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,2023-07-31,2023,Carpinteria,20,0.21000000000000002,335699425.59999996,0.001411631846414455,0.12549407114624506,1.8181818181818181,56862.024999999994,45516.013374643,3.1282561409764864
20230731-CARP-013,Corallina officinalis,CO,2023-07-31,2023,Carpinteria,8,0.5075,129907974.75,2.467993213018664e-4,0.40197439457041495,0.27586206896551724,50564.943750000006,55391.86355197371,0.8844039041012395
20230731-CARP-014,Bossiella orbigniana,BO,2023-07-31,2023,Carpinteria,8,0.4825,45089021.25000001,3.256003256003256e-4,0.38506308506308506,0.4444444444444444,38264.70000000006,41634.42023227612,0.99015012964663085
20230731-CARP-017,Bossiella orbigniana,BO,2023-07-31,2023,Carpinteria,7,0.475,28354582.7,3.8035209737013694e-4,0.32574440339056726,0.46052631578947373,28244.260000000024,25884.621926530155,0.966135908004691
20230731-CARP-021,Corallina officinalis,CO,2023-07-31,2023,Carpinteria,10,0.545,51761066.2,1.6768394929237373e-4,0.3846166744919176,0.3787878787878788,99240.24000000031,92586.54253801958,0.7336746161771469
20230807-MOHK-001,Rhodymenia californica,R,2023-08-07,2023,Mohawk,13,0.13,17501938.666666668,0.001906158357771261,0.19457478005865103,1.5116279069767442,37599.056666666715,41416.64901493382,2.495865966073795
20230807-MOHK-003,Corallina officinalis,CO,2023-08-07,2023,Mohawk,12,0.4675,6212059.3,0.0028721876495931067,0.45835327908089996,2.790697674418605,11069.705000000009,10023.204616845778,0.5092156992299268
20230807-MOHK-005,Bossiella orbigniana,BO,2023-08-07,2023,Mohawk,5,0.41250000000000003,518946.30000000005,0.0029222676797194622,0.54354178842782,3.571428571428575,4246.200000000011,4470.986816686981,0.7006862612082654
20230807-MOHK-006,Rhodymenia californica,R,2023-08-07,2023,Mohawk,8,0.26666666666666666,39097170,8.200082000820008e-4,0.25092250922509224,0.8888888888888888,36067.5,29789.157328233727,2.805332418420951
20230807-MOHK-007,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,2023-08-07,2023,Mohawk,21,0.25333333333333335,163163608,0.0012277829747427502,0.13809635173058935,1.1666666666666667,57032.79,61904.12047830989,3.0924564078365675
20230807-MOHK-012,Stephanocystis osmundacea,CYOS,2023-08-07,2023,Mohawk,39,0.35,334171398.43333334,7.383986216559063e-4,0.13586534638468675,0.75,89638.46666666667,85083.79476459538,4.668309373304045
20230807-MOHK-013,Chondracanthus corymbiferus; Chondracanthus exasperatus,CC,2023-08-07,2023,Mohawk,22,0.2015,49631552.5,0.0035250761095978207,0.20237141483736582,3.5483870967741935,17707.561666666665,16663.807201896525,14.260051813739341
20230807-MOHK-015,Rhodymenia californica,R,2023-08-07,2023,Mohawk,6.5,0.19666666666666666,3623634.8666666676,0.002131846507051492,0.1905542800918334,1.6249999999999996,14491.222222222214,15986.92498871434,1.3371412250182626
20230807-MOHK-016,Stephanocystis osmundacea,CYOS,2023-08-07,2023,Mohawk,43.5,0.35,675149479.3333334,3.316307082412137e-4,0.1621254860105207,0.348,210059.72222222225,299306.6920175658,4.691846141556112
20230807-MOHK-017,Chondracanthus corymbiferus; Chondracanthus exasperatus,CC,2023-08-07,2023,Mohawk,14,0.3433333333333334,22290847.666666664,0.0025261638397690365,0.1934319740166005,2.456140350877193,14053.105192307688,13891.793967410043,7.490001110197352
20230807-MOHK-018,Rhodymenia californica,R,2023-08-07,2023,Mohawk,6,0.2,445098.6,0.006230529595015576,0.18587746625129803,4.28571428571429,4432.866666666678,5946.323174603174,1.2499687272011917
20230807-MOHK-019,Bossiella orbigniana,BO,2023-08-07,2023,Mohawk,5.5,0.43,3255692.9999999995,9.026752010503857e-4,0.39126866896438534,0.873015873015873,13648.740000000016,11804.055720202963,0.8919568943289309
20230807-MOHK-020,Chondracanthus corymbiferus; Chondracanthus exasperatus,CC,2023-08-07,2023,Mohawk,23,0.5466666666666666,109841905.63333334,0.0013539765703184789,0.20933655148054395,1,26235.895555555555,30053.56872403672,10.155860588913955
20230807-MOHK-023,Chondracanthus corymbiferus; Chondracanthus exasperatus,CC,2023-08-07,2023,Mohawk,55,0.39,782117760.6666666,6.409957577735303e-4,0.1424409118456016,0.5978260869565217,176975.87666666668,171595.56315000172,10.417926199956705
