specimen_ID,scientific_name,sp_code,maximum_height,thickness_mm_mean,height_ww,total_dmc,height_vol
20230711-NAPL-013,Bossiella orbigniana,BO,11,0.7025,2.34426613814121e-4,0.43790891460477804,0.29569892473118276
20230711-NAPL-014,Rhodymenia californica,R,10.5,0.36,0.0028618152085036794,0.10166257835922594,2.625
20230711-NAPL-015,Pterygophora californica,PTCA,150,2.088,3.1596375263829733e-4,0.1305667547152324,0.3480278422273782
20230711-NAPL-017,Rhodymenia californica,R,17,0.3025,0.0013285401688027509,0.1373866833385433,1
20230711-NAPL-018,Rhodymenia californica,R,17,0.33,0.0016141283706798328,0.11517280668439044,1.4166666666666667
20230711-NAPL-019,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,29,0.16333333333333333,8.053542170013053e-4,0.10977811102779861,0.725
20230711-NAPL-020,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,7,0.1,0.010416666666666666,0.13690476190476192,7
20230711-NAPL-021,Pterygophora californica,PTCA,180,2.1479999999999997,2.7604144302197906e-4,0.12062550990988781,0.22813688212927757
20230731-CARP-001,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,27,0.14333333333333334,0.00195002166690741,0.13700707785642063,1.6875
20230731-CARP-005,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,22,0.2,0.001736522219591128,0.14389454574157393,1.5714285714285714
20230731-CARP-006,Bossiella orbigniana,BO,4,0.4346153846153846,0.0015760441292356187,0.39992119779353824,1.6
20230731-CARP-007,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,20,0.18,0.0011822427144292723,0.15038127327540343,1.25
20230731-CARP-008,Bossiella orbigniana,BO,4,0.44,0.0013214403700033035,0.3392798149983482,1.6
20230731-CARP-009,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,18,0.16,0.0012149848126898413,0.1202834964562943,1.3846153846153846
20230731-CARP-010,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,20,0.21000000000000002,0.001411631846414455,0.12549407114624506,1.8181818181818181
20230731-CARP-013,Corallina officinalis,CO,8,0.5075,2.467993213018664e-4,0.40197439457041495,0.27586206896551724
20230731-CARP-014,Bossiella orbigniana,BO,8,0.4825,3.256003256003256e-4,0.38506308506308506,0.4444444444444444
20230731-CARP-017,Bossiella orbigniana,BO,7,0.475,3.8035209737013694e-4,0.32574440339056726,0.46052631578947373
20230731-CARP-021,Corallina officinalis,CO,10,0.545,1.6768394929237373e-4,0.3846166744919176,0.3787878787878788
20230807-MOHK-001,Rhodymenia californica,R,13,0.13,0.001906158357771261,0.19457478005865103,1.5116279069767442
20230807-MOHK-003,Corallina officinalis,CO,12,0.4675,0.0028721876495931067,0.45835327908089996,2.790697674418605
20230807-MOHK-005,Bossiella orbigniana,BO,5,0.41250000000000003,0.0029222676797194622,0.54354178842782,3.571428571428575
20230807-MOHK-006,Rhodymenia californica,R,8,0.26666666666666666,8.200082000820008e-4,0.25092250922509224,0.8888888888888888
20230807-MOHK-007,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,21,0.25333333333333335,0.0012277829747427502,0.13809635173058935,1.1666666666666667
20230807-MOHK-012,Stephanocystis osmundacea,CYOS,39,0.35,7.383986216559063e-4,0.13586534638468675,0.75
20230807-MOHK-013,Chondracanthus corymbiferus; Chondracanthus exasperatus,CC,22,0.2015,0.0035250761095978207,0.20237141483736582,3.5483870967741935
20230807-MOHK-015,Rhodymenia californica,R,6.5,0.19666666666666666,0.002131846507051492,0.1905542800918334,1.6249999999999996
20230807-MOHK-016,Stephanocystis osmundacea,CYOS,43.5,0.35,3.316307082412137e-4,0.1621254860105207,0.348
20230807-MOHK-017,Chondracanthus corymbiferus; Chondracanthus exasperatus,CC,14,0.3433333333333334,0.0025261638397690365,0.1934319740166005,2.456140350877193
20230807-MOHK-018,Rhodymenia californica,R,6,0.2,0.006230529595015576,0.18587746625129803,4.28571428571429
20230807-MOHK-019,Bossiella orbigniana,BO,5.5,0.43,9.026752010503857e-4,0.39126866896438534,0.873015873015873
20230807-MOHK-020,Chondracanthus corymbiferus; Chondracanthus exasperatus,CC,23,0.5466666666666666,0.0013539765703184789,0.20933655148054395,1
20230807-MOHK-023,Chondracanthus corymbiferus; Chondracanthus exasperatus,CC,55,0.39,6.409957577735303e-4,0.1424409118456016,0.5978260869565217
