specimen_ID,subsample_ID,date_collected,site,sp_code,needs_check,number_subsamples,notes,type,lifestage,reorg_notes,year
20220407-AQUE-001,20220407-AQUE-001-C,2022-04-07,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220407-AQUE-001,20220407-AQUE-001-D,2022-04-07,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220407-AQUE-001,20220407-AQUE-001-E,2022-04-07,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220407-AQUE-001,20220407-AQUE-001-F,2022-04-07,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220407-AQUE-001,20220407-AQUE-001-G,2022-04-07,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220407-AQUE-001,20220407-AQUE-001-H,2022-04-07,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220407-AQUE-001,20220407-AQUE-001-I,2022-04-07,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220407-AQUE-001,20220407-AQUE-001-J,2022-04-07,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220407-AQUE-001,20220407-AQUE-001-K,2022-04-07,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220407-AQUE-001,20220407-AQUE-001-L,2022-04-07,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220407-AQUE-001,20220407-AQUE-001-M,2022-04-07,Arroyo Quemado,PTCA,NA,13,NA,stipe,adult,NA,2022
20220407-AQUE-002,20220407-AQUE-002-A,2022-04-07,Arroyo Quemado,PTCA,NA,12,NA,thallus,adult,NA,2022
20220407-AQUE-002,20220407-AQUE-002-B,2022-04-07,Arroyo Quemado,PTCA,NA,12,NA,thallus,adult,NA,2022
20220407-AQUE-002,20220407-AQUE-002-C,2022-04-07,Arroyo Quemado,PTCA,NA,12,NA,thallus,adult,NA,2022
20220407-AQUE-002,20220407-AQUE-002-D,2022-04-07,Arroyo Quemado,PTCA,NA,12,NA,thallus,adult,NA,2022
20220407-AQUE-002,20220407-AQUE-002-E,2022-04-07,Arroyo Quemado,PTCA,NA,12,NA,thallus,adult,NA,2022
20220407-AQUE-002,20220407-AQUE-002-F,2022-04-07,Arroyo Quemado,PTCA,NA,12,NA,thallus,adult,NA,2022
20220407-AQUE-002,20220407-AQUE-002-G,2022-04-07,Arroyo Quemado,PTCA,NA,12,NA,thallus,adult,NA,2022
20220407-AQUE-002,20220407-AQUE-002-H,2022-04-07,Arroyo Quemado,PTCA,NA,12,NA,thallus,adult,NA,2022
20220407-AQUE-002,20220407-AQUE-002-I,2022-04-07,Arroyo Quemado,PTCA,NA,12,NA,thallus,adult,NA,2022
20220407-AQUE-002,20220407-AQUE-002-J,2022-04-07,Arroyo Quemado,PTCA,NA,12,NA,thallus,adult,NA,2022
20220407-AQUE-002,20220407-AQUE-002-K,2022-04-07,Arroyo Quemado,PTCA,NA,12,NA,small thalli,adult,NA,2022
20220407-AQUE-002,20220407-AQUE-002-L,2022-04-07,Arroyo Quemado,PTCA,NA,12,NA,stipe,adult,NA,2022
20220407-AQUE-003,20220407-AQUE-003-A,2022-04-07,Arroyo Quemado,PTCA,NA,15,NA,thallus,adult,NA,2022
20220407-AQUE-003,20220407-AQUE-003-B,2022-04-07,Arroyo Quemado,PTCA,NA,15,NA,thallus,adult,NA,2022
20220407-AQUE-003,20220407-AQUE-003-C,2022-04-07,Arroyo Quemado,PTCA,NA,15,NA,thallus,adult,NA,2022
20220407-AQUE-003,20220407-AQUE-003-D,2022-04-07,Arroyo Quemado,PTCA,NA,15,NA,thallus,adult,NA,2022
20220407-AQUE-003,20220407-AQUE-003-E,2022-04-07,Arroyo Quemado,PTCA,NA,15,NA,thallus,adult,NA,2022
20220407-AQUE-003,20220407-AQUE-003-F,2022-04-07,Arroyo Quemado,PTCA,NA,15,NA,thallus,adult,NA,2022
20220407-AQUE-003,20220407-AQUE-003-G,2022-04-07,Arroyo Quemado,PTCA,NA,15,NA,thallus,adult,NA,2022
20220407-AQUE-003,20220407-AQUE-003-H,2022-04-07,Arroyo Quemado,PTCA,NA,15,NA,thallus,adult,NA,2022
20220407-AQUE-003,20220407-AQUE-003-I,2022-04-07,Arroyo Quemado,PTCA,NA,15,NA,thallus,adult,NA,2022
20220407-AQUE-003,20220407-AQUE-003-J,2022-04-07,Arroyo Quemado,PTCA,NA,15,NA,thallus,adult,NA,2022
20220407-AQUE-003,20220407-AQUE-003-K,2022-04-07,Arroyo Quemado,PTCA,NA,15,NA,thallus,adult,NA,2022
20220407-AQUE-003,20220407-AQUE-003-L,2022-04-07,Arroyo Quemado,PTCA,NA,15,NA,thallus,adult,NA,2022
20220407-AQUE-003,20220407-AQUE-003-M,2022-04-07,Arroyo Quemado,PTCA,NA,15,NA,thallus,adult,NA,2022
20220407-AQUE-003,20220407-AQUE-003-N,2022-04-07,Arroyo Quemado,PTCA,NA,15,NA,small thalli,adult,NA,2022
20220407-AQUE-003,20220407-AQUE-003-O,2022-04-07,Arroyo Quemado,PTCA,NA,15,NA,stipe,adult,NA,2022
20220407-AQUE-004,20220407-AQUE-004-A,2022-04-07,Arroyo Quemado,PTCA,NA,10,NA,thallus,adult,NA,2022
20220407-AQUE-004,20220407-AQUE-004-B,2022-04-07,Arroyo Quemado,PTCA,NA,10,NA,thallus,adult,NA,2022
20220407-AQUE-004,20220407-AQUE-004-C,2022-04-07,Arroyo Quemado,PTCA,NA,10,NA,thallus,adult,NA,2022
20220407-AQUE-004,20220407-AQUE-004-D,2022-04-07,Arroyo Quemado,PTCA,NA,10,NA,thallus,adult,NA,2022
20220407-AQUE-004,20220407-AQUE-004-E,2022-04-07,Arroyo Quemado,PTCA,NA,10,NA,thallus,adult,NA,2022
20220407-AQUE-004,20220407-AQUE-004-F,2022-04-07,Arroyo Quemado,PTCA,NA,10,NA,thallus,adult,NA,2022
20220407-AQUE-004,20220407-AQUE-004-G,2022-04-07,Arroyo Quemado,PTCA,NA,10,NA,thallus,adult,NA,2022
20220407-AQUE-004,20220407-AQUE-004-H,2022-04-07,Arroyo Quemado,PTCA,NA,10,NA,thallus,adult,NA,2022
20220407-AQUE-004,20220407-AQUE-004-I,2022-04-07,Arroyo Quemado,PTCA,NA,10,NA,stipe,adult,NA,2022
20220407-AQUE-004,20220407-AQUE-004-J,2022-04-07,Arroyo Quemado,PTCA,NA,10,previously in I,holdfast,adult,NA,2022
20220407-AQUE-005,20220407-AQUE-005-A,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-005,20220407-AQUE-005-B,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-005,20220407-AQUE-005-C,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-005,20220407-AQUE-005-D,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-005,20220407-AQUE-005-E,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-005,20220407-AQUE-005-F,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-005,20220407-AQUE-005-G,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-005,20220407-AQUE-005-H,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-005,20220407-AQUE-005-I,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-005,20220407-AQUE-005-J,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-005,20220407-AQUE-005-K,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-005,20220407-AQUE-005-L,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-005,20220407-AQUE-005-M,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-005,20220407-AQUE-005-N,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,small thalli,adult,NA,2022
20220407-AQUE-005,20220407-AQUE-005-O,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,stipe,adult,NA,2022
20220407-AQUE-005,20220407-AQUE-005-P,2022-04-07,Arroyo Quemado,PTCA,NA,16,previously in O,holdfast,adult,NA,2022
20220407-AQUE-006,20220407-AQUE-006-A,2022-04-07,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220407-AQUE-006,20220407-AQUE-006-B,2022-04-07,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220407-AQUE-006,20220407-AQUE-006-C,2022-04-07,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220407-AQUE-006,20220407-AQUE-006-D,2022-04-07,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220407-AQUE-006,20220407-AQUE-006-E,2022-04-07,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220407-AQUE-006,20220407-AQUE-006-F,2022-04-07,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220407-AQUE-006,20220407-AQUE-006-G,2022-04-07,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220407-AQUE-006,20220407-AQUE-006-H,2022-04-07,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220407-AQUE-006,20220407-AQUE-006-I,2022-04-07,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220407-AQUE-006,20220407-AQUE-006-J,2022-04-07,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220407-AQUE-006,20220407-AQUE-006-K,2022-04-07,Arroyo Quemado,PTCA,NA,13,NA,small thalli,adult,NA,2022
20220407-AQUE-006,20220407-AQUE-006-L,2022-04-07,Arroyo Quemado,PTCA,NA,13,NA,stipe,adult,NA,2022
20220407-AQUE-006,20220407-AQUE-006-M,2022-04-07,Arroyo Quemado,PTCA,NA,13,previously in L,holdfast,adult,NA,2022
20220407-AQUE-007,20220407-AQUE-007-A,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-007,20220407-AQUE-007-B,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-007,20220407-AQUE-007-C,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-007,20220407-AQUE-007-D,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-007,20220407-AQUE-007-E,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-007,20220407-AQUE-007-F,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-007,20220407-AQUE-007-G,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-007,20220407-AQUE-007-H,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-007,20220407-AQUE-007-I,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-007,20220407-AQUE-007-J,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-007,20220407-AQUE-007-K,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-007,20220407-AQUE-007-L,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-007,20220407-AQUE-007-M,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,thallus,adult,NA,2022
20220407-AQUE-007,20220407-AQUE-007-N,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,small thalli,adult,NA,2022
20220407-AQUE-007,20220407-AQUE-007-O,2022-04-07,Arroyo Quemado,PTCA,NA,16,NA,stipe,adult,NA,2022
20220407-AQUE-007,20220407-AQUE-007-P,2022-04-07,Arroyo Quemado,PTCA,NA,16,previously in O,holdfast,adult,NA,2022
20220407-AQUE-008,20220407-AQUE-008-A,2022-04-07,Arroyo Quemado,PTCA,NA,17,NA,thallus,adult,NA,2022
20220407-AQUE-008,20220407-AQUE-008-B,2022-04-07,Arroyo Quemado,PTCA,NA,17,NA,thallus,adult,NA,2022
20220407-AQUE-008,20220407-AQUE-008-C,2022-04-07,Arroyo Quemado,PTCA,NA,17,NA,thallus,adult,NA,2022
20220407-AQUE-008,20220407-AQUE-008-D,2022-04-07,Arroyo Quemado,PTCA,NA,17,NA,thallus,adult,NA,2022
20220407-AQUE-008,20220407-AQUE-008-E,2022-04-07,Arroyo Quemado,PTCA,NA,17,NA,thallus,adult,NA,2022
20220407-AQUE-008,20220407-AQUE-008-F,2022-04-07,Arroyo Quemado,PTCA,NA,17,NA,thallus,adult,NA,2022
20220407-AQUE-008,20220407-AQUE-008-G,2022-04-07,Arroyo Quemado,PTCA,NA,17,NA,thallus,adult,NA,2022
20220407-AQUE-008,20220407-AQUE-008-H,2022-04-07,Arroyo Quemado,PTCA,NA,17,NA,thallus,adult,NA,2022
20220407-AQUE-008,20220407-AQUE-008-I,2022-04-07,Arroyo Quemado,PTCA,NA,17,NA,thallus,adult,NA,2022
20220407-AQUE-008,20220407-AQUE-008-J,2022-04-07,Arroyo Quemado,PTCA,NA,17,NA,thallus,adult,NA,2022
20220407-AQUE-008,20220407-AQUE-008-K,2022-04-07,Arroyo Quemado,PTCA,NA,17,NA,thallus,adult,NA,2022
20220407-AQUE-008,20220407-AQUE-008-L,2022-04-07,Arroyo Quemado,PTCA,NA,17,NA,thallus,adult,NA,2022
20220407-AQUE-008,20220407-AQUE-008-M,2022-04-07,Arroyo Quemado,PTCA,NA,17,NA,thallus,adult,NA,2022
20220407-AQUE-008,20220407-AQUE-008-N,2022-04-07,Arroyo Quemado,PTCA,NA,17,NA,thallus,adult,NA,2022
20220407-AQUE-008,20220407-AQUE-008-O,2022-04-07,Arroyo Quemado,PTCA,NA,17,NA,small thalli,adult,NA,2022
20220407-AQUE-008,20220407-AQUE-008-P,2022-04-07,Arroyo Quemado,PTCA,NA,17,NA,stipe,adult,NA,2022
20220407-AQUE-008,20220407-AQUE-008-Q,2022-04-07,Arroyo Quemado,PTCA,NA,17,previously in P,holdfast,adult,NA,2022
20220407-AQUE-009,20220407-AQUE-009-A,2022-04-07,Arroyo Quemado,PTCA,NA,8,NA,thallus,adult,NA,2022
20220407-AQUE-009,20220407-AQUE-009-B,2022-04-07,Arroyo Quemado,PTCA,NA,8,NA,thallus,adult,NA,2022
20220407-AQUE-009,20220407-AQUE-009-C,2022-04-07,Arroyo Quemado,PTCA,NA,8,NA,thallus,adult,NA,2022
20220407-AQUE-009,20220407-AQUE-009-D,2022-04-07,Arroyo Quemado,PTCA,NA,8,NA,thallus,adult,NA,2022
20220407-AQUE-009,20220407-AQUE-009-E,2022-04-07,Arroyo Quemado,PTCA,NA,8,NA,thallus,adult,NA,2022
20220407-AQUE-009,20220407-AQUE-009-F,2022-04-07,Arroyo Quemado,PTCA,NA,8,NA,thallus,adult,NA,2022
20220407-AQUE-009,20220407-AQUE-009-G,2022-04-07,Arroyo Quemado,PTCA,NA,8,NA,small thalli,adult,NA,2022
20220407-AQUE-009,20220407-AQUE-009-H,2022-04-07,Arroyo Quemado,PTCA,NA,8,NA,stipe,adult,NA,2022
20220407-AQUE-010,20220407-AQUE-010-A,2022-04-07,Arroyo Quemado,PTCA,NA,8,NA,thallus,adult,NA,2022
20220407-AQUE-010,20220407-AQUE-010-B,2022-04-07,Arroyo Quemado,PTCA,NA,8,NA,thallus,adult,NA,2022
20220407-AQUE-010,20220407-AQUE-010-C,2022-04-07,Arroyo Quemado,PTCA,NA,8,NA,thallus,adult,NA,2022
20220407-AQUE-010,20220407-AQUE-010-D,2022-04-07,Arroyo Quemado,PTCA,NA,8,NA,thallus,adult,NA,2022
20220407-AQUE-010,20220407-AQUE-010-E,2022-04-07,Arroyo Quemado,PTCA,NA,8,NA,thallus,adult,NA,2022
20220407-AQUE-010,20220407-AQUE-010-F,2022-04-07,Arroyo Quemado,PTCA,NA,8,NA,small thalli,adult,NA,2022
20220407-AQUE-010,20220407-AQUE-010-G,2022-04-07,Arroyo Quemado,PTCA,NA,8,NA,stipe,adult,NA,2022
20220407-AQUE-010,20220407-AQUE-010-H,2022-04-07,Arroyo Quemado,PTCA,NA,8,previously in H,holdfast,adult,NA,2022
20220407-AQUE-011,20220407-AQUE-011-A,2022-04-07,Arroyo Quemado,PTCA,NA,8,NA,thallus,adult,NA,2022
20220407-AQUE-011,20220407-AQUE-011-B,2022-04-07,Arroyo Quemado,PTCA,NA,8,NA,thallus,adult,NA,2022
20220407-AQUE-011,20220407-AQUE-011-C,2022-04-07,Arroyo Quemado,PTCA,NA,8,NA,thallus,adult,NA,2022
20220407-AQUE-011,20220407-AQUE-011-D,2022-04-07,Arroyo Quemado,PTCA,NA,8,NA,thallus,adult,NA,2022
20220407-AQUE-011,20220407-AQUE-011-E,2022-04-07,Arroyo Quemado,PTCA,NA,8,NA,thallus,adult,NA,2022
20220407-AQUE-011,20220407-AQUE-011-F,2022-04-07,Arroyo Quemado,PTCA,NA,8,NA,small thalli,adult,NA,2022
20220407-AQUE-011,20220407-AQUE-011-G,2022-04-07,Arroyo Quemado,PTCA,NA,8,NA,stipe,adult,NA,2022
20220407-AQUE-011,20220407-AQUE-011-H,2022-04-07,Arroyo Quemado,PTCA,NA,8,NA,holdfast,adult,NA,2022
20220407-AQUE-012,20220407-AQUE-012-A,2022-04-07,Arroyo Quemado,PTCA,NA,10,NA,thallus,adult,NA,2022
20220407-AQUE-012,20220407-AQUE-012-B,2022-04-07,Arroyo Quemado,PTCA,NA,10,NA,thallus,adult,NA,2022
20220407-AQUE-012,20220407-AQUE-012-C,2022-04-07,Arroyo Quemado,PTCA,NA,10,NA,thallus,adult,NA,2022
20220407-AQUE-012,20220407-AQUE-012-D,2022-04-07,Arroyo Quemado,PTCA,NA,10,NA,thallus,adult,NA,2022
20220407-AQUE-012,20220407-AQUE-012-E,2022-04-07,Arroyo Quemado,PTCA,NA,10,NA,thallus,adult,NA,2022
20220407-AQUE-012,20220407-AQUE-012-F,2022-04-07,Arroyo Quemado,PTCA,NA,10,NA,thallus,adult,NA,2022
20220407-AQUE-012,20220407-AQUE-012-G,2022-04-07,Arroyo Quemado,PTCA,NA,10,NA,thallus,adult,NA,2022
20220407-AQUE-012,20220407-AQUE-012-H,2022-04-07,Arroyo Quemado,PTCA,NA,10,NA,small thalli,adult,NA,2022
20220407-AQUE-012,20220407-AQUE-012-I,2022-04-07,Arroyo Quemado,PTCA,NA,10,NA,stipe,adult,NA,2022
20220407-AQUE-012,20220407-AQUE-012-J,2022-04-07,Arroyo Quemado,PTCA,NA,10,NA,holdfast,adult,NA,2022
20220421-AQUE-001,20220421-AQUE-001-A,2022-04-21,Arroyo Quemado,CYOS,NA,14,NA,thallus,NA,NA,2022
20220421-AQUE-001,20220421-AQUE-001-B,2022-04-21,Arroyo Quemado,CYOS,NA,14,NA,thallus,NA,NA,2022
20220421-AQUE-001,20220421-AQUE-001-C,2022-04-21,Arroyo Quemado,CYOS,NA,14,NA,thallus,NA,NA,2022
20220421-AQUE-001,20220421-AQUE-001-D,2022-04-21,Arroyo Quemado,CYOS,NA,14,NA,thallus,NA,NA,2022
20220421-AQUE-001,20220421-AQUE-001-E,2022-04-21,Arroyo Quemado,CYOS,NA,14,NA,thallus,NA,NA,2022
20220421-AQUE-001,20220421-AQUE-001-F,2022-04-21,Arroyo Quemado,CYOS,NA,14,NA,reproductive (20220421-AQUE-001-E),NA,NA,2022
20220421-AQUE-001,20220421-AQUE-001-G,2022-04-21,Arroyo Quemado,CYOS,NA,14,NA,reproductive (20220421-AQUE-001-C),NA,NA,2022
20220421-AQUE-001,20220421-AQUE-001-H,2022-04-21,Arroyo Quemado,CYOS,NA,14,NA,reproductive (20220421-AQUE-001-B ),NA,NA,2022
20220421-AQUE-001,20220421-AQUE-001-I,2022-04-21,Arroyo Quemado,CYOS,NA,14,NA,thallus,NA,NA,2022
20220421-AQUE-001,20220421-AQUE-001-J,2022-04-21,Arroyo Quemado,CYOS,NA,14,NA,reproductive (20220421-AQUE-001-H),NA,NA,2022
20220421-AQUE-001,20220421-AQUE-001-K,2022-04-21,Arroyo Quemado,CYOS,NA,14,NA,thallus,NA,NA,2022
20220421-AQUE-001,20220421-AQUE-001-L,2022-04-21,Arroyo Quemado,CYOS,NA,14,NA,thallus,NA,NA,2022
20220421-AQUE-001,20220421-AQUE-001-M,2022-04-21,Arroyo Quemado,CYOS,NA,14,NA,small thalli,NA,NA,2022
20220421-AQUE-001,20220421-AQUE-001-N,2022-04-21,Arroyo Quemado,CYOS,NA,14,NA,stipe,NA,NA,2022
20220421-AQUE-002,20220421-AQUE-002-A,2022-04-21,Arroyo Quemado,CYOS,NA,11,NA,thallus,NA,NA,2022
20220421-AQUE-002,20220421-AQUE-002-B,2022-04-21,Arroyo Quemado,CYOS,NA,11,NA,reproductive (20220421-AQUE-002-A),NA,NA,2022
20220421-AQUE-002,20220421-AQUE-002-C,2022-04-21,Arroyo Quemado,CYOS,NA,11,NA,thallus,NA,NA,2022
20220421-AQUE-002,20220421-AQUE-002-D,2022-04-21,Arroyo Quemado,CYOS,NA,11,NA,thallus,NA,NA,2022
20220421-AQUE-002,20220421-AQUE-002-E,2022-04-21,Arroyo Quemado,CYOS,NA,11,NA,reproductive (20220421-AQUE-002-D),NA,NA,2022
20220421-AQUE-002,20220421-AQUE-002-F,2022-04-21,Arroyo Quemado,CYOS,NA,11,NA,thallus,NA,NA,2022
20220421-AQUE-002,20220421-AQUE-002-G,2022-04-21,Arroyo Quemado,CYOS,NA,11,NA,reproductive (20220421-AQUE-002-F),NA,NA,2022
20220421-AQUE-002,20220421-AQUE-002-H,2022-04-21,Arroyo Quemado,CYOS,NA,11,NA,thallus,NA,NA,2022
20220421-AQUE-002,20220421-AQUE-002-I,2022-04-21,Arroyo Quemado,CYOS,NA,11,NA,thallus,NA,NA,2022
20220421-AQUE-002,20220421-AQUE-002-J,2022-04-21,Arroyo Quemado,CYOS,NA,11,NA,reproductive (20220421-AQUE-002-I),NA,NA,2022
20220421-AQUE-002,20220421-AQUE-002-K,2022-04-21,Arroyo Quemado,CYOS,NA,11,NA,remainder,NA,NA,2022
20220421-AQUE-003,20220421-AQUE-003-A,2022-04-21,Arroyo Quemado,CYOS,NA,8,NA,thallus,NA,NA,2022
20220421-AQUE-003,20220421-AQUE-003-B,2022-04-21,Arroyo Quemado,CYOS,NA,8,NA,reproductive (20220421-AQUE-003-A),NA,NA,2022
20220421-AQUE-003,20220421-AQUE-003-C,2022-04-21,Arroyo Quemado,CYOS,NA,8,NA,thallus,NA,NA,2022
20220421-AQUE-003,20220421-AQUE-003-D,2022-04-21,Arroyo Quemado,CYOS,NA,8,NA,thallus,NA,NA,2022
20220421-AQUE-003,20220421-AQUE-003-E,2022-04-21,Arroyo Quemado,CYOS,NA,8,NA,thallus,NA,NA,2022
20220421-AQUE-003,20220421-AQUE-003-F,2022-04-21,Arroyo Quemado,CYOS,NA,8,NA,reproductive (20220421-AQUE-003-E),NA,NA,2022
20220421-AQUE-003,20220421-AQUE-003-G,2022-04-21,Arroyo Quemado,CYOS,NA,8,NA,thallus,NA,NA,2022
20220421-AQUE-003,20220421-AQUE-003-H,2022-04-21,Arroyo Quemado,CYOS,NA,8,NA,remainder,NA,NA,2022
20220421-AQUE-004,20220421-AQUE-004-A,2022-04-21,Arroyo Quemado,CYOS,NA,12,NA,thallus,NA,NA,2022
20220421-AQUE-004,20220421-AQUE-004-B,2022-04-21,Arroyo Quemado,CYOS,NA,12,NA,thallus,NA,NA,2022
20220421-AQUE-004,20220421-AQUE-004-C,2022-04-21,Arroyo Quemado,CYOS,NA,12,NA,reproductive (20220421-AQUE-004-B),NA,NA,2022
20220421-AQUE-004,20220421-AQUE-004-D,2022-04-21,Arroyo Quemado,CYOS,NA,12,NA,thallus,NA,NA,2022
20220421-AQUE-004,20220421-AQUE-004-E,2022-04-21,Arroyo Quemado,CYOS,NA,12,NA,reproductive (20220421-AQUE-004-D),NA,NA,2022
20220421-AQUE-004,20220421-AQUE-004-F,2022-04-21,Arroyo Quemado,CYOS,NA,12,NA,thallus,NA,NA,2022
20220421-AQUE-004,20220421-AQUE-004-G,2022-04-21,Arroyo Quemado,CYOS,NA,12,NA,reproductive (20220421-AQUE-004-F),NA,NA,2022
20220421-AQUE-004,20220421-AQUE-004-H,2022-04-21,Arroyo Quemado,CYOS,NA,12,NA,thallus,NA,NA,2022
20220421-AQUE-004,20220421-AQUE-004-I,2022-04-21,Arroyo Quemado,CYOS,NA,12,NA,reproductive (20220421-AQUE-004-H),NA,NA,2022
20220421-AQUE-004,20220421-AQUE-004-J,2022-04-21,Arroyo Quemado,CYOS,NA,12,NA,thallus,NA,NA,2022
20220421-AQUE-004,20220421-AQUE-004-K,2022-04-21,Arroyo Quemado,CYOS,NA,12,NA,reproductive (20220421-AQUE-004-J),NA,NA,2022
20220421-AQUE-004,20220421-AQUE-004-L,2022-04-21,Arroyo Quemado,CYOS,NA,12,NA,remainder,NA,NA,2022
20220421-AQUE-005,20220421-AQUE-005-A,2022-04-21,Arroyo Quemado,CYOS,NA,10,NA,thallus,NA,NA,2022
20220421-AQUE-005,20220421-AQUE-005-B,2022-04-21,Arroyo Quemado,CYOS,NA,10,NA,reproductive (20220421-AQUE-005-A),NA,NA,2022
20220421-AQUE-005,20220421-AQUE-005-C,2022-04-21,Arroyo Quemado,CYOS,NA,10,NA,thallus,NA,NA,2022
20220421-AQUE-005,20220421-AQUE-005-D,2022-04-21,Arroyo Quemado,CYOS,NA,10,NA,reproductive (20220421-AQUE-005-C),NA,NA,2022
20220421-AQUE-005,20220421-AQUE-005-E,2022-04-21,Arroyo Quemado,CYOS,NA,10,NA,thallus,NA,NA,2022
20220421-AQUE-005,20220421-AQUE-005-F,2022-04-21,Arroyo Quemado,CYOS,NA,10,NA,thallus,NA,NA,2022
20220421-AQUE-005,20220421-AQUE-005-G,2022-04-21,Arroyo Quemado,CYOS,NA,10,NA,thallus,NA,NA,2022
20220421-AQUE-005,20220421-AQUE-005-H,2022-04-21,Arroyo Quemado,CYOS,NA,10,NA,reproductive (20220421-AQUE-005-G),NA,NA,2022
20220421-AQUE-005,20220421-AQUE-005-I,2022-04-21,Arroyo Quemado,CYOS,NA,10,NA,thallus,NA,NA,2022
20220421-AQUE-005,20220421-AQUE-005-J,2022-04-21,Arroyo Quemado,CYOS,NA,10,NA,remainder,NA,NA,2022
20220428-AQUE-001,20220428-AQUE-001-A,2022-04-28,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220428-AQUE-001,20220428-AQUE-001-B,2022-04-28,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220428-AQUE-001,20220428-AQUE-001-C,2022-04-28,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220428-AQUE-001,20220428-AQUE-001-D,2022-04-28,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
