specimen_ID,subsample_ID,weight_wet_mg,weight_wet_g,drying_oven_in,drying_oven_out,weight_dry_mg,weight_dry_g,notes
20220407-AQUE-008,20220407-AQUE-008-A,3569,3.569,20220418,20220423,584,0.584,
20220407-AQUE-008,20220407-AQUE-008-B,4128,4.128,20220418,20220423,644,0.644,
20220407-AQUE-008,20220407-AQUE-008-C,4410,4.41,20220418,20220423,682,0.682,
20220407-AQUE-008,20220407-AQUE-008-D,6441,6.441,20220418,20220423,856,0.856,
20220407-AQUE-008,20220407-AQUE-008-E,11785,11.785,20220418,20220423,1421,1.421,
20220407-AQUE-008,20220407-AQUE-008-F,17942,17.942,20220418,20220423,2189,2.189,
20220407-AQUE-008,20220407-AQUE-008-G,10976,10.976,20220418,20220423,1157,1.157,
20220407-AQUE-008,20220407-AQUE-008-H,3225,3.225,20220418,20220423,285,0.285,stuck to bag
20220407-AQUE-008,20220407-AQUE-008-I,34325,34.325,20220418,20220423,4268,4.268,
20220407-AQUE-008,20220407-AQUE-008-J,888,0.888,20220418,20220423,62,0.062,stuck to bag
20220407-AQUE-008,20220407-AQUE-008-K,5113,5.113,20220418,20220423,552,0.552,
20220407-AQUE-008,20220407-AQUE-008-L,19235,19.235,20220418,20220423,2375,2.375,
20220407-AQUE-008,20220407-AQUE-008-M,13878,13.878,20220418,20220423,1611,1.611,
20220407-AQUE-008,20220407-AQUE-008-N,4843,4.843,20220418,20220423,674,0.674,
20220407-AQUE-008,20220407-AQUE-008-O,855,0.855,20220418,20220423,60,0.06,stuck to bag
20220407-AQUE-008,20220407-AQUE-008-P,14049,14.049,20220418,20220423,4423,4.423,
20220407-AQUE-008,20220407-AQUE-008-Q,NA,NA,NA,NA,NA,NA,
20220407-AQUE-009,20220407-AQUE-009-A,3996,3.996,20220419,20220423,550,0.55,
20220407-AQUE-009,20220407-AQUE-009-B,8081,8.081,20220419,20220423,799,0.799,
20220407-AQUE-009,20220407-AQUE-009-C,23117,23.117,20220419,20220423,2666,2.666,
20220407-AQUE-009,20220407-AQUE-009-D,8857,8.857,20220419,20220423,887,0.887,
20220407-AQUE-009,20220407-AQUE-009-E,6454,6.454,20220419,20220423,691,0.691,
20220407-AQUE-009,20220407-AQUE-009-F,4966,4.966,20220419,20220423,645,0.645,
20220407-AQUE-009,20220407-AQUE-009-G,4181,4.181,20220419,20220423,539,0.539,
20220407-AQUE-009,20220407-AQUE-009-H,8716,8.716,20220419,20220423,2091,2.091,
20220407-AQUE-010,20220407-AQUE-010-A,1262,1.262,20220419,20220423,149,0.149,
20220407-AQUE-010,20220407-AQUE-010-B,891,0.891,20220419,20220423,91,0.091,
20220407-AQUE-010,20220407-AQUE-010-C,4809,4.809,20220419,20220423,590,0.59,
20220407-AQUE-010,20220407-AQUE-010-D,1899,1.899,20220419,20220423,208,0.208,
20220407-AQUE-010,20220407-AQUE-010-E,1034,1.034,20220419,20220423,120,0.12,
20220407-AQUE-010,20220407-AQUE-010-F,130,0.13,20220419,20220423,14,0.014,
20220407-AQUE-010,20220407-AQUE-010-G,1938,1.938,20220419,20220423,627,0.627,
20220407-AQUE-010,20220407-AQUE-010-H,NA,NA,NA,NA,NA,NA,
20220407-AQUE-011,20220407-AQUE-011-A,2497,2.497,20220419,20220423,262,0.262,
20220407-AQUE-011,20220407-AQUE-011-B,5599,5.599,20220419,20220423,630,0.63,
20220407-AQUE-011,20220407-AQUE-011-C,2139,2.139,20220419,20220423,235,0.235,
20220407-AQUE-011,20220407-AQUE-011-D,1898,1.898,20220419,20220423,190,0.19,
20220407-AQUE-011,20220407-AQUE-011-E,2366,2.366,20220419,20220423,282,0.282,
20220407-AQUE-011,20220407-AQUE-011-F,693,0.693,20220419,20220423,98,0.098,
20220407-AQUE-011,20220407-AQUE-011-G,2633,2.633,20220419,20220423,775,0.775,
20220407-AQUE-011,20220407-AQUE-011-H,NA,NA,NA,NA,NA,NA,
20220407-AQUE-012,20220407-AQUE-012-A,2284,2.284,20220419,20220423,374,0.374,
20220407-AQUE-012,20220407-AQUE-012-B,9713,9.713,20220419,20220423,1220,1.22,
20220407-AQUE-012,20220407-AQUE-012-C,2097,2.097,20220419,20220423,238,0.238,
20220407-AQUE-012,20220407-AQUE-012-D,18245,18.245,20220419,20220423,2504,2.504,
20220407-AQUE-012,20220407-AQUE-012-E,5563,5.563,20220419,20220423,654,0.654,
20220407-AQUE-012,20220407-AQUE-012-F,586,0.586,20220419,20220423,73,0.073,
20220407-AQUE-012,20220407-AQUE-012-G,2796,2.796,20220419,20220423,449,0.449,
20220407-AQUE-012,20220407-AQUE-012-H,935,0.935,20220419,20220423,154,0.154,
20220407-AQUE-012,20220407-AQUE-012-I,4116,4.116,20220419,20220423,1427,1.427,
20220407-AQUE-012,20220407-AQUE-012-J,NA,NA,NA,NA,NA,NA,
20220421-AQUE-001,20220421-AQUE-001-A,3606,3.606,20220423,20220425,468,0.468,
20220421-AQUE-001,20220421-AQUE-001-B,5447,5.447,20220423,20220425,634,0.634,
20220421-AQUE-001,20220421-AQUE-001-C,4438,4.438,20220423,20220425,517,0.517,
20220421-AQUE-001,20220421-AQUE-001-D,2583,2.583,20220423,20220425,280,0.28,
20220421-AQUE-001,20220421-AQUE-001-E,3487,3.487,20220423,20220425,429,0.429,
20220421-AQUE-001,20220421-AQUE-001-F,1887,1.887,20220423,20220425,200,0.2,
20220421-AQUE-001,20220421-AQUE-001-G,2927,2.927,20220423,20220425,281,0.281,
20220421-AQUE-001,20220421-AQUE-001-H,3373,3.373,20220423,20220425,393,0.393,
20220421-AQUE-001,20220421-AQUE-001-I,3313,3.313,20220423,20220425,364,0.364,
20220421-AQUE-001,20220421-AQUE-001-J,1523,1.523,20220423,20220425,172,0.172,
20220421-AQUE-001,20220421-AQUE-001-K,2068,2.068,20220423,20220425,257,0.257,
20220421-AQUE-001,20220421-AQUE-001-L,1583,1.583,20220423,20220425,171,0.171,
20220421-AQUE-001,20220421-AQUE-001-M,1655,1.655,20220423,20220425,200,0.2,
20220421-AQUE-001,20220421-AQUE-001-N,2008,2.008,20220423,20220425,402,0.402,
20220421-AQUE-002,20220421-AQUE-002-A,6535,6.535,20220423,20220425,843,0.843,
20220421-AQUE-002,20220421-AQUE-002-B,12550,12.55,20220423,20220425,1210,1.21,
20220421-AQUE-002,20220421-AQUE-002-C,1193,1.193,20220423,20220425,142,0.142,
20220421-AQUE-002,20220421-AQUE-002-D,4554,4.554,20220423,20220425,607,0.607,
20220421-AQUE-002,20220421-AQUE-002-E,336,0.336,20220423,20220425,37,0.037,
20220421-AQUE-002,20220421-AQUE-002-F,10625,10.625,20220423,20220425,1256,1.256,
20220421-AQUE-002,20220421-AQUE-002-G,8592,8.592,20220423,20220425,996,0.996,
20220421-AQUE-002,20220421-AQUE-002-H,2742,2.742,20220423,20220425,312,0.312,
20220421-AQUE-002,20220421-AQUE-002-I,12031,12.031,20220423,20220425,525,0.525,
20220421-AQUE-002,20220421-AQUE-002-J,4041,4.041,20220423,20220425,1346,1.346,
20220421-AQUE-002,20220421-AQUE-002-K,86000,86,20220423,20220425,10179,10.179,
20220421-AQUE-003,20220421-AQUE-003-A,1391,1.391,20220425,20220430,210,0.21,
20220421-AQUE-003,20220421-AQUE-003-B,2207,2.207,20220425,20220430,288,0.288,
20220421-AQUE-003,20220421-AQUE-003-C,5379,5.379,20220425,20220430,707,0.707,
20220421-AQUE-003,20220421-AQUE-003-D,3698,3.698,20220425,20220430,506,0.506,
20220421-AQUE-003,20220421-AQUE-003-E,7039,7.039,20220425,20220430,943,0.943,
20220421-AQUE-003,20220421-AQUE-003-F,1310,1.31,20220425,20220430,186,0.186,
20220421-AQUE-003,20220421-AQUE-003-G,2336,2.336,20220425,20220430,353,0.353,
20220421-AQUE-003,20220421-AQUE-003-H,21831,21.831,20220425,20220430,3941,3.941,
20220421-AQUE-004,20220421-AQUE-004-A,2018,2.018,20220425,20220430,238,0.238,
20220421-AQUE-004,20220421-AQUE-004-B,5436,5.436,20220425,20220430,689,0.689,
20220421-AQUE-004,20220421-AQUE-004-C,1338,1.338,20220425,20220430,170,0.17,
20220421-AQUE-004,20220421-AQUE-004-D,1873,1.873,20220425,20220430,282,0.282,
20220421-AQUE-004,20220421-AQUE-004-E,2673,2.673,20220425,20220430,328,0.328,
20220421-AQUE-004,20220421-AQUE-004-F,3633,3.633,20220425,20220430,524,0.524,
20220421-AQUE-004,20220421-AQUE-004-G,2515,2.515,20220425,20220430,327,0.327,
20220421-AQUE-004,20220421-AQUE-004-H,1756,1.756,20220425,20220430,506,0.506,
20220421-AQUE-004,20220421-AQUE-004-I,1477,1.477,20220425,20220430,173,0.173,
20220421-AQUE-004,20220421-AQUE-004-J,1878,1.878,20220425,20220430,282,0.282,
20220421-AQUE-004,20220421-AQUE-004-K,4193,4.193,20220425,20220430,216,0.216,
20220421-AQUE-004,20220421-AQUE-004-L,130000,130,20220425,20220430,17128,17.128,
20220421-AQUE-005,20220421-AQUE-005-A,5768,5.768,20220425,20220430,832,0.832,
20220421-AQUE-005,20220421-AQUE-005-B,7346,7.346,20220425,20220430,984,0.984,
20220421-AQUE-005,20220421-AQUE-005-C,5607,5.607,20220425,20220430,707,0.707,
20220421-AQUE-005,20220421-AQUE-005-D,11142,11.142,20220425,20220430,1329,1.329,
20220421-AQUE-005,20220421-AQUE-005-E,5219,5.219,20220425,20220430,658,0.658,
20220421-AQUE-005,20220421-AQUE-005-F,3378,3.378,20220425,20220430,421,0.421,
20220421-AQUE-005,20220421-AQUE-005-G,6269,6.269,20220425,20220430,846,0.846,
20220421-AQUE-005,20220421-AQUE-005-H,10343,10.343,20220425,20220430,1233,1.233,
20220421-AQUE-005,20220421-AQUE-005-I,6132,6.132,20220425,20220430,797,0.797,
20220421-AQUE-005,20220421-AQUE-005-J,155000,155,20220425,20220430,18382,18.382,
20220428-AQUE-001,20220428-AQUE-001-A,12933,12.933,20220430,20220505,1121,1.121,
20220428-AQUE-001,20220428-AQUE-001-B,7415,7.415,20220430,20220505,632,0.632,
20220428-AQUE-001,20220428-AQUE-001-C,7595,7.595,20220430,20220505,438,0.438,
20220428-AQUE-001,20220428-AQUE-001-D,9462,9.462,20220430,20220505,498,0.498,
20220428-AQUE-001,20220428-AQUE-001-E,3064,3.064,20220430,20220505,172,0.172,
20220428-AQUE-001,20220428-AQUE-001-F,31316,31.316,20220430,20220505,2141,2.141,
20220428-AQUE-001,20220428-AQUE-001-G,2207,2.207,20220430,20220505,128,0.128,
20220428-AQUE-001,20220428-AQUE-001-H,9271,9.271,20220430,20220505,490,0.49,
20220428-AQUE-001,20220428-AQUE-001-I,9413,9.413,20220430,20220505,540,0.54,
20220428-AQUE-001,20220428-AQUE-001-J,7492,7.492,20220430,20220505,651,0.651,
20220428-AQUE-001,20220428-AQUE-001-K,12502,12.502,20220430,20220505,1031,1.031,
20220428-AQUE-001,20220428-AQUE-001-L,181,0.181,20220430,20220505,21,0.021,
20220428-AQUE-001,20220428-AQUE-001-M,9811,9.811,20220430,20220505,2396,2.396,
20220503-AQUE-001,20220503-AQUE-001-A,3518,3.518,20220505,20220507,443,0.443,
20220503-AQUE-001,20220503-AQUE-001-B,2312,2.312,20220505,20220507,269,0.269,
20220503-AQUE-001,20220503-AQUE-001-C,3508,3.508,20220505,20220507,434,0.434,
20220503-AQUE-001,20220503-AQUE-001-D,1446,1.446,20220505,20220507,349,0.349,
20220503-AQUE-001,20220503-AQUE-001-E,1295,1.295,20220505,20220507,154,0.154,
20220503-AQUE-001,20220503-AQUE-001-F,3149,3.149,20220505,20220507,156,0.156,
20220503-AQUE-001,20220503-AQUE-001-G,37966,37.966,20220505,20220507,5189,5.189,
20220503-AQUE-002,20220503-AQUE-002-A,7180,7.18,20220505,20220507,733,0.733,
20220503-AQUE-002,20220503-AQUE-002-B,4366,4.366,20220505,20220507,475,0.475,
20220503-AQUE-002,20220503-AQUE-002-C,7421,7.421,20220505,20220507,860,0.86,
20220503-AQUE-002,20220503-AQUE-002-D,3749,3.749,20220505,20220507,468,0.468,
20220503-AQUE-002,20220503-AQUE-002-E,4121,4.121,20220505,20220507,550,0.55,
20220503-AQUE-002,20220503-AQUE-002-F,4194,4.194,20220505,20220507,473,0.473,
20220503-AQUE-002,20220503-AQUE-002-G,4458,4.458,20220505,20220507,458,0.458,
20220503-AQUE-002,20220503-AQUE-002-H,3758,3.758,20220505,20220507,318,0.318,
20220503-AQUE-002,20220503-AQUE-002-I,59906,59.906,20220505,20220507,7212,7.212,
20220503-AQUE-003,20220503-AQUE-003-A,2543,2.543,20220507,20220513,316,0.316,
20220503-AQUE-003,20220503-AQUE-003-B,6360,6.36,20220507,20220513,831,0.831,
20220503-AQUE-003,20220503-AQUE-003-C,3186,3.186,20220507,20220513,426,0.426,
20220503-AQUE-003,20220503-AQUE-003-D,5071,5.071,20220507,20220513,660,0.66,
20220503-AQUE-003,20220503-AQUE-003-E,5745,5.745,20220507,20220513,721,0.721,
20220503-AQUE-003,20220503-AQUE-003-F,1760,1.76,20220507,20220513,259,0.259,
20220503-AQUE-003,20220503-AQUE-003-G,2352,2.352,20220507,20220513,337,0.337,
20220503-AQUE-004,20220503-AQUE-004-A,5039,5.039,20220507,20220513,652,0.652,
20220503-AQUE-004,20220503-AQUE-004-B,4233,4.233,20220507,20220513,522,0.522,
20220503-AQUE-004,20220503-AQUE-004-C,5816,5.816,20220507,20220513,679,0.679,
20220503-AQUE-004,20220503-AQUE-004-D,3305,3.305,20220507,20220513,405,0.405,
20220503-AQUE-004,20220503-AQUE-004-E,2759,2.759,20220507,20220513,359,0.359,
20220503-AQUE-004,20220503-AQUE-004-F,1741,1.741,20220507,20220513,227,0.227,
20220503-AQUE-004,20220503-AQUE-004-G,32424,32.424,20220507,20220513,4522,4.522,
20220503-AQUE-005,20220503-AQUE-005-A,1699,1.699,20220507,20220513,216,0.216,
20220503-AQUE-005,20220503-AQUE-005-B,735,0.735,20220507,20220513,95,0.095,
20220503-AQUE-005,20220503-AQUE-005-C,1982,1.982,20220507,20220513,274,0.274,
20220503-AQUE-005,20220503-AQUE-005-D,1385,1.385,20220507,20220513,177,0.177,
20220503-AQUE-005,20220503-AQUE-005-E,1411,1.411,20220507,20220513,167,0.167,
20220503-AQUE-005,20220503-AQUE-005-F,1318,1.318,20220507,20220513,185,0.185,
20220503-AQUE-005,20220503-AQUE-005-G,18315,18.315,20220507,20220513,2729,2.729,
20220503-AQUE-006,20220503-AQUE-006-A,1168,1.168,20220507,20220513,172,0.172,
20220503-AQUE-006,20220503-AQUE-006-B,1439,1.439,20220507,20220513,194,0.194,
20220503-AQUE-006,20220503-AQUE-006-C,2275,2.275,20220507,20220513,285,0.285,
20220503-AQUE-006,20220503-AQUE-006-D,2378,2.378,20220507,20220513,293,0.293,
20220503-AQUE-006,20220503-AQUE-006-E,1953,1.953,20220507,20220513,271,0.271,
20220503-AQUE-006,20220503-AQUE-006-F,768,0.768,20220507,20220513,110,0.11,
20220503-AQUE-006,20220503-AQUE-006-G,11911,11.911,20220507,20220513,1631,1.631,
20220503-AQUE-007,20220503-AQUE-007-A,3511,3.511,20220507,20220513,411,0.411,
20220503-AQUE-007,20220503-AQUE-007-B,931,0.931,20220507,20220513,122,0.122,
20220503-AQUE-007,20220503-AQUE-007-C,4185,4.185,20220507,20220513,476,0.476,
20220503-AQUE-007,20220503-AQUE-007-D,2838,2.838,20220507,20220513,307,0.307,
20220503-AQUE-007,20220503-AQUE-007-E,4564,4.564,20220507,20220513,518,0.518,
20220503-AQUE-007,20220503-AQUE-007-F,9775,9.775,20220507,20220513,1935,1.935,
20220503-AQUE-008,20220503-AQUE-008-A,4913,4.913,20220505,20220507,249,0.249,
20220503-AQUE-008,20220503-AQUE-008-B,113,0.113,20220505,20220507,6,0.006,
20220503-AQUE-008,20220503-AQUE-008-C,37,0.037,20220505,20220507,1,0.001,too small to register
20220503-AQUE-008,20220503-AQUE-008-D,67,0.067,20220505,20220507,1,0.001,too small to register
20220503-AQUE-008,20220503-AQUE-008-E,5,0.005,20220505,20220507,1,0.001,too small to register
20220503-AQUE-008,20220503-AQUE-008-F,93,0.093,20220505,20220507,34,0.034,
20220503-AQUE-009,20220503-AQUE-009-A,714,0.714,20220505,20220507,55,0.055,
20220503-AQUE-009,20220503-AQUE-009-B,754,0.754,20220505,20220507,56,0.056,
20220503-AQUE-009,20220503-AQUE-009-C,5873,5.873,20220505,20220507,512,0.512,
20220712-AQUE-001,20220712-AQUE-001-A,13276,13.276,20220723,20220729,1214,1.214,
20220712-AQUE-001,20220712-AQUE-001-B,22491,22.491,20220723,20220729,2342,2.342,
20220712-AQUE-001,20220712-AQUE-001-C,21343,21.343,20220723,20220729,2540,2.54,
20220712-AQUE-001,20220712-AQUE-001-D,62902,62.902,20220723,20220729,6994,6.994,
20220712-AQUE-001,20220712-AQUE-001-E,12647,12.647,20220723,20220729,1465,1.465,
20220712-AQUE-001,20220712-AQUE-001-F,5269,5.269,20220723,20220729,648,0.648,
20220712-AQUE-001,20220712-AQUE-001-G,90118,90.118,20220723,20220729,10751,10.751,
20220719-NAPL-001,20220719-NAPL-001-A,1248,1.248,20220729,20220803,240,0.24,
20220719-NAPL-001,20220719-NAPL-001-B,21225,21.225,20220729,20220803,4896,4.896,
20220719-NAPL-001,20220719-NAPL-001-C,18831,18.831,20220729,20220803,4327,4.327,
20220719-NAPL-001,20220719-NAPL-001-D,28706,28.706,20220729,20220803,6897,6.897,
20220719-NAPL-002,20220719-NAPL-002-A,1325,1.325,20220729,20220803,277,0.277,
20220719-NAPL-002,20220719-NAPL-002-B,1854,1.854,20220729,20220803,421,0.421,
20220719-NAPL-003,20220719-NAPL-003-A,2821,2.821,NA,20220927,2111,2.111,
20220719-NAPL-003,20220719-NAPL-003-B,2672,2.672,NA,20220927,2227,2.227,
20220719-NAPL-003,20220719-NAPL-003-C,3339,3.339,NA,20220927,2561,2.561,
20220719-NAPL-003,20220719-NAPL-003-D,2207,2.207,NA,20220927,1726,1.726,
20220719-NAPL-003,20220719-NAPL-003-E,2728,2.728,NA,20220927,2100,2.1,
20220719-NAPL-003,20220719-NAPL-003-F,26000,26,NA,20220927,17574,17.574,original wet weight in grams
20220719-NAPL-004,20220719-NAPL-004-A,9292,9.292,20220729,20220803,1099,1.099,
20220719-NAPL-004,20220719-NAPL-004-B,12622,12.622,20220729,20220803,1426,1.426,
20220719-NAPL-004,20220719-NAPL-004-C,2581,2.581,20220729,20220803,375,0.375,
20220719-NAPL-004,20220719-NAPL-004-D,5811,5.811,20220729,20220803,652,0.652,
20220719-NAPL-004,20220719-NAPL-004-E,15517,15.517,20220729,20220803,1834,1.834,
20220719-NAPL-004,20220719-NAPL-004-F,6818,6.818,20220729,20220803,864,0.864,
20220719-NAPL-005,20220719-NAPL-005-A,741,0.741,20220729,20220803,114,0.114,
20220719-NAPL-005,20220719-NAPL-005-B,1413,1.413,20220729,20220803,217,0.217,
20220719-NAPL-005,20220719-NAPL-005-C,447,0.447,20220729,20220803,80,0.08,
20220719-NAPL-005,20220719-NAPL-005-D,280,0.28,20220729,20220803,44,0.044,
20220719-NAPL-005,20220719-NAPL-005-E,2013,2.013,20220729,20220803,365,0.365,
20220719-NAPL-005,20220719-NAPL-005-F,5439,5.439,20220729,20220803,971,0.971,
20220719-NAPL-006,20220719-NAPL-006-A,4418,4.418,20220729,20220803,521,0.521,
20220719-NAPL-006,20220719-NAPL-006-B,2507,2.507,20220729,20220803,326,0.326,
20220719-NAPL-006,20220719-NAPL-006-C,5036,5.036,20220729,20220803,584,0.584,
20220719-NAPL-007,20220719-NAPL-007-A,109000,109,20220723,20220729,12555,12.555,original wet weight in grams
20220719-NAPL-007,20220719-NAPL-007-B,22016,22.016,20220723,20220729,2386,2.386,
20220719-NAPL-007,20220719-NAPL-007-C,16259,16.259,20220723,20220729,1662,1.662,
20220719-NAPL-007,20220719-NAPL-007-D,40494,40.494,20220723,20220729,3936,3.936,
20220719-NAPL-007,20220719-NAPL-007-E,39881,39.881,20220723,20220729,4028,4.028,
20220719-NAPL-007,20220719-NAPL-007-F,35675,35.675,20220723,20220729,3743,3.743,
20220719-NAPL-007,20220719-NAPL-007-G,29459,29.459,20220723,20220729,3226,3.226,
20220719-NAPL-007,20220719-NAPL-007-H,5702,5.702,20220723,20220729,659,0.659,
20220719-NAPL-007,20220719-NAPL-007-I,4533,4.533,20220723,20220729,646,0.646,
20220719-NAPL-007,20220719-NAPL-007-J,21589,21.589,20220723,20220729,6807,6.807,
20220719-NAPL-007,20220719-NAPL-007-K,32852,32.852,20220723,20220729,5797,5.797,
20220719-NAPL-008,20220719-NAPL-008-A,5691,5.691,20220722,20220729,1334,1.334,
20220719-NAPL-008,20220719-NAPL-008-B,13459,13.459,20220722,20220729,3063,3.063,
20220719-NAPL-008,20220719-NAPL-008-C,6385,6.385,20220722,20220729,1083,1.083,
20220719-NAPL-009,20220719-NAPL-009-A,8835,8.835,20220722,20220729,963,0.963,
20220719-NAPL-010,20220719-NAPL-010-A,2935,2.935,20220722,20220729,535,0.535,
20220719-NAPL-010,20220719-NAPL-010-B,8675,8.675,20220722,20220729,1755,1.755,
20220719-NAPL-011,20220719-NAPL-011-A,845,0.845,20220729,20220803,273,0.273,
20220719-NAPL-011,20220719-NAPL-011-B,927,0.927,20220729,20220803,304,0.304,
20220719-NAPL-011,20220719-NAPL-011-C,16094,16.094,20220729,20220803,5016,5.016,
20220719-NAPL-011,20220719-NAPL-011-D,1921,1.921,20220729,20220803,551,0.551,
20220719-NAPL-011,20220719-NAPL-011-E,54000,54,20220729,20220803,13206,13.206,original wet weight in grams
20220719-NAPL-012,20220719-NAPL-012-A,1343,1.343,NA,20220927,975,0.975,
20220719-NAPL-012,20220719-NAPL-012-B,3009,3.009,NA,20220927,2329,2.329,
20220719-NAPL-012,20220719-NAPL-012-C,568,0.568,NA,20220927,434,0.434,
20220719-NAPL-012,20220719-NAPL-012-D,1647,1.647,NA,20220927,1182,1.182,
20220719-NAPL-012,20220719-NAPL-012-E,912,0.912,NA,20220927,721,0.721,
20220719-NAPL-012,20220719-NAPL-012-F,666,0.666,NA,20220927,530,0.53,
20220719-NAPL-012,20220719-NAPL-012-G,20000,20,NA,20220927,14616,14.616,original wet weight in grams
20220719-NAPL-013,20220719-NAPL-013-A,4125,4.125,20220730,20220805,579,0.579,
20220719-NAPL-013,20220719-NAPL-013-B,3263,3.263,20220730,20220805,426,0.426,
20220719-NAPL-013,20220719-NAPL-013-C,12476,12.476,20220730,20220805,1557,1.557,
20220719-NAPL-014,20220719-NAPL-014-A,5487,5.487,20220730,20220805,1324,1.324,
20220719-NAPL-014,20220719-NAPL-014-B,2111,2.111,20220730,20220805,433,0.433,
20220719-NAPL-014,20220719-NAPL-014-C,35431,35.431,20220730,20220805,8478,8.478,
20220719-NAPL-015,20220719-NAPL-015-A,11577,11.577,20220730,20220805,1475,1.475,
20220719-NAPL-016,20220719-NAPL-016-A,10494,10.494,20220801,20220805,3109,3.109,
20220719-NAPL-016,20220719-NAPL-016-B,2731,2.731,20220801,20220805,786,0.786,
20220719-NAPL-016,20220719-NAPL-016-C,5625,5.625,20220801,20220805,1675,1.675,
20220719-NAPL-016,20220719-NAPL-016-D,10923,10.923,20220801,20220805,3422,3.422,
20220719-NAPL-016,20220719-NAPL-016-E,12255,12.255,20220801,20220805,3783,3.783,
20220719-NAPL-016,20220719-NAPL-016-F,200000,200,20220801,20220805,58000,58,original wet and dry weight in grams
20220719-NAPL-017,20220719-NAPL-017-A,774,0.774,20220730,20220805,131,0.131,
20220719-NAPL-017,20220719-NAPL-017-B,7002,7.002,20220730,20220805,1448,1.448,
20220719-NAPL-017,20220719-NAPL-017-C,2144,2.144,20220730,20220805,387,0.387,
20220719-NAPL-017,20220719-NAPL-017-D,3927,3.927,20220730,20220805,661,0.661,
20220719-NAPL-018,20220719-NAPL-018-A,4124,4.124,20220730,20220805,841,0.841,
20220719-NAPL-018,20220719-NAPL-018-B,2497,2.497,20220730,20220805,448,0.448,
20220719-NAPL-018,20220719-NAPL-018-C,1466,1.466,20220730,20220805,272,0.272,
20220719-NAPL-018,20220719-NAPL-018-D,1032,1.032,20220730,20220805,353,0.353,
20220719-NAPL-019,20220719-NAPL-019-A,39844,39.844,20220723,20220729,4802,4.802,
20220719-NAPL-019,20220719-NAPL-019-B,930,0.93,20220723,20220729,185,0.185,
20220719-NAPL-020,20220719-NAPL-020-A,124000,124,20220723,20220729,13396,13.396,original wet weight in grams
20220719-NAPL-020,20220719-NAPL-020-B,24025,24.025,20220730,20220805,3212,3.212,
20220719-NAPL-020,20220719-NAPL-020-C,29099,29.099,20220730,20220805,3636,3.636,
20220719-NAPL-020,20220719-NAPL-020-D,32075,32.075,20220730,20220805,4003,4.003,
20220719-NAPL-020,20220719-NAPL-020-E,16478,16.478,20220730,20220805,2171,2.171,
20220719-NAPL-020,20220719-NAPL-020-F,16867,16.867,20220730,20220805,2108,2.108,
20220719-NAPL-020,20220719-NAPL-020-G,15586,15.586,20220730,20220805,1803,1.803,
20220719-NAPL-020,20220719-NAPL-020-H,32691,32.691,20220730,20220805,3855,3.855,
20220719-NAPL-020,20220719-NAPL-020-I,9440,9.44,20220730,20220805,1174,1.174,
20220719-NAPL-020,20220719-NAPL-020-J,29778,29.778,20220730,20220805,3554,3.554,
20220719-NAPL-020,20220719-NAPL-020-K,5315,5.315,20220730,20220805,746,0.746,
20220719-NAPL-020,20220719-NAPL-020-L,35000,35,20220730,20220805,10901,10.901,original wet weight in grams
20220719-NAPL-020,20220719-NAPL-020-M,35000,35,20220730,20220805,6417,6.417,original wet weight in grams
20220719-NAPL-020,20220719-NAPL-020-N,42871,42.871,20220730,20220805,4848,4.848,
20220719-NAPL-021,20220719-NAPL-021-A,181000,181,20220729,20220803,22510,22.51,original wet weight in grams
20220719-NAPL-021,20220719-NAPL-021-B,34000,34,20220729,20220803,3550,3.55,original weight in grams
20220719-NAPL-021,20220719-NAPL-021-C,74000,74,20220729,20220803,7538,7.538,original wet weight in grams
20220719-NAPL-021,20220719-NAPL-021-D,13000,13,20220729,20220803,1370,1.37,original wet weight in grams
20220719-NAPL-021,20220719-NAPL-021-E,87000,87,20220729,20220803,9021,9.021,original wet weight in grams
20220719-NAPL-021,20220719-NAPL-021-F,585000,585,20220723,20220729,75000,75,original weight in grams
20220719-NAPL-021,20220719-NAPL-021-G,33000,33,20220729,20220803,10522,10.522,original wet weight in grams
20220719-NAPL-021,20220719-NAPL-021-H,51000,51,20220729,20220803,13209,13.209,original wet weight in grams
20220721-NAPL-001,20220721-NAPL-001-A,1263,1.263,20220909,20220927,853,0.853,
20220721-NAPL-001,20220721-NAPL-001-B,2694,2.694,20220909,20220927,2037,2.037,
20220721-NAPL-001,20220721-NAPL-001-C,5442,5.442,20220909,20220927,3914,3.914,
20220721-NAPL-001,20220721-NAPL-001-D,1812,1.812,20220909,20220927,1324,1.324,
20220721-NAPL-001,20220721-NAPL-001-E,4847,4.847,20220909,20220927,3538,3.538,
20220721-NAPL-001,20220721-NAPL-001-F,28000,28,20220909,20220927,18362,18.362,original wet weight in grams
20220721-NAPL-002,20220721-NAPL-002-A,566,0.566,20220909,20220927,349,0.349,
20220721-NAPL-002,20220721-NAPL-002-B,1714,1.714,20220909,20220927,934,0.934,
20220721-NAPL-002,20220721-NAPL-002-C,741,0.741,20220909,20220927,337,0.337,
20220721-NAPL-002,20220721-NAPL-002-D,550,0.55,20220909,20220927,330,0.33,
20220721-NAPL-002,20220721-NAPL-002-E,1428,1.428,20220909,20220927,781,0.781,
20220721-NAPL-002,20220721-NAPL-002-F,6589,6.589,20220909,20220927,3797,3.797,
20220721-NAPL-003,20220721-NAPL-003-A,1257,1.257,20220801,20220805,305,0.305,
