specimen_ID,subsample_ID,weight_wet_mg,weight_wet_g,drying_oven_in,drying_oven_out,weight_dry_mg,weight_dry_g,notes
20210630-MOHK-016,20210630-MOHK-016-C,NA,NA,NA,NA,NA,NA,
20210630-MOHK-017,20210630-MOHK-017-A,74610,74.61,20210702,20210706,6662,6.662,
20210630-MOHK-017,20210630-MOHK-017-B,5340,5.34,20210702,20210706,1088,1.088,stipe mass includes holdfast
20210630-MOHK-017,20210630-MOHK-017-C,NA,NA,NA,NA,NA,NA,
20210630-MOHK-018,20210630-MOHK-018-A,20790,20.79,20210702,20210706,1875,1.875,
20210630-MOHK-018,20210630-MOHK-018-B,109,0.109,20210702,20210706,292,0.292,
20210630-MOHK-019,20210630-MOHK-019-A,68810,68.81,20210702,20210706,6510,6.51,
20210630-MOHK-019,20210630-MOHK-019-B,550,0.55,20210702,20210706,134,0.134,
20210630-MOHK-020,20210630-MOHK-020-A,27890,27.89,20210702,20210706,2679,2.679,
20210630-MOHK-020,20210630-MOHK-020-B,587,0.587,20210702,20210706,159,0.159,
20210630-MOHK-021,20210630-MOHK-021-A,16700,16.7,20210702,20210706,1782,1.782,
20210630-MOHK-021,20210630-MOHK-021-B,142,0.142,20210702,20210706,48,0.048,
20210630-MOHK-022,20210630-MOHK-022-A,4380,4.38,20210702,20210706,589,0.589,
20210630-MOHK-023,20210630-MOHK-023-A,3140,3.14,20210702,20210706,514,0.514,
20210630-MOHK-024,20210630-MOHK-024-A,2460,2.46,20210702,20210706,429,0.429,
20210630-MOHK-024,20210630-MOHK-024-B,1060,1.06,20210702,20210706,137,0.137,
20210630-MOHK-025,20210630-MOHK-025-A,1000,1,20210702,20210706,147,0.147,
20210630-MOHK-026,20210630-MOHK-026-A,5230,5.23,20210702,20210706,791,0.791,
20210630-MOHK-027,20210630-MOHK-027-A,4810,4.81,20210702,20210706,736,0.736,dry weight corrected 2021-11-16
20210630-MOHK-028,20210630-MOHK-028-A,11480,11.48,20210702,20210706,967,0.967,
20210630-MOHK-028,20210630-MOHK-028-B,4510,4.51,20210702,20210706,641,0.641,
20210630-MOHK-028,20210630-MOHK-028-C,NA,NA,NA,NA,NA,NA,
20210630-MOHK-029,20210630-MOHK-029-A,30460,30.46,20210702,20210706,2673,2.673,dry weight corrected 2021-11-16
20210630-MOHK-029,20210630-MOHK-029-B,3940,3.94,20210702,20210706,594,0.594,"dry weight corrected 2021-11-16, stipe mass includes holdfast"
20210630-MOHK-029,20210630-MOHK-029-C,NA,NA,NA,NA,NA,NA,
20210630-MOHK-030,20210630-MOHK-030-A,7560,7.56,20210702,20210706,573,0.573,
20210630-MOHK-030,20210630-MOHK-030-B,1740,1.74,20210702,20210706,279,0.279,stipe mass includes holdfast
20210630-MOHK-030,20210630-MOHK-030-C,NA,NA,NA,NA,NA,NA,
20210630-MOHK-031,20210630-MOHK-031-A,1440,1.44,20210702,20210706,86,0.086,
20210630-MOHK-031,20210630-MOHK-031-B,238,0.238,20210702,20210706,38,0.038,stipe mass includes holdfast
20210630-MOHK-031,20210630-MOHK-031-C,NA,NA,NA,NA,NA,NA,
20210630-MOHK-032,20210630-MOHK-032-A,6210,6.21,20210702,20210706,949,0.949,
20210630-MOHK-033,20210630-MOHK-033-A,7630,7.63,20210702,20210706,1291,1.291,
20210630-MOHK-034,20210630-MOHK-034-A,16480,16.48,20210702,20210706,3610,3.61,
20210630-MOHK-035,20210630-MOHK-035-A,6540,6.54,20210702,20210706,592,0.592,
20210630-MOHK-035,20210630-MOHK-035-B,2380,2.38,20210702,20210706,307,0.307,stipe mass includes holdfast
20210630-MOHK-035,20210630-MOHK-035-C,NA,NA,NA,NA,NA,NA,
20210630-MOHK-036,20210630-MOHK-036-A,16000,16,20210702,20210706,1465,1.465,
20210630-MOHK-036,20210630-MOHK-036-B,2880,2.88,20210702,20210706,470,0.47,stipe mass includes holdfast
20210630-MOHK-036,20210630-MOHK-036-C,NA,NA,NA,NA,NA,NA,
20210630-MOHK-037,20210630-MOHK-037-A,8330,8.33,20210702,20210706,662,0.662,
20210630-MOHK-037,20210630-MOHK-037-B,2730,2.73,20210702,20210706,323,0.323,stipe mass includes holdfast
20210630-MOHK-037,20210630-MOHK-037-C,NA,NA,NA,NA,NA,NA,
20210630-MOHK-038,20210630-MOHK-038-A,10880,10.88,20210702,20210706,870,0.87,
20210630-MOHK-038,20210630-MOHK-038-B,3780,3.78,20210702,20210706,520,0.52,stipe mass includes holdfast
20210630-MOHK-038,20210630-MOHK-038-C,NA,NA,NA,NA,NA,NA,
20210630-MOHK-039,20210630-MOHK-039-A,4890,4.89,20210702,20210706,468,0.468,
20210630-MOHK-039,20210630-MOHK-039-B,1100,1.1,20210702,20210706,204,0.204,stipe mass includes holdfast
20210630-MOHK-039,20210630-MOHK-039-C,NA,NA,NA,NA,NA,NA,
20210630-MOHK-040,20210630-MOHK-040-A,5600,5.6,20210702,20210706,488,0.488,
20210630-MOHK-040,20210630-MOHK-040-B,1420,1.42,20210702,20210706,225,0.225,stipe mass includes holdfast
20210630-MOHK-040,20210630-MOHK-040-C,NA,NA,NA,NA,NA,NA,
20210630-MOHK-041,20210630-MOHK-041-A,810,0.81,20210702,20210706,195,0.195,
20210630-MOHK-042,20210630-MOHK-042-A,1060,1.06,20210702,20210706,139,0.139,
20210630-MOHK-043,20210630-MOHK-043-A,1580,1.58,20210702,20210706,166,0.166,
20210630-MOHK-044,20210630-MOHK-044-A,770,0.77,20210702,20210706,102,0.102,
20210630-MOHK-045,20210630-MOHK-045-A,1870,1.87,20210702,20210706,204,0.204,
20210630-MOHK-046,20210630-MOHK-046-A,5750,5.75,20210702,20210706,1159,1.159,
20210630-MOHK-047,20210630-MOHK-047-A,9250,9.25,20210702,20210706,874,0.874,
20210630-MOHK-047,20210630-MOHK-047-B,1470,1.47,20210702,20210706,250,0.25,stipe mass includes holdfast
20210630-MOHK-047,20210630-MOHK-047-C,NA,NA,NA,NA,NA,NA,
20210709-MOHK-001,20210709-MOHK-001-A,14930,14.93,20210712,20210714,1885,1.885,
20210709-MOHK-002,20210709-MOHK-002-A,3640,3.64,20210712,20210714,513,0.513,
20210709-MOHK-003,20210709-MOHK-003-A,11290,11.29,20210712,20210714,1520,1.52,
20210709-MOHK-004,20210709-MOHK-004-A,403,0.403,20210712,20210714,25,0.025,
20210709-MOHK-004,20210709-MOHK-004-B,49,0.049,20210712,20210714,10,0.01,
20210709-MOHK-004,20210709-MOHK-004-C,NA,NA,NA,NA,NA,NA,
20210709-MOHK-005,20210709-MOHK-005-A,2842,2.842,20210712,20210714,177,0.177,
20210709-MOHK-005,20210709-MOHK-005-B,339,0.339,20210712,20210714,24,0.024,
20210709-MOHK-005,20210709-MOHK-005-C,NA,NA,NA,NA,NA,NA,
20210709-MOHK-006,20210709-MOHK-006-A,4860,4.86,20210712,20210714,353,0.353,
20210709-MOHK-006,20210709-MOHK-006-B,936,0.936,20210712,20210714,105,0.105,
20210709-MOHK-006,20210709-MOHK-006-C,NA,NA,NA,NA,NA,NA,
20210709-MOHK-007,20210709-MOHK-007-A,1378,1.378,20210712,20210714,92,0.092,
20210709-MOHK-007,20210709-MOHK-007-B,129,0.129,20210712,20210714,20,0.02,
20210709-MOHK-007,20210709-MOHK-007-C,NA,NA,NA,NA,NA,NA,
20210709-MOHK-008,20210709-MOHK-008-A,1701,1.701,20210712,20210714,93,0.093,
20210709-MOHK-008,20210709-MOHK-008-B,175,0.175,20210712,20210714,14,0.014,
20210709-MOHK-008,20210709-MOHK-008-C,NA,NA,NA,NA,NA,NA,
20210709-MOHK-009,20210709-MOHK-009-A,16650,16.65,20210712,20210714,7164,7.164,
20210709-MOHK-010,20210709-MOHK-010-A,994,0.994,20210712,20210714,64,0.064,
20210709-MOHK-010,20210709-MOHK-010-B,190,0.19,20210712,20210714,32,0.032,
20210709-MOHK-010,20210709-MOHK-010-C,NA,NA,NA,NA,NA,NA,
20210719-IVEE-001,20210719-IVEE-001-A,314,0.314,20210723,20210729,56,0.056,
20210719-IVEE-001,20210719-IVEE-001-B,20,0.02,20210723,20210729,5,0.005,
20210719-IVEE-002,20210719-IVEE-002-A,359,0.359,20210723,20210729,62,0.062,
20210719-IVEE-002,20210719-IVEE-002-B,45,0.045,20210723,20210729,10,0.01,
20210719-IVEE-003,20210719-IVEE-003-A,595,0.595,20210723,20210729,99,0.099,
20210719-IVEE-003,20210719-IVEE-003-B,77,0.077,20210723,20210729,15,0.015,
20210719-IVEE-003,20210719-IVEE-003-C,NA,NA,NA,NA,NA,NA,
20210719-IVEE-004,20210719-IVEE-004-A,4105,4.105,20210723,20210729,510,0.51,
20210719-IVEE-005,20210719-IVEE-005-A,1226,1.226,20210723,20210729,160,0.16,
20210719-IVEE-006,20210719-IVEE-006-A,1166,1.166,20210723,20210729,140,0.14,
20210719-IVEE-007,20210719-IVEE-007-A,2155,2.155,20210723,20210729,290,0.29,
20210719-IVEE-008,20210719-IVEE-008-A,760,0.76,20210723,20210729,110,0.11,
20210719-IVEE-009,20210719-IVEE-009-A,92,0.092,20210723,20210729,70,0.07,
20210719-IVEE-010,20210719-IVEE-010-A,31,0.031,20210723,20210729,30,0.03,
20210719-IVEE-011,20210719-IVEE-011-A,494,0.494,20210723,20210729,110,0.11,
20210719-IVEE-012,20210719-IVEE-012-A,4940,4.94,20210723,20210729,530,0.53,
20210719-IVEE-013,20210719-IVEE-013-A,13360,13.36,20210723,20210729,1770,1.77,
20210719-IVEE-014,20210719-IVEE-014-A,9910,9.91,20210723,20210729,1460,1.46,
20210719-IVEE-015,20210719-IVEE-015-A,6700,6.7,20210723,20210729,870,0.87,
20210719-IVEE-016,20210719-IVEE-016-A,9380,9.38,20210723,20210729,890,0.89,
20210719-IVEE-017,20210719-IVEE-017-A,10860,10.86,20210723,20210729,1220,1.22,
20210719-IVEE-018,20210719-IVEE-018-A,15250,15.25,20210723,20210729,1590,1.59,
20210719-IVEE-019,20210719-IVEE-019-A,1560,1.56,20210723,20210729,160,0.16,
20210719-IVEE-020,20210719-IVEE-020-A,269,0.269,20210724,20210729,70,0.07,
20210719-IVEE-021,20210719-IVEE-021-A,2257,2.257,20210724,20210729,330,0.33,
20210719-IVEE-022,20210719-IVEE-022-A,1410,1.41,20210724,20210729,230,0.23,
20210719-IVEE-023,20210719-IVEE-023-A,2300,2.3,20210724,20210729,330,0.33,
20210719-IVEE-024,20210719-IVEE-024-A,830,0.83,20210724,20210729,180,0.18,
20210719-IVEE-025,20210719-IVEE-025-A,5750,5.75,20210724,20210729,1280,1.28,
20210719-IVEE-026,20210719-IVEE-026-A,2030,2.03,20210724,20210729,390,0.39,
20210719-IVEE-026,20210719-IVEE-026-B,2820,2.82,20210724,20210729,620,0.62,
20210719-IVEE-026,20210719-IVEE-026-C,2940,2.94,20210724,20210729,580,0.58,
20210719-IVEE-026,20210719-IVEE-026-D,56330,56.33,20210724,20210729,12050,12.05,
20210720-CARP-001,20210720-CARP-001-A,11400,11.4,20210724,20210729,1300,1.3,
20210720-CARP-001,20210720-CARP-001-B,15020,15.02,20210724,20210729,NA,0,
20210720-CARP-001,20210720-CARP-001-C,NA,NA,NA,NA,NA,NA,
20210720-CARP-002,20210720-CARP-002-A,11040,11.04,20210724,20210729,1390,1.39,
20210720-CARP-002,20210720-CARP-002-B,2040,2.04,20210724,20210729,260,0.26,
20210720-CARP-002,20210720-CARP-002-C,2050,2.05,20210724,20210729,210,0.21,
20210720-CARP-002,20210720-CARP-002-D,1800,1.8,20210724,20210729,220,0.22,
20210720-CARP-002,20210720-CARP-002-E,14670,14.67,20210724,20210729,3040,3.04,
20210720-CARP-002,20210720-CARP-002-F,NA,NA,NA,NA,NA,NA,
20210721-BULL-001,20210721-BULL-001-A,27380,27.38,20210728,20210730,4630,4.63,
20210721-BULL-002,20210721-BULL-002-A,33500,33.5,20210728,20210730,4980,4.98,
20210721-BULL-003,20210721-BULL-003-A,7900,7.9,20210728,20210730,1310,1.31,
20210721-BULL-004,20210721-BULL-004-A,30670,30.67,20210728,20210730,3300,3.3,
20210721-BULL-004,20210721-BULL-004-B,7000,7,20210728,20210730,1290,1.29,
20210721-BULL-004,20210721-BULL-004-C,NA,NA,NA,NA,NA,NA,
20210721-BULL-005,20210721-BULL-005-A,57160,57.16,20210728,20210730,5220,5.22,
20210721-BULL-005,20210721-BULL-005-B,720,0.72,20210728,20210730,NA,NA,dry weight taken out 2022-05-04
20210721-BULL-005,20210721-BULL-005-C,7320,7.32,20210728,20210730,1510,1.51,
20210721-BULL-006,20210721-BULL-006-A,8260,8.26,20210728,20210730,810,0.81,
20210721-BULL-006,20210721-BULL-006-B,1350,1.35,20210728,20210730,270,0.27,
20210721-BULL-006,20210721-BULL-006-C,NA,NA,NA,NA,NA,NA,
20210721-BULL-007,20210721-BULL-007-A,11560,11.56,20210728,20210730,1310,1.31,
20210721-BULL-007,20210721-BULL-007-B,2830,2.83,20210728,20210730,1560,1.56,
20210721-BULL-007,20210721-BULL-007-C,NA,NA,NA,NA,NA,NA,
20210721-BULL-008,20210721-BULL-008-A,17400,17.4,20210729,20210804,2380,2.38,
20210721-BULL-009,20210721-BULL-009-A,3600,3.6,20210729,20210804,470,0.47,
20210721-BULL-010,20210721-BULL-010-A,9450,9.45,20210729,20210804,1170,1.17,
20210721-BULL-011,20210721-BULL-011-A,7590,7.59,20210729,20210804,830,0.83,
20210721-BULL-012,20210721-BULL-012-A,8100,8.1,20210729,20210804,940,0.94,
20210721-BULL-013,20210721-BULL-013-A,32700,32.7,20210729,20210804,5080,5.08,
20210721-BULL-014,20210721-BULL-014-A,6160,6.16,20210729,20210804,1050,1.05,
20210721-BULL-015,20210721-BULL-015-A,39090,39.09,20210730,20210804,5440,5.44,
20210721-BULL-016,20210721-BULL-016-A,430,0.43,20210730,20210804,90,0.09,
20210721-BULL-017,20210721-BULL-017-A,610,0.61,20210730,20210804,120,0.12,
20210721-BULL-018,20210721-BULL-018-A,250,0.25,20210730,20210804,50,0.05,
20210721-BULL-019,20210721-BULL-019-A,9210,9.21,20210730,20210804,1110,1.11,
20210721-BULL-020,20210721-BULL-020-A,21770,21.77,20210730,20210804,2480,2.48,
20210721-BULL-021,20210721-BULL-021-A,7790,7.79,20210802,20210804,1160,1.16,
20210721-BULL-022,20210721-BULL-022-A,3150,3.15,20210802,20210804,390,0.39,
20210721-BULL-023,20210721-BULL-023-A,2700,2.7,20210802,20210804,48,0.048,
20210721-BULL-024,20210721-BULL-024-A,65480,65.48,20210802,20210804,8500,8.5,
20210721-BULL-025,20210721-BULL-025-A,8660,8.66,20210802,20210804,1050,1.05,
20210721-BULL-026,20210721-BULL-026-A,18370,18.37,20210802,20210804,2370,2.37,
20210721-BULL-027,20210721-BULL-027-A,3370,3.37,20210802,20210804,430,0.43,
20210721-BULL-028,20210721-BULL-028-A,4880,4.88,20210802,20210804,600,0.6,
20210721-BULL-029,20210721-BULL-029-A,7950,7.95,20210802,20210804,950,0.95,
20210722-AQUE-001,20210722-AQUE-001-A,3650,3.65,20210802,20210804,300,0.3,
20210722-AQUE-001,20210722-AQUE-001-B,310,0.31,20210802,20210804,40,0.04,
20210722-AQUE-001,20210722-AQUE-001-C,NA,NA,NA,NA,NA,NA,
20210722-AQUE-002,20210722-AQUE-002-A,7730,7.73,20210802,20210804,740,0.74,
20210722-AQUE-002,20210722-AQUE-002-B,1280,1.28,20210802,20210804,220,0.22,
20210722-AQUE-002,20210722-AQUE-002-C,NA,NA,NA,NA,NA,NA,
20210722-AQUE-003,20210722-AQUE-003-A,2320,2.32,20210802,20210804,250,0.25,
20210722-AQUE-003,20210722-AQUE-003-B,760,0.76,20210802,20210804,130,0.13,
20210722-AQUE-003,20210722-AQUE-003-C,NA,NA,NA,NA,NA,NA,
20210722-AQUE-004,20210722-AQUE-004-A,4500,4.5,20210802,20210804,500,0.5,
20210722-AQUE-004,20210722-AQUE-004-B,1820,1.82,20210802,20210804,190,0.19,
20210722-AQUE-004,20210722-AQUE-004-C,2540,2.54,20210802,20210804,270,0.27,
20210722-AQUE-004,20210722-AQUE-004-D,4580,4.58,20210802,20210804,590,0.59,
20210722-AQUE-004,20210722-AQUE-004-E,7080,7.08,20210802,20210804,1250,1.25,
20210722-AQUE-004,20210722-AQUE-004-F,NA,NA,NA,NA,NA,NA,
20210722-AQUE-005,20210722-AQUE-005-A,3480,3.48,20210802,20210804,420,0.42,
20210722-AQUE-005,20210722-AQUE-005-B,10850,10.85,20210802,20210804,1880,1.88,
20210722-AQUE-005,20210722-AQUE-005-C,4270,4.27,20210802,20210804,420,0.42,
20210722-AQUE-005,20210722-AQUE-005-D,2970,2.97,20210802,20210804,310,0.31,
20210722-AQUE-005,20210722-AQUE-005-E,NA,NA,NA,NA,NA,NA,
20220405-MOHK-001,20220405-MOHK-001-A,30018,30.018,20220415,20220418,2279,2.279,
20220405-MOHK-001,20220405-MOHK-001-B,59000,59,20220415,20220418,5344,5.344,
20220405-MOHK-001,20220405-MOHK-001-C,20507,20.507,20220415,20220418,1642,1.642,
20220405-MOHK-001,20220405-MOHK-001-D,10394,10.394,20220415,20220418,1031,1.031,
20220405-MOHK-001,20220405-MOHK-001-E,4424,4.424,20220415,20220418,336,0.336,
20220405-MOHK-001,20220405-MOHK-001-F,9964,9.964,20220415,20220418,1059,1.059,
20220405-MOHK-001,20220405-MOHK-001-G,1600,1.6,20220415,20220418,138,0.138,
20220405-MOHK-001,20220405-MOHK-001-H,9976,9.976,20220415,20220418,2958,2.958,
20220405-MOHK-001,20220405-MOHK-001-I,NA,NA,NA,NA,NA,NA,
20220405-MOHK-002,20220405-MOHK-002-A,13067,13.067,20220415,20220418,1021,1.021,
20220405-MOHK-002,20220405-MOHK-002-B,35520,35.52,20220415,20220418,3503,3.503,
20220405-MOHK-002,20220405-MOHK-002-C,8507,8.507,20220415,20220418,632,0.632,
20220405-MOHK-002,20220405-MOHK-002-D,1810,1.81,20220415,20220418,547,0.547,
20220405-MOHK-002,20220405-MOHK-002-E,3533,3.533,20220415,20220418,597,0.597,
20220405-MOHK-003,20220405-MOHK-003-A,9846,9.846,20220415,20220418,861,0.861,
20220405-MOHK-003,20220405-MOHK-003-B,9853,9.853,20220415,20220418,785,0.785,
20220405-MOHK-003,20220405-MOHK-003-C,20308,20.308,20220415,20220418,1788,1.788,
20220405-MOHK-003,20220405-MOHK-003-D,14092,14.092,20220415,20220418,1306,1.306,
20220405-MOHK-003,20220405-MOHK-003-E,10423,10.423,20220415,20220418,878,0.878,
20220405-MOHK-003,20220405-MOHK-003-F,25162,25.162,20220415,20220418,2118,2.118,
20220405-MOHK-003,20220405-MOHK-003-G,9044,9.044,20220415,20220418,802,0.802,
20220405-MOHK-003,20220405-MOHK-003-H,1426,1.426,20220415,20220418,114,0.114,
20220405-MOHK-003,20220405-MOHK-003-I,4478,4.478,20220415,20220418,421,0.421,
20220405-MOHK-003,20220405-MOHK-003-J,1235,1.235,20220415,20220418,194,0.194,
20220405-MOHK-003,20220405-MOHK-003-K,18147,18.147,20220415,20220418,5164,5.164,
20220407-AQUE-001,20220407-AQUE-001-A,3080,3.08,20220415,20220418,441,0.441,
20220407-AQUE-001,20220407-AQUE-001-B,8175,8.175,20220415,20220418,1215,1.215,
20220407-AQUE-001,20220407-AQUE-001-C,4270,4.27,20220415,20220418,782,0.782,
20220407-AQUE-001,20220407-AQUE-001-D,9003,9.003,20220415,20220418,1177,1.177,
20220407-AQUE-001,20220407-AQUE-001-E,9763,9.763,20220415,20220418,1331,1.331,
20220407-AQUE-001,20220407-AQUE-001-F,22135,22.135,20220415,20220418,3055,3.055,
20220407-AQUE-001,20220407-AQUE-001-G,11715,11.715,20220415,20220418,1524,1.524,
20220407-AQUE-001,20220407-AQUE-001-H,12108,12.108,20220415,20220418,1628,1.628,
20220407-AQUE-001,20220407-AQUE-001-I,8762,8.762,20220415,20220418,1184,1.184,
20220407-AQUE-001,20220407-AQUE-001-J,1716,1.716,20220415,20220418,241,0.241,
20220407-AQUE-001,20220407-AQUE-001-K,3006,3.006,20220415,20220418,363,0.363,
20220407-AQUE-001,20220407-AQUE-001-L,5102,5.102,20220415,20220418,787,0.787,
20220407-AQUE-001,20220407-AQUE-001-M,11125,11.125,20220415,20220418,3543,3.543,
20220407-AQUE-002,20220407-AQUE-002-A,2521,2.521,20220415,20220418,400,0.4,
20220407-AQUE-002,20220407-AQUE-002-B,3971,3.971,20220415,20220418,654,0.654,
20220407-AQUE-002,20220407-AQUE-002-C,7523,7.523,20220415,20220418,1250,1.25,
20220407-AQUE-002,20220407-AQUE-002-D,11444,11.444,20220415,20220418,1416,1.416,
20220407-AQUE-002,20220407-AQUE-002-E,10113,10.113,20220415,20220418,1360,1.36,
20220407-AQUE-002,20220407-AQUE-002-F,2143,2.143,20220415,20220418,291,0.291,
20220407-AQUE-002,20220407-AQUE-002-G,26047,26.047,20220415,20220418,3503,3.503,
20220407-AQUE-002,20220407-AQUE-002-H,10629,10.629,20220415,20220418,1370,1.37,
20220407-AQUE-002,20220407-AQUE-002-I,3844,3.844,20220415,20220418,465,0.465,
20220407-AQUE-002,20220407-AQUE-002-J,4590,4.59,20220415,20220418,764,0.764,
20220407-AQUE-002,20220407-AQUE-002-K,2914,2.914,20220415,20220418,464,0.464,
20220407-AQUE-002,20220407-AQUE-002-L,13993,13.993,20220415,20220418,3965,3.965,
20220407-AQUE-003,20220407-AQUE-003-A,6581,6.581,20220415,20220418,1007,1.007,
20220407-AQUE-003,20220407-AQUE-003-B,6119,6.119,20220415,20220418,867,0.867,
20220407-AQUE-003,20220407-AQUE-003-C,6126,6.126,20220415,20220418,714,0.714,
20220407-AQUE-003,20220407-AQUE-003-D,12958,12.958,20220415,20220418,1660,1.66,
20220407-AQUE-003,20220407-AQUE-003-E,10546,10.546,20220415,20220418,1292,1.292,
20220407-AQUE-003,20220407-AQUE-003-F,8933,8.933,20220415,20220418,1253,1.253,
20220407-AQUE-003,20220407-AQUE-003-G,3061,3.061,20220415,20220418,327,0.327,
20220407-AQUE-003,20220407-AQUE-003-H,54282,54.282,20220415,20220418,7160,7.16,
20220407-AQUE-003,20220407-AQUE-003-I,4827,4.827,20220415,20220418,511,0.511,
20220407-AQUE-003,20220407-AQUE-003-J,13240,13.24,20220415,20220418,1567,1.567,
20220407-AQUE-003,20220407-AQUE-003-K,16171,16.171,20220415,20220418,1874,1.874,
20220407-AQUE-003,20220407-AQUE-003-L,14035,14.035,20220415,20220418,1554,1.554,
20220407-AQUE-003,20220407-AQUE-003-M,12820,12.82,20220415,20220418,1761,1.761,
20220407-AQUE-003,20220407-AQUE-003-N,466,0.466,20220415,20220418,70,0.07,
20220407-AQUE-003,20220407-AQUE-003-O,19846,19.846,20220415,20220418,5414,5.414,
20220407-AQUE-004,20220407-AQUE-004-A,4829,4.829,20220416,20220423,693,0.693,
20220407-AQUE-004,20220407-AQUE-004-B,7375,7.375,20220416,20220423,843,0.843,
20220407-AQUE-004,20220407-AQUE-004-C,12413,12.413,20220416,20220423,1607,1.607,
20220407-AQUE-004,20220407-AQUE-004-D,2426,2.426,20220416,20220423,290,0.29,
20220407-AQUE-004,20220407-AQUE-004-E,83839,83.839,20220416,20220423,4003,4.003,
20220407-AQUE-004,20220407-AQUE-004-F,3299,3.299,20220416,20220423,339,0.339,
20220407-AQUE-004,20220407-AQUE-004-G,8319,8.319,20220416,20220423,987,0.987,
20220407-AQUE-004,20220407-AQUE-004-H,6592,6.592,20220416,20220423,873,0.873,
20220407-AQUE-004,20220407-AQUE-004-I,9781,9.781,20220416,20220423,3122,3.122,
20220407-AQUE-004,20220407-AQUE-004-J,NA,NA,NA,NA,NA,NA,
20220407-AQUE-005,20220407-AQUE-005-A,5414,5.414,20220416,20220423,773,0.773,
20220407-AQUE-005,20220407-AQUE-005-B,3673,3.673,20220416,20220423,391,0.391,
20220407-AQUE-005,20220407-AQUE-005-C,5250,5.25,20220416,20220423,481,0.481,
20220407-AQUE-005,20220407-AQUE-005-D,9267,9.267,20220416,20220423,1067,1.067,
20220407-AQUE-005,20220407-AQUE-005-E,5279,5.279,20220416,20220423,767,0.767,
20220407-AQUE-005,20220407-AQUE-005-F,5383,5.383,20220416,20220423,NA,NA,
20220407-AQUE-005,20220407-AQUE-005-G,27833,27.833,20220416,20220423,3366,3.366,
20220407-AQUE-005,20220407-AQUE-005-H,4202,4.202,20220416,20220423,438,0.438,
20220407-AQUE-005,20220407-AQUE-005-I,10207,10.207,20220416,20220423,1108,1.108,
20220407-AQUE-005,20220407-AQUE-005-J,8551,8.551,20220416,20220423,947,0.947,
20220407-AQUE-005,20220407-AQUE-005-K,3674,3.674,20220416,20220423,458,0.458,
20220407-AQUE-005,20220407-AQUE-005-L,6962,6.962,20220416,20220423,1023,1.023,
20220407-AQUE-005,20220407-AQUE-005-M,4992,4.992,20220416,20220423,744,0.744,
20220407-AQUE-005,20220407-AQUE-005-N,563,0.563,20220416,20220423,73,0.073,
20220407-AQUE-005,20220407-AQUE-005-O,11027,11.027,20220416,20220423,3670,3.67,
20220407-AQUE-005,20220407-AQUE-005-P,NA,NA,NA,NA,NA,NA,
20220407-AQUE-006,20220407-AQUE-006-A,10823,10.823,20220416,20220423,1191,1.191,
20220407-AQUE-006,20220407-AQUE-006-B,5155,5.155,20220416,20220423,701,0.701,
20220407-AQUE-006,20220407-AQUE-006-C,9856,9.856,20220416,20220423,1271,1.271,
20220407-AQUE-006,20220407-AQUE-006-D,12826,12.826,20220416,20220423,1449,1.449,
20220407-AQUE-006,20220407-AQUE-006-E,3020,3.02,20220416,20220423,318,0.318,
20220407-AQUE-006,20220407-AQUE-006-F,40250,40.25,20220416,20220423,4765,4.765,
20220407-AQUE-006,20220407-AQUE-006-G,1746,1.746,20220416,20220423,161,0.161,
20220407-AQUE-006,20220407-AQUE-006-H,8952,8.952,20220416,20220423,1009,1.009,
20220407-AQUE-006,20220407-AQUE-006-I,8890,8.89,20220416,20220423,992,0.992,
20220407-AQUE-006,20220407-AQUE-006-J,11367,11.367,20220416,20220423,1275,1.275,
20220407-AQUE-006,20220407-AQUE-006-K,3054,3.054,20220416,20220423,423,0.423,
20220407-AQUE-006,20220407-AQUE-006-L,12524,12.524,20220416,20220423,3956,3.956,
20220407-AQUE-006,20220407-AQUE-006-M,NA,NA,NA,NA,NA,NA,
20220407-AQUE-007,20220407-AQUE-007-A,7379,7.379,20220418,20220423,833,0.833,
20220407-AQUE-007,20220407-AQUE-007-B,2539,2.539,20220418,20220423,355,0.355,
20220407-AQUE-007,20220407-AQUE-007-C,2666,2.666,20220418,20220423,397,0.397,
20220407-AQUE-007,20220407-AQUE-007-D,9783,9.783,20220418,20220423,1151,1.151,
20220407-AQUE-007,20220407-AQUE-007-E,6722,6.722,20220418,20220423,790,0.79,
20220407-AQUE-007,20220407-AQUE-007-F,1089,1.089,20220418,20220423,140,0.14,
20220407-AQUE-007,20220407-AQUE-007-G,21020,21.02,20220418,20220423,2613,2.613,
20220407-AQUE-007,20220407-AQUE-007-H,2810,2.81,20220418,20220423,314,0.314,
20220407-AQUE-007,20220407-AQUE-007-I,7004,7.004,20220418,20220423,816,0.816,
20220407-AQUE-007,20220407-AQUE-007-J,9549,9.549,20220418,20220423,1168,1.168,
20220407-AQUE-007,20220407-AQUE-007-K,6470,6.47,20220418,20220423,794,0.794,
20220407-AQUE-007,20220407-AQUE-007-L,4977,4.977,20220418,20220423,706,0.706,
20220407-AQUE-007,20220407-AQUE-007-M,1011,1.011,20220418,20220423,123,0.123,
20220407-AQUE-007,20220407-AQUE-007-N,283,0.283,20220418,20220423,39,0.039,
20220407-AQUE-007,20220407-AQUE-007-O,10230,10.23,20220418,20220423,2819,2.819,
20220407-AQUE-007,20220407-AQUE-007-P,NA,NA,NA,NA,NA,NA,
