specimen_ID,subsample_ID,scan_file_names,number_scans,notes_scans,results_file,results,area_init,area_add,area_sub,area_total,peri_init,peri_add,peri_sub,peri_total,notes_imagej
20210721-BULL-013,20210721-BULL-013-A,img20210729_38,10,NA,Results_20211101,,3343.916,0,0,3343.916,671.175,0,22.4202,648.7547999999999,"86: init, 87-91: cut"
20210721-BULL-013,20210721-BULL-013-A,img20210729_39,11,NA,Results_20211101,,12490.277,0,0,12490.277,2261.532,0,26.724600000000002,2234.8074,"92: init, 93-97: cut"
20210721-BULL-013,20210721-BULL-013-A,img20210729_40,12,NA,Results_20211101,,7450.626,0,0,7450.626,1298.021,0,10.414599999999998,1287.6064,"98: init, 98-103: cut"
20210721-BULL-013,20210721-BULL-013-A,img20210729_41,13,NA,Results_20211101,,14255.901,0,0,14255.901,2275.5299999999997,0,373.47380000000004,1902.0561999999998,"104-105: init, 106-110: cut 1, 111-115: cut 2, 116-120: cut 3, 121-125: cut 4, 126-130: cut 5, 131-135: cut 6, 136-140: cut 7, 141-145: cut 8, 146-150: cut 9, 151-155: cut 10, 156-160: cut 11"
20210721-BULL-014,20210721-BULL-014-A,img20210729_42,1,NA,Results_20211101,,16299.778,0,0,16299.778,791.016,0,0,791.016,161: init
20210721-BULL-015,20210721-BULL-015-A,img20210730_01,1,NA,Results_20211101,,17947.474,0,0,17947.474,738.382,0,335.3538,403.02819999999997,"162: init, 163-167: L cut"
20210721-BULL-015,20210721-BULL-015-A,img20210730_02,2,NA,Results_20211101,,18184.478,0,0,18184.478,706.728,0,336.3252,370.40279999999996,"168: init, 169-173: cut"
20210721-BULL-015,20210721-BULL-015-A,img20210730_03,3,NA,Results_20211101,,29234.096,0,0,29234.096,718.325,0,345.6906,372.6344,"174: init, 176-180: left cut, 181-185: right cut"
20210721-BULL-015,20210721-BULL-015-A,img20210730_04,4,NA,Results_20211101,,13599.538,0,0,13599.538,735.149,0,151.52040000000002,583.6286,"187: init, 188-192: cut"
20210721-BULL-016,20210721-BULL-016-A,img20210730_05,1,NA,Results_20211101,,2879.288,0,0,2879.288,872.278,0,0,872.278,194: init
20210721-BULL-017,20210721-BULL-017-A,img20210730_06,1,NA,Results_20211101,,3538.496,0,0,3538.496,775.976,0,0,775.976,195: init
20210721-BULL-018,20210721-BULL-018-A,img20210730_07,1,NA,Results_20211101,,1738.009,0,0,1738.009,497.895,0,0,497.895,196: init
20210721-BULL-019,20210721-BULL-019-A,img20210730_08,1,NA,Results_20211101,,5819.21,0,0,5819.21,890.081,0,30.630599999999998,859.4504000000001,"197: init, 198-202: cut"
20210721-BULL-019,20210721-BULL-019-A,img20210730_09,2,NA,Results_20211101,,4345.047,0,0,4345.047,703.409,0,25.288400000000003,678.1206,"203: init, 204-208: cut"
20210721-BULL-019,20210721-BULL-019-A,img20210730_10,3,NA,Results_20211101,,5098.24,0,0,5098.24,882.093,0,25.1564,856.9366,"209: init, 210-214: cut"
20210721-BULL-019,20210721-BULL-019-A,img20210730_11,4,NA,Results_20211101,,8540.517,0,0,8540.517,1494.5,0,29.005599999999998,1465.4944,"215: init, 216-220: cut"
20210721-BULL-019,20210721-BULL-019-A,img20210730_12,5,NA,Results_20211101,,5323.293,0,0,5323.293,818.35,0,25.1644,793.1856,"221: init, 222-226: cut"
20210721-BULL-019,20210721-BULL-019-A,img20210730_13,6,NA,Results_20211101,,6486.296,0,0,6486.296,1017.482,0,132.3058,885.1762,"227: init, 228-232: cut 1, 233-237: cut 2, 238-242: cut 3, 243-247: cut 4, 248-252: cut 5"
20210721-BULL-020,20210721-BULL-020-A,img20210730_14,1,NA,Results_20211101,,10501.368,0,0,10501.368,1469.714,0,36.3702,1433.3437999999999,"253: init, 254-258: cut"
20210721-BULL-020,20210721-BULL-020-A,img20210730_15,2,NA,Results_20211101,,10884.939,0,0,10884.939,1639.318,0,28.401,1610.917,"259: init, 260-264: cut"
20210721-BULL-020,20210721-BULL-020-A,img20210730_16,3,NA,Results_20211101,,18852.328,0,0,18852.328,2430.651,0,39.9716,2390.6794,"265: init, 266-270: cut"
20210721-BULL-020,20210721-BULL-020-A,img20210730_17,4,NA,Results_20211101,,7866.38,0,0,7866.38,1130.993,0,29.547800000000002,1101.4451999999999,"271: init, 272-276: cut"
20210721-BULL-020,20210721-BULL-020-A,img20210730_18,5,NA,Results_20211101,,15082.304,0,0,15082.304,2018.428,0,30.7178,1987.7102000000002,"277: init, 278-282: cut"
20210721-BULL-020,20210721-BULL-020-A,img20210730_20,6,NA,Results_20211101,,8014.207,0,0,8014.207,1252.452,0,171.6072,1080.8448,"387: init, 388-392: cut 1, 393-397: cut 2, 398-402: cut 3"
20210721-BULL-021,20210721-BULL-021-A,img20210802_01,1,NA,Results_20211110b,,5022.684,0,0,5022.684,1987.776,0,31.702600000000004,1956.0734,"213: init, 214-218: top cut, 219-223: bottom cut"
20210721-BULL-021,20210721-BULL-021-A,img20210802_02,2,NA,Results_20211110b,,3382.076,0,0,3382.076,1585.895,0,36.91760000000001,1548.9774,"224: init, 226-229 and 236: top cut, 230-234: bottom cut"
20210721-BULL-021,20210721-BULL-021-A,img20210802_03,3,NA,Results_20211110b,,1852.883,0,0,1852.883,982.607,0,18.1232,964.4838,"237: init, 238-242: cut"
20210721-BULL-021,20210721-BULL-021-A,img20210802_04,4,NA,Results_20211110b,,2134.915,0,0,2134.915,976.664,0,26.2,950.4639999999999,"243: init, 244-248: bottom cut, 249-253: right cut"
20210721-BULL-021,20210721-BULL-021-A,img20210802_05,5,NA,Results_20211110b,,759.418,0,0,759.418,360.181,0,12.7398,347.4412,"254: init, 255-259: cut"
20210721-BULL-021,20210721-BULL-021-A,img20210802_06,6,NA,Results_20211110b,,2597.993,0,0,2597.993,1286.305,0,7.302000000000001,1279.0030000000002,"260: init, 261-265: cut"
20210721-BULL-021,20210721-BULL-021-A,img20210802_07,7,NA,Results_20211110b,,1312.019,0,0,1312.019,640.271,0,3.7524,636.5186,"266: init, 267-271: cut"
20210721-BULL-021,20210721-BULL-021-A,img20210802_08,8,NA,Results_20211110b,,3240.996,0,0,3240.996,1598,0,10.1876,1587.8124,"272: init, 273-277: cut"
20210721-BULL-021,20210721-BULL-021-A,img20210802_09,9,NA,Results_20211110b,,3057.665,0,0,3057.665,1297.889,0,8.889599999999998,1288.9994,"278: init, 279-283: cut"
20210721-BULL-021,20210721-BULL-021-A,img20210802_10,10,NA,Results_20211110b,,5459.527,0,0,5459.527,1663.902,0,66.4242,1597.4778000000001,"284: init, 285-289: cut 1, 290-294: cut 2, 295-299: cut 3, 300-304: cut 4, 305-309: cut 5, 310-314: cut 6"
20210721-BULL-022,20210721-BULL-022-A,img20210802_14,1,NA,Results_20211110b,,10646.696,0,0,10646.696,2966.506,0,0,2966.506,315: init
20210721-BULL-023,20210721-BULL-023-A,img20210802_11,2,NA,Results_20211110b,,2944.362,0,0,2944.362,795.924,0,16.4758,779.4481999999999,"316: init, 317-321: cut"
20210721-BULL-023,20210721-BULL-023-A,img20210802_12,3,NA,Results_20211110b,,2166.121,0,0,2166.121,692.731,0,13.174200000000003,679.5568,"322: init, 323-327: cut"
20210721-BULL-023,20210721-BULL-023-A,img20210802_13,1,NA,Results_20211110b,,7741.1,0,0,7741.1,2280.214,0,28.405799999999996,2251.8082,"328: init, 329-333: top cut, 334-338: bottom cut"
20210721-BULL-024,20210721-BULL-024-A,img20210802_15,1,NA,Results_20211101,,3568.909,0,0,3568.909,669.759,0,13.4678,656.2912,"413: init, 414-418: cut"
20210721-BULL-024,20210721-BULL-024-A,img20210802_16,2,NA,Results_20211101,,10405.572,0,0,10405.572,1774.143,0,18.8774,1755.2656,"1: init, 2-6: cut"
20210721-BULL-024,20210721-BULL-024-A,img20210802_17,3,NA,Results_20211101,,10403.871,0,0,10403.871,1422.736,0,12.8488,1409.8872000000001,"7: init, 8-12: cut"
20210721-BULL-024,20210721-BULL-024-A,img20210802_18,4,NA,Results_20211101,,22460.609,0,0,22460.609,3145.658,0,29.8448,3115.8132,"13: init, 14-18: cut"
20210721-BULL-024,20210721-BULL-024-A,img20210802_20,5,NA,Results_20211101,,18894.412,0,0,18894.412,2766.002,0,52.925399999999996,2713.0766,"19: init, 20-24: bottom cut, 25-29: right cut"
20210721-BULL-024,20210721-BULL-024-A,img20210802_21,6,NA,Results_20211101,,16752.888,0,0,16752.888,2379.379,0,20.8228,2358.5562,"30: init, 31-35: cut"
20210721-BULL-024,20210721-BULL-024-A,img20210802_22,7,NA,Results_20211101,,9678.333,0,0,9678.333,1664.485,0,22.3052,1642.1798,"36: init, 37-41: cut"
20210721-BULL-024,20210721-BULL-024-A,img20210802_24,8,NA,Results_20211101,,14043.165,0,0,14043.165,2219.822,0,69.809,2150.013,"42: init, 43-47: cut"
20210721-BULL-024,20210721-BULL-024-A,img20210802_25,9,NA,Results_20211101,,17572.247,0,0,17572.247,2160.429,0,23.341,2137.088,"48: init, 49-53: cut"
20210721-BULL-024,20210721-BULL-024-A,img20210802_26,10,NA,Results_20211101,,18817.609,0,0,18817.609,2589.226,0,22.5364,2566.6896,"54: init, 55-59: cut"
20210721-BULL-024,20210721-BULL-024-A,img20210802_27,11,NA,Results_20211101,,19527.439,0,0,19527.439,2593.502,0,26.582,2566.92,"60: init, 61-65: cut"
20210721-BULL-024,20210721-BULL-024-A,img20210802_28,12,NA,Results_20211101,,10843.68,0,0,10843.68,1650.431,0,46.5156,1603.9154,"66: init, 67-71: cut"
20210721-BULL-024,20210721-BULL-024-A,img20210802_29,13,NA,Results_20211101,,14690.654,0,0,14690.654,2102.573,0,31.749000000000002,2070.824,"72: init, 73-77: cut"
20210721-BULL-024,20210721-BULL-024-A,img20210802_31,14,NA,Results_20211101,,19821.76,0,0,19821.76,2923.36,0,31.398200000000003,2891.9618,"78: init, 79-83: cut"
20210721-BULL-024,20210721-BULL-024-A,img20210802_32,15,NA,Results_20211101,,23317.085,0,0,23317.085,3035.155,0,27.141399999999997,3008.0136,"84: init, 85-89: cut"
20210721-BULL-024,20210721-BULL-024-A,img20210802_33,16,NA,Results_20211101,,20990.788,0,0,20990.788,2514.543,0,33.687400000000004,2480.8556000000003,"90: init, 91-95: cut"
20210721-BULL-024,20210721-BULL-024-A,img20210802_34,17,NA,Results_20211101,,18423.362,0,0,18423.362,2801.894,0,33.16459999999999,2768.7293999999997,"96: init, 97-101: cut"
20210721-BULL-024,20210721-BULL-024-A,img20210802_35,18,NA,Results_20211101,,17286.938,0,0,17286.938,2289.807,0,404.36299999999994,1885.444,"102: init, 103-107: cut 1, 108-112: cut 2, 113-117: cut 3, 118-112: cut 4, 113-127: cut 5, 128-132: cut 7, 133-137: cut 8, 138-142: cut 6, 143-147: cut 9, 148-152: cut 10, 153-157: cut 11, 158-162: cut 12, 163-167: cut 13, 168-172: cut 14"
20210721-BULL-025,20210721-BULL-025-A,img20210802_36,1,NA,Results_20211101,,13490.065,0,0,13490.065,1923.942,0,26.288600000000002,1897.6534,"173: init, 174-178: cut"
20210721-BULL-025,20210721-BULL-025-A,img20210802_37,2,NA,Results_20211101,,11365.467,0,0,11365.467,1457.873,0,55.0544,1402.8186,"179: init, 180-184: cut"
20210721-BULL-025,20210721-BULL-025-A,img20210802_38,3,NA,Results_20211101,,10585.764,0,0,10585.764,1705.99,0,44.8466,1661.1434,"185: init, 186-190: cut"
20210721-BULL-026,20210721-BULL-026-A,img20210802_40,1,NA,Results_20211101,,16454.922,0,0,16454.922,2138.865,0,43.4206,2095.4444,"191: init, 192-196: cut"
20210721-BULL-026,20210721-BULL-026-A,img20210802_41,2,NA,Results_20211101,,8019.217,0,0,8019.217,1095.85,0,33.830999999999996,1062.019,"197: init, 199-203: cut"
20210721-BULL-026,20210721-BULL-026-A,img20210802_42,3,NA,Results_20211101,,16180.898,0,0,16180.898,2281.173,0,35.1534,2246.0195999999996,"204: init, 205-209: cut"
20210721-BULL-026,20210721-BULL-026-A,img20210802_43,4,NA,Results_20211101,,12324.339,0,0,12324.339,1947.859,0,31.843200000000003,1916.0158,"210: init, 211-215: cut"
20210721-BULL-026,20210721-BULL-026-A,img20210802_44,5,NA,Results_20211101,,14966.985,0,0,14966.985,2280.959,0,43.4028,2237.5562,"216: init, 217-221: cut"
20210721-BULL-026,20210721-BULL-026-A,img20210802_45,6,NA,Results_20211101,,8373.693,0,0,8373.693,969.391,0,151.1024,818.2886,"222: init, 223-227: cut 1, 228-232: cut 2, 233-237: cut 3"
20210721-BULL-027,20210721-BULL-027-A,img20210802_46,1,NA,Results_20211101,,14756.982,0,0,14756.982,2098.359,0,0,2098.359,238: init
20210721-BULL-028,20210721-BULL-028-A,img20210802_47,1,NA,Results_20211101,,19648.819,0,0,19648.819,2456.928,0,0,2456.928,239: init
20210721-BULL-029,20210721-BULL-029-A,img20210802_49,1,NA,Results_20211101,,29017.333,0,0,29017.333,3695.394,0,36.792,3658.602,"240: init, 241-245: cut"
20210721-BULL-029,20210721-BULL-029-A,img20210802_50,2,NA,Results_20211101,,7201.49,0,0,7201.49,1221.35,0,36.42,1184.9299999999998,"246: init, 247-251: cut"
20210722-AQUE-001,20210722-AQUE-001-A,img20210802_51,1,NA,Results_20211101,,11605.505000000001,0,0,11605.505000000001,1006.3190000000001,0,0,1006.3190000000001,252-253: init
20210722-AQUE-001,20210722-AQUE-001-B,img20210802_52,2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,stipe
20210722-AQUE-001,20210722-AQUE-001-C,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20210722-AQUE-002,20210722-AQUE-002-A,img20210802_53,1,NA,Results_20211101,,12548.869,0,0,12548.869,503.576,0,66.72040000000001,436.8556,"254: init, 255-259: cut"
20210722-AQUE-002,20210722-AQUE-002-A,img20210802_54,2,NA,Results_20211101,,11453.062,0,0,11453.062,1148.004,0,72.09140000000001,1075.9125999999999,"260: init, 261-265: cut"
20210722-AQUE-002,20210722-AQUE-002-B,img20210802_55,3,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,stipe
20210722-AQUE-002,20210722-AQUE-002-C,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20210722-AQUE-003,20210722-AQUE-003-A,img20210802_56,1,NA,Results_20211101,,7470.45,0,0,7470.45,584.694,0,0,584.694,266: init
20210722-AQUE-003,20210722-AQUE-003-B,img20210802_57,2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,stipe
20210722-AQUE-003,20210722-AQUE-003-C,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20210722-AQUE-004,20210722-AQUE-004-A,img20210802_59,1,NA,Results_20211101,,12214.456,0,0,12214.456,767.585,0,0,767.585,267: init
20210722-AQUE-004,20210722-AQUE-004-A,img20210802_60,2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,stipe
20210722-AQUE-004,20210722-AQUE-004-B,img20210802_61,1,NA,Results_20211101,,4349.62,0,0,4349.62,432.026,0,0,432.026,268: init
20210722-AQUE-004,20210722-AQUE-004-C,img20210802_62,1,NA,Results_20211101,,6845.099,0,0,6845.099,655.839,0,0,655.839,269: init
20210722-AQUE-004,20210722-AQUE-004-D,img20210802_63,1,NA,Results_20211101,,5370.443,0,0,5370.443,433.393,0,45.6606,387.7324,"270: init, 271-275: cut"
20210722-AQUE-004,20210722-AQUE-004-D,img20210802_64,2,NA,Results_20211101,,7146.529,0,0,7146.529,565.166,0,45.2698,519.8962,"276: init, 277-281: cut"
20210722-AQUE-004,20210722-AQUE-004-E,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20210722-AQUE-004,20210722-AQUE-004-F,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20210722-AQUE-005,20210722-AQUE-005-A,img20210802_65,1,NA,Results_20211101,,11088.448,0,0,11088.448,93.685,0,0,93.685,283: init
20210722-AQUE-005,20210722-AQUE-005-B,img20210802_67,1,NA,Results_20211101,,12245.798,0,0,12245.798,753.795,0,0,753.795,284: init
20210722-AQUE-005,20210722-AQUE-005-C,img20210802_68,1,NA,Results_20211101,,7876.763,0,0,7876.763,747.971,0,0,747.971,285: init
20210722-AQUE-005,20210722-AQUE-005-D,img20210802_66,2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,stipe
20210722-AQUE-005,20210722-AQUE-005-E,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220405-MOHK-001,20220405-MOHK-001-A,img20220415_01,1,NA,Results_20220430,,21014.225,0,0,21014.225,1988.161,0,73.3658,1914.7952,"1: init, 2-6: cut"
20220405-MOHK-001,20220405-MOHK-001-A,img20220415_02,2,NA,Results_20220430,,935.283,0,0,935.283,188.287,0,153.90359999999998,34.38340000000002,"7: init, 8-12: top cut, 13-17: bottom cut"
20220405-MOHK-001,20220405-MOHK-001-A,img20220415_03,3,NA,Results_20220430,,15589.439,0,0,15589.439,670.554,0,132.3834,538.1705999999999,"18: init, 19-23: top cut, 24-28: bottom cut"
20220405-MOHK-001,20220405-MOHK-001-A,img20220415_04,4,NA,Results_20220430,,9717.114,0,0,9717.114,506.739,0,107.64240000000001,399.09659999999997,"29: init, 30-34: top cut, 35-39: bottom cut"
20220405-MOHK-001,20220405-MOHK-001-A,img20220415_05,5,NA,Results_20220430,,3127.564,0,0,3127.564,324.573,0,42.1238,282.44919999999996,"40: init, 41-45: cut"
20220405-MOHK-001,20220405-MOHK-001-B,img20220415_06,1,NA,Results_20220430,,3112.696,0,0,3112.696,588.402,0,19.220599999999997,569.1814,"47: init, 48-52: cut"
20220405-MOHK-001,20220405-MOHK-001-B,img20220415_07,2,NA,Results_20220430,,4989.717,0,0,4989.717,949.194,0,56.942400000000006,892.2515999999999,"53: init, 54-58: top cut, 59-63: bottom cut"
20220405-MOHK-001,20220405-MOHK-001-B,img20220415_08,3,NA,Results_20220430,,16209.53,0,0,16209.53,2107.16,0,106.1536,2001.0063999999998,"64: init, 65-69: top cut, 70-74: bottom cut"
20220405-MOHK-001,20220405-MOHK-001-B,img20220415_09,4,NA,Results_20220430,,21579.142,0,0,21579.142,1132.432,0,173.10039999999998,959.3316,"75: init, 76-80: top cut, 81-85: bottom cut"
20220405-MOHK-001,20220405-MOHK-001-B,img20220415_10,5,NA,Results_20220430,,20666.409,0,0,20666.409,707.838,0,203.4774,504.3606,"86: init, 87-91: top cut, 92-96: bottom cut"
20220405-MOHK-001,20220405-MOHK-001-B,img20220415_11,6,NA,Results_20220430,,15668.68,0,0,15668.68,782.904,0,190.90519999999998,591.9988000000001,"97: init, 98-102: top cut, 103-107: bottom cut"
20220405-MOHK-001,20220405-MOHK-001-B,img20220415_12,7,NA,Results_20220430,,8590.306,0,0,8590.306,496.535,0,90.8358,405.6992,"108: init, 109-113: cut"
20220405-MOHK-001,20220405-MOHK-001-B,img20220415_13,8,NA,Results_20220430,,2460.803,0,0,2460.803,387.922,0,7.1006,380.82140000000004,"114: init, 115-119: cut"
20220405-MOHK-001,20220405-MOHK-001-C,img20220415_14,1,NA,Results_20220430,,11076.467,0,0,11076.467,568.51,0,76.948,491.562,"120: init, 121-125: cut"
20220405-MOHK-001,20220405-MOHK-001-C,img20220415_15,2,NA,Results_20220430,,14633.882,0,0,14633.882,609.57,0,144.0752,465.49480000000005,"126: init, 127-131: top cut, 132-136: bottom cut"
20220405-MOHK-001,20220405-MOHK-001-C,img20220415_16,3,NA,Results_20220430,,11257.848,0,0,11257.848,668.472,0,67.5218,600.9502,"137: init, 138-142: cut"
20220405-MOHK-001,20220405-MOHK-001-D,img20220415_19,1,NA,Results_20220430,,13322.896,0,0,13322.896,868.908,0,0,868.908,143: init
20220405-MOHK-001,20220405-MOHK-001-E,img20220415_21,1,NA,Results_20220430,,9147.461,0,0,9147.461,603.252,0,0,603.252,144: init
20220405-MOHK-001,20220405-MOHK-001-F,img20220415_22,1,NA,Results_20220430,,11896.844,0,0,11896.844,963.429,0,0,963.429,145: init
20220405-MOHK-001,20220405-MOHK-001-G,img20220415_23,1,NA,Results_20220430,,2820.499,0,0,2820.499,317.447,0,0,317.447,146: init
20220405-MOHK-001,20220405-MOHK-001-H,img20220415_24,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220405-MOHK-001,20220405-MOHK-001-H,img20220415_25,2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220405-MOHK-001,20220405-MOHK-001-I,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220405-MOHK-002,20220405-MOHK-002-A,img20220415_26,1,NA,Results_20220430,,12236.994,0,0,12236.994,809.038,0,70.02099999999999,739.017,"147: init, 148-152: cut"
20220405-MOHK-002,20220405-MOHK-002-A,img20220415_27,2,NA,Results_20220430,,8768.337,0,0,8768.337,450.394,0,127.12,323.274,"153: init, 154-158: top cut, 159-163: bottom cut"
20220405-MOHK-002,20220405-MOHK-002-A,img20220415_28,3,NA,Results_20220430,,6066.152,0,0,6066.152,421.053,0,56.4538,364.5992,"164: init, 165-169: cut"
20220405-MOHK-002,20220405-MOHK-002-B,img20220415_29,1,NA,Results_20220430,,5029.246,0,0,5029.246,836.482,0,29.366999999999997,807.115,"170: init, 171-175: cut"
20220405-MOHK-002,20220405-MOHK-002-B,img20220415_30,2,NA,Results_20220430,,14408.771,0,0,14408.771,1503.01,0,51.7422,1451.2678,"176: init, 177-181: top cut, 182-186: bottom cut"
20220405-MOHK-002,20220405-MOHK-002-B,img20220415_31,3,NA,Results_20220430,,19304.523,0,0,19304.523,1007.929,0,133.68619999999999,874.2428,"187: init, 188-192: top cut, 193-197: bottom cut"
20220405-MOHK-002,20220405-MOHK-002-B,img20220415_32,4,NA,Results_20220430,,19167.815,0,0,19167.815,618.357,0,204.42220000000003,413.93479999999994,"198: init, 199-203: top cut, 204-208: bottom cut"
20220405-MOHK-002,20220405-MOHK-002-B,img20220415_33,5,NA,Results_20220430,,10167.323,0,0,10167.323,496.95,0,95.22,401.73,"209: init, 210-214: cut"
20220405-MOHK-002,20220405-MOHK-002-C,img20220415_34,1,NA,Results_20220430,,11683.879,0,0,11683.879,503.289,0,69.9082,433.3808,"215: init, 216-220: cut"
20220405-MOHK-002,20220405-MOHK-002-C,img20220415_35,2,NA,Results_20220430,,7984.536,0,0,7984.536,511.675,0,69.91580000000002,441.75919999999996,"221: init, 222-226"
20220405-MOHK-002,20220405-MOHK-002-D,img20220415_36,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,stipe
20220405-MOHK-002,20220405-MOHK-002-D,img20220415_38,2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,stipe
20220405-MOHK-002,20220405-MOHK-002-E,img20220415_37,1,NA,Results_20220430,,5481.054,0,0,5481.054,813.28,0,0,813.28,227-230: init (different masks)
20220405-MOHK-003,20220405-MOHK-003-A,img20220415_39,1,NA,Results_20220430,,8022.921,0,0,8022.921,664.221,0,43.0872,621.1338,"231: init, 232-236: cut"
20220405-MOHK-003,20220405-MOHK-003-A,img20220415_40,2,NA,Results_20220430,,6786.04,0,0,6786.04,491.701,0,43.270799999999994,448.4302,"237: init, 238-242: cut"
20220405-MOHK-003,20220405-MOHK-003-B,img20220415_41,1,NA,Results_20220430,,10554.835,0,0,10554.835,518.087,0,59.362199999999994,458.7248,"243: init, 244-248: cut"
20220405-MOHK-003,20220405-MOHK-003-B,img20220415_42,2,NA,Results_20220430,,7895.061,0,0,7895.061,542.896,0,59.48879999999999,483.4072,"249: init, 250-254: cut"
20220405-MOHK-003,20220405-MOHK-003-C,img20220415_43,1,NA,Results_20220430,,12201.072,0,0,12201.072,759.444,0,52.3356,707.1084,"255: init, 256-260: cut"
20220405-MOHK-003,20220405-MOHK-003-C,img20220415_44,2,NA,Results_20220430,,9543.096,0,0,9543.096,589.422,0,101.106,488.31600000000003,"261: init, 262-266: top cut, 267-271: bottom cut"
20220405-MOHK-003,20220405-MOHK-003-C,img20220415_45,3,NA,Results_20220430,,8693.353,0,0,8693.353,598.129,0,46.35959999999999,551.7694,"272: init, 273-277: cut"
20220405-MOHK-003,20220405-MOHK-003-D,img20220415_46,1,NA,Results_20220430,,9721.953,0,0,9721.953,890.377,0,52.2106,838.1664,"278: init, 279-283: cut"
20220405-MOHK-004,20220405-MOHK-003-D,img20220415_47,2,NA,Results_20220430,,8847.838,0,0,8847.838,592.228,0,94.4054,497.82259999999997,"284: init, 285-289: top cut, 290-294: bottom cut"
20220405-MOHK-005,20220405-MOHK-003-D,img20220415_48,3,NA,Results_20220430,,5465.403,0,0,5465.403,477.861,0,41.8774,435.98359999999997,"295: init, 296-300: cut"
20220405-MOHK-003,20220405-MOHK-003-E,img20220415_49,1,NA,Results_20220430,,9918.673,0,0,9918.673,658.245,0,63.96099999999999,594.284,"301: init, 302-306: cut"
20220405-MOHK-003,20220405-MOHK-003-E,img20220415_50,2,NA,Results_20220430,,10115.145,0,0,10115.145,618.551,0,64.47,554.081,"307: init, 308-312: cut"
20220405-MOHK-003,20220405-MOHK-003-F,img20220415_51,1,NA,Results_20220430,,10658.884,0,0,10658.884,616.396,0,53.6112,562.7847999999999,"313: init, 314-318: cut"
20220405-MOHK-004,20220405-MOHK-003-F,img20220415_52,2,NA,Results_20220430,,10747.014,0,0,10747.014,568.963,0,108.78800000000001,460.17499999999995,"319: init, 320-324: top cut, 325-329: bottom cut"
20220405-MOHK-005,20220405-MOHK-003-F,img20220415_53,3,NA,Results_20220430,,9054.043,0,0,9054.043,582.683,0,53.8212,528.8618,"330: init, 331-335: cut"
20220405-MOHK-003,20220405-MOHK-003-G,img20220415_54,1,NA,Results_20220430,,8385.52,0,0,8385.52,645.125,0,39.0418,606.0832,"336: init, 337-341: cut"
20220405-MOHK-003,20220405-MOHK-003-G,img20220415_55,2,NA,Results_20220430,,4140.094,0,0,4140.094,378.357,0,38.3518,340.00520000000006,"342: init, 343-347: cut"
20220405-MOHK-003,20220405-MOHK-003-H,img20220415_56,1,NA,Results_20220430,,2983.835,0,0,2983.835,306.253,0,0,306.253,348: init
20220405-MOHK-003,20220405-MOHK-003-I,img20220415_57,1,NA,Results_20220430,,7775.246,0,0,7775.246,458.396,0,0,458.396,349: init
20220405-MOHK-003,20220405-MOHK-003-J,img20220415_63,1,NA,Results_20220430,,1564.594,0,0,1564.594,330.298,0,0,330.298,350-351: init
20220405-MOHK-003,20220405-MOHK-003-K,img20220415_58,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,stipe
20220405-MOHK-003,20220405-MOHK-003-K,img20220415_59,2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,stipe
20220407-AQUE-001,20220407-AQUE-001-A,img20220414_01,1,NA,Results_20220430,,5481.146,0,0,5481.146,484.968,0,0,484.968,352: init
20220407-AQUE-001,20220407-AQUE-001-B,img20220414_02,1,NA,Results_20220430,,10533.602,0,0,10533.602,611.977,0,59.722,552.255,"353: init, 354-358: cut"
20220407-AQUE-001,20220407-AQUE-001-B,img20220414_03,2,NA,Results_20220430,,5394.738,0,0,5394.738,364.978,0,60.522800000000004,304.4552,"359: init, 360-364: cut"
20220407-AQUE-001,20220407-AQUE-001-C,img20220414_04,1,NA,Results_20220430,,8049.524,0,0,8049.524,805.975,0,0,805.975,365: init
20220407-AQUE-001,20220407-AQUE-001-D,img20220414_05,1,NA,Results_20220430,,10354.167,0,0,10354.167,702.617,0,57.30039999999999,645.3166,"366: init, 367-371: cut"
20220407-AQUE-001,20220407-AQUE-001-D,img20220414_06,2,NA,Results_20220430,,8529.155,0,0,8529.155,492.913,0,97.7568,395.1562,"372: init, 372-377: top cut, 378-82: bottom cut"
